no,id,message+desc,comments,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
8823,211783385560749_893923800680034,"Enjoy the beautiful summer's visual phenomena of framing!
In traditional Japanese buildings such as temples, there are places where you can appreciate picture-perfect natural scenery through a window, making the scene look like a framed work of art. Every season, each scene brings us the different feeling.

Related Information;
http://japan-magazine.jnto.go.jp/en/1409_foliage.html ","It is part of the art of designing and building buildings and gardens (the better ones, at least), in China and Japan, that these kinds of views are deliberately designed, and not accidental or fortuitous. Ask those who designed & built the Chinese Gardens in Sydney (.au), for instance. It would be good if our Western architects considered these things too, considered the view from inside, considered what the users/residents see and feel, rather than just banks and banks of the same, the same old convenience-plants out the front and up the side. Rather than designing building that look like rubbish, crumpled cardboard box look in a 20-storey building and so forth.$$Kinda a random question but when these are shut, do they keep mosquitoes out?$$Hello i am Eng Stephen from United state of America i am looking for some workers in my house such as Nanny, Gardner, Cook and Driver Home Nurse,Private Teacher,Security, Waiter .. Kindly get back to me if you are interested in working in the US...You can contact me directly through my email or skype... eng.stephenlawrence@yahoo.com skype name stephen.lawrence183$$http://workonlineguide2.blogspot.com/2015/07/the-most-beautiful-horses.html",1.0,1.0,1.0,0.0,1.0,0.0,0.0
8824,240054519398747_1001301473274044,"If you’re both a travel bug and shutter bug, then the PH would be perfect for you! Click on this link to find out why and pack your (camera) bag! 

http://travel.resourcemagonline.com/2016/01/7-reasons-why-you-should-visit-the-philippines-in-2016-and-bring-your-camera/3905/Falling in love with travel and photography came naturally to me. After crisscrossing my island home country of the Philippines and traveling to it’s farthest corners, highest mountains and most remote islands, who wouldn’t be in love? Unbelievably clear waters surround thousands of...",Thanks for the share! Marky Ramone Go sure made us itching to get a team trip out to go see him in The Philippines!$$Connect the nature in The Philippines It gives peace and  inner joy.  And It will rejuvenate your whole existence.$$Of course bring a camera that's the most important item to bring.$$Yes I will come 2 months! But it's too complicated to stay there a longer time!$$Other point of interest in Coron black island$$no need reasons. it's simply a beautiful country. Maybe the most beautiful.$$Packed and ready to go!$$philippines are so beautiful <3 <3 <3,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8825,340785907491_10152122103347492,"Many will be traveling home for Seollal. This three-day holiday is celebrated from Jan 30 to Feb 2. Find out more about this important Korean holiday here: http://bit.ly/11oY73h

(Photo: http://flic.kr/ps/2wk7w3) ","beautiful photo, stay, safe, healthy, happy and warm and enjoy your holiday.$$Everyone have a great holiday.  Be safe and take care!! $$Perfect picture for the Seoul's skyline.$$Happy Seollal to all my Korean friends. Have a wonderful celebration.$$celebrating chinese new year?$$very interesting article!$$Happy Seollal!! Hope you have a wonderful year!! \(*V*)/",0.0,1.0,0.0,0.0,0.0,0.0,0.0
8826,225524117535380_712955728792214,"[New Travel Post/Video!] Two Singaporean Girls Climb The Most Terrifying Trail At Mount Huashan, Xi'An.

Our TSL journalists headed to China to trek up the world's most dangerous trail. Watch our video of Jing and Noelle conquering the scariest plankwalk in the universe.

This post was made possible thanks to Tigerair

http://www.thesmartlocal.com/read/mount-huashanOur TSL journalists trek across the world's most dangerous hiking trail. Watch our video of Jing and Noelle conquering the scariest plank walk in the universe.",Ada Chan U R one of them,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8827,225524117535380_1222624307825351,"If you've not been to this ulu 11 story electronic warehouse, now's the time to visit because... FOOD! Indulge in an eating and shopping bonanza at a food festival that's happening only for 10 days!

From pasar malam favourites like the Ramly burger and Ondeh Ondeh to cafe type ""flower pot"" food, here's what to expect at this unique food festival + electronic store event.

Gain City's Food Festival will be on from 2nd Dec to 11th Dec 2016, from 11am – 9pm.
There are free shuttle buses to and from Yew Tee MRT Station every 8 minutes Choa Chu Kang MRT Station every 26 minutes

More info: 
http://thesmartlocal.com/read/gaincity-food-2016 ","Wa lao #3 russet fries look at that! Shermaine Asher Abel Yap$$Jeremy Chee would ask if u wanna go but don't know if you wanna$$We need to survey the place, it might come in handy in a yr time Luqman Zulkhifli$$OMG!!! Sedap nye....... I want this! This is for the post vacation recuperation Nurul Mardhia$$Nil-Azhar Crown we need something to replace. i pass u the list, u ready at e cashier... hahahaha$$Jerral Cheong we need go over for a new vacuum cleaner 😍😍 and the food 😊🍨🍝$$AngelToh sis u all can go there got free shutter bus!$$Never been here baby, but the food looks so bomb! Jorge Kishen$$Abdul Qayyum how come my washing machine doesn't come with russet fries$$Benjamin Shinchan looks like dinner place settled for this weekend :p$$Ben 谦恩 Lim shld we go for this on Sunday and see portable aircon instead of gbtb 🤔$$Eh walao why we go perform that week don't have Kaiser Campos$$Puvan Rajendran this shldnt happen when I haven't break fast.$$Cecilia Goh Chui Hoon we shd go here hahahahaha last 5 prizes 😜$$Christ Mong we will be eating instead of looking at electrical appliance 😆😆$$Arvind Jeya lets go solely for the russet fries and dim sum hahaha$$Annie Tan Hazel Chia Omg want to go??? THIS FRIDAY$$Jinhao Boey it's so near plus it's your fave hobby.!!$$Pritpal Wayne Ilu you're bringing me here. It's so close to your place.$$This video is the biggest lie in the world Emily Teo Goralewski Saffron Sharpe THERE ARE ONLY LIKE 6 STALLS IN THE ENTIRE PLACE.$$Yentiingg Ong I think it's near my Sungei Kadut warehouse there.",5.0,4.0,2.0,0.0,0.0,0.0,0.0
8828,67558139928_10151846531594929,"Beauties from 130 countries vie for Miss World 2013 Title in Bali
http://indonesia.travel/en/news/detail/1059/beauties-from-130-countries-vie-for-miss-world-2013-title-in-bali ",Looks really great :)... I hope they let the girls keep the traditional costumes worn as souveniers from Bali/Indonesia Miss World experience,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8829,144113158937441_1143546072327473,"Mizoram - A veritable treasure trove of natural beauty

Mizoram is veritable treasure trove of natural beauty with its endless variety of landscape, hilly terrains, meandering streams, deep gorges, and rich wealth of flora and fauna. Flanked by Bangladesh on the west and Myanmar on the east and south, Mizoram occupies an importance strategic position having a long international boundary of 722 km. Mizoram is one of India’s most sparsely populated states but has a dazzling mix of cross-cultural vibrancy. Renowned for their hospitality, Mizos are a close-knit society with no class distinction or discrimination on grounds of gender. The entire society is knitted together by a code of ethics -- 'Tlawmngaihna' -- an untranslatable term meaning that everyone has a duty to be hospitable kind, unselfish and helpful to others.

- See more at: http://www.incredibleindia.org/travel/destination/mizoram ","Hey people! I guess a lot of you here might be the expedition apprentices currently. :P Well... For a better travelling experience, try this out... http://tiny.cc/Trishant .... Trust me, the exposure these people give you is way beyond imagination. Give it a try, if you love adventures (like me :D ), you're just a click away from exploring a whole set of wonders. ;)$$Govt of India must take steps to make as tourist hub to improve its economic status",0.0,0.0,3.0,0.0,0.0,0.0,0.0
8830,240054519398747_775084502562410,"Where is it? 
Boracay, Aklan

What is it like? 
While Filipinos typically celebrate Christmas at home, some get away from the maddening rush and escape to nearby beaches like Boracay. Resorts and hotels prepare Christmas buffets for guests on Christmas eve and Christmas day, so they won't miss the traditional Noche Buena (Christmas feast). This is why December is considered by resorts and airlines as peak season, and you have to book your tickets and room way in advance.

Fun Fact: 
Children from Boracay are expert sand-castle makers, and for a small token you can ask them to sculpt one in the shape of your name or your sweetheart's!

Photo by/Author: 
Tourism Department Philippines/Tin Sanchez ","That's what you call "" white as snow "", only in Boracay, Philippines. :)$$Was in the Philippines in the 60s$$Over night on way to nam$$Philippines are so beautiful$$Best beach in the World 😄!!!!$$its not a snowman but it SANDMAN hahaha$$Forgot the #airportproblem...#itsmorefuninthephilippines$$Wow of the philippines....$$its more fun in the philippines!$$Merry Christmas to you & your family.God Bless$$That's were we are right now :) Jose Luis Retamal$$https://www.youtube.com/watch?v=_RtSu3woTKM$$That's an idea, a sand snowman$$Its truly more fun in the philippines",0.0,6.0,2.0,2.0,1.0,0.0,0.0
8831,114979501871035_128506927284363,"Head straight to funky markets! These best illustrate Hong Kong's living culture. Mark your shopping destinations with this guide:
http://www.discoverhongkong.com/eng/shopping/street-markets.htmlExperience street market shopping in Hong Kong. Leave time for Western Market, Jardine's Crescent, Antique Street flea market on Hollywood Road, and Stanley Market on the south side of Hong Kong Island, and Kowloon's famous Temple Street Night Market, Jade Market and the ladies, sports, bird, flower...",As usual all the tourist traps but not a sampling of the smaller local markets.$$http://www.youtube.com/watch?v=T1TtmKRxDpU,0.0,7.0,1.0,1.0,1.0,0.0,0.0
8832,114979501871035_597483853620595,"Travel Smart

Do you tend to forget electrical adaptors when you travel?  The UK-style three-pronged plug is standard in #HongKong. And inexpensive adaptors are available at most convenience stores. See more here http://bit.ly/19mcFys ","There is a place, Sham Sui Po wherein all gadgets and adaptors can be found even surpluses of whatever items, from power tools to electronic goods. You can take taxi or MTR subway trains.$$Fortunately it has been provided for free in all rooms @ novotel wanchai :)$$You won't find them at 7-11s. Walk around the side streets in central near Wellington and Stanley and ask for a travel adapter. Pretty much anywhere you see a tiny shop selling lightbulbs, powerbars, and small fuses will have them$$Actually, I forgot all about this when I was there last time !!$$Yes  a good  point . I got the  adaptor  from my Hotel InterContinental Grand Stanford , Hong Kong$$Not available in 7-11. Couldn't find any other place open after 10pm.
I had to buy an expensive adaptor from my hotel. Too bad they only had it for sell :($$Familiarized With Utilizing 2 Pronged Plug In My Country , Whenever I Remember How I Was Worrying To Forget 3 Pronged- Plug When Arriving Hongkong , Eventually My Roomate Said "" This Hotel Bestows Us 2 Plugs / Room"",  I Knew Everything Will Be Alright",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8833,67558139928_10153578287614929,"Sumatra is the 6th largest island and also the 5th highest island in the world. It’s well-known for its rugged tropical terrain, wildlife and smoldering volcanoes. Fact that the equator crosses the island at its center on West Sumatera and Riau Provinces makes the climate of the island mostly tropical, hot and humid with lush tropical rain forest dominating the landscape.

To the north, the city of Banda Aceh, which was devastated by the 2004 tsunami, has a museum to commemorating the disaster. Whilst bustling Medan, the island’s largest city, is a diverse economic hub and gateway to North Sumatera.

Photo : Harau Valley, West Sumatera

#WonderfulIndonesia #PesonaIndonesia ",Medan and Belawan port has become a trade city for rubber & palm oil since colonial era.$$to all landscape lover's. Get amazing photographs.,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8834,225524117535380_1218577688230013,"[New] 10 Unique HDB Blocks That Prove Our Homes Are More Than Grey Boxes Of Concrete

In our ever-dense concrete jungle, we seldom tend to stop and smell the roses - or rather, stop and stare at the towers of HDB flats looming above us. All the way from Whampoa to Clementi, here are 10 not-so-ordinary HDBs that will have you doing a double-take!

http://thesmartlocal.com/read/unique-hdb-blocksHidden amidst rows and rows of compartmentalised flats, are 10 HDB blocks that are unique and beautiful in their own right. #3 is the ONLY clover-shaped HDB block in Singapore, with stunning views of a reservoir.","The longest HDB corridor should be block 195 Kim Keat Ave, with a corridor distance of about 370m. Please check it out$$#instawalk to more housing estates?!!",0.0,1.0,0.0,2.0,0.0,0.0,0.0
8835,240054519398747_1167726936631496,"It was cloudy for most of the night and I already gave up on shooting the milky way. But as was packing my stuff, I quickly glanced through the window of our homestay and it was beautiful. A small patch was clear and I immediately took this shot. A few minutes later the clouds started to settle again.
 
Words and Photo by @tugaff ","Beautiful! I'm glad you caught this. Thanks for sharing.$$What a sight. This country is so very beautiful. Love it.$$Jing bring me here on our bday pls.$$Looks like kangaroos hopping in the background$$Kelan to? Ces Charmaine 😜$$PAYDAY LOANS
Are you unemployed and need long term loans that could solve your all financial problems? PAYDAY LOANS is a professional online loan service provider that easily approves long term loans for unemployed people. We are dedicated to help people who need long and short term loan in their financial emergency.

Visit our page: https:// m.facebook.com/paydayloanshelp/

Or email: paydayloans35@yahoo.com",0.0,0.0,0.0,1.0,0.0,0.0,0.0
8836,240054519398747_876420642428795,"Know anyone who’s Kapampangan? Here’s a helpful guide on understanding your friend. Don’t forget to share this with him/her! 

http://www.positivelyfilipino.com/magazine/10-things-you-need-to-know-about-kapampangansHow best to understand the natives of Pampanga Province.","I lived and worked in Angeles, San Fernando and Dau near the bus terminal last 2010 working as part of the marketing team of a Makati hotel trying to capture the kapampangan market. This blog has probably captured the true description of this culinary center yet often misunderstood people& province. I only got to taste authentic homegrown kapampangan cooking when I got invited to a wedding in a barrio in Arayat. It was lavish for a barrio wedding with everyone helping in. And all the foods were truly the famous cabalen home cooking I've been hearing of. I specially liked the sweet adobo meat & when they told me it's a dog, I turned my eyes on the duck, prawn and pork menus.haha. We dipped in the cold springs of Mt.Arayat. For me, that wedding was the focal point of my Pampanga sojourn.$$Yes, it is very true that
""Kapampangans are deeply religious which, of course, is not the same as spiritual. Their fetish for anitos (spirit idols) has morphed into an excessive, almost irrational, devotion to anything associated with their colonizers’ religion. Kapampangans have found their new idols on which to lavish their affections: the church temple for which they’d spend any amount to build, rebuild and renovate; the retablos and santos (altars and icons) which they over-decorate, over-dress, and over-process; and of course their priests whom they over-revere to the point of electing one as governor.""

The many details enumerated above made Bro Eli Soriano, who is not a Kapampangan, stay in this province and dare to focus his efforts to preach the Biblical Gospel of Christ, even if the teachings of our Lord and Saviour that he trumpets are often the exact opposite to the idolatrous Catholic teachings given to the local populace.

The ADD Convention Center was later built in Apalit to continue the banner television and radio program named Ang Dating Daan, and with the mercy and grace of God, thousands of Kapampangans have left the catholic faith and joined the 100% Bible-based Church of God.
...$$All said is true that is the real kapampangan for my family originated in apallit but grew up in tarlac$$My Grandparents raised all their 8 kids at the foothills of Mount Arayat and my cousins and I would spend our summers here - Arayat Represent!!! :D$$Jaa: Was about to tag on this but nakauna naman diay ka lol. Ahaha$$Nicole don't you think this is all true?$$kabalen..my mother is kapampangan..ofcourse it's started w/ mu lola...I love the warmth of the family ng mga kapampangan pride.I think we're from Lubao at Apalit...$$Tena mangan! was my favorite when I was growing up on visits to my Indangs and Tatangs in San Mathias...those were cherish memories till I die.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8837,340785907491_122079287830308,"The Actor/Singer Rain (비) has been nominated for an MTV Movie Award ""Biggest Baddass Star"".  Be sure to vote for him for his role in Ninja Assassin! 

http://www.mtv.com/ontv/movieawards/2010/biggest-badass-star/ ","This is awesome is so many ways lets hope KOCCA and KTO gets him to come to NYC and maybe to some press ops! and maybe a impromptu performace at some hot spots. $$But he was not the baddie!$$Pam, Badass doesn't mean to play a ""bad"" rold, just mean he ""kicks ass""! 
Thank you Marie for posting this! People we need to make him win since he IS the best candidate! Vote before June 6th.  And he shall take the award home from LA.  :D$$he was way more badass than the other nominees. have you ever seen the stunt reel for ninja assassin (it's on youtube)? he put in a LOT of work- he really could kick your ass after that haha.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8838,240054519398747_858085367595656,"There’s nothing more festive than a bunch of Filipinos getting together, and one thing’s for sure, there won’t be a shortage of food on the table! Here are some Filipino dishes (with recipes!) that are a sure-fire hit for any gathering! 

http://www.filipino-food-recipes.com/filipino-party-food.htmlWhat's in a Filipino party food menu? While white rice is the standard staple, a noodle or pancit dish is, sort of, required,",As a cook we still love and eat the Filipino food and nothing can beat it.$$i want the simple but yummy kare kare! :D$$Hi blood pressure hi cholesterol and hypertension go for it I just stick to the fruit and vegetables❤️🇵🇭,2.0,1.0,0.0,0.0,0.0,0.0,0.0
8839,114979501871035_951719864863657,"Hong Kong’s traditional red-sailed junk boat is a stunning way to see Victoria Harbour. See more of #HongKong on Instagram: www.instagram.com/discoverhongkong“The #AquaLuna, Hong Kong’s traditional red-sailed junk boat, is a stunning way to see Victoria Harbour 遊覽#維多利亞港，除了坐天星小輪，還可以試坐古老帆船。 #DiscoverHongKong…”","Thinking of Christmas in Hongkong and this Junk cruise$$Wait me Hong Kong. I'm coming to you 1 week later.$$The Duk Ling boat is much more authentic - but both are a great way to explore the harbour.$$Loved Hong Kong. Would love to go back.$$We visited this beautiful place !$$One of my favourite places on the planet xxx$$It's on my bucket list never been but I will before I croak lol!! All the pics I have seen are gorgeous$$Great place to go very vibrant love it$$I like this place! A mix tradionnal and modern$$let's do this please! Benz Lim$$Mike Soh Jill Ng..must experience it at least once.$$Joanna we can do this$$contact me, at +601114320268 or whatsup, if you want to earn extra income and earn 100 percent profit every month. Thank you.$$Been there and done that .",0.0,0.0,0.0,0.0,2.0,0.0,0.0
8840,340785907491_10151182594227492,"Head out to Itaewon on this beautiful Saturday weather and join us today at the Itaewon Global Village Center Festival:  http://bit.ly/OuKtVo 
Cultural Parade at 3pm, Opening Ceremony at 5pm, and a special K-pop concert at 6:30pm featuring Sister, Lady Jane, and many others.
See you there! ","since there's a lot of koreans, iowa city needs to have a parade like this (since ic doesn't have many parades).$$Follow my twitter @ajrini_fauziany$$Wish I could be there!$$Fantastic !!! i have been yesterday$$I'm going!! Unfortunately I'll miss the first part of the event, but I'll be therr 'til it finished ;D$$I really love to go to Korea!!I'm so happy our travel agency is opening soon. :D  I'll have the chance to find the best tour package.$$i think the weather is so very nice now in south korea to host the  wonderful the Itaewon Global Village Center Festival i wish to you all the seuccess and the happiness and a great bravo$$I haven't seen Itaewon but my friend in Korea says it's a lovely place to go shopping and it's really true!",0.0,2.0,0.0,0.0,0.0,0.0,0.0
8841,240054519398747_698324706905057,"Where else can you have a ""husband day care center""? Only in the Philippines! Check out these uniquely Pinoy things and let us know what you'd like to add to the list! 

http://www.buzzfeed.com/laraparker/things-youll-only-find-in-the-philippinesFind out what puts the the thrilla' in Manila.",is this really in the Philippines? ... looks like Indian or from Thailand... :)$$I like the jeep better ...,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8842,114979501871035_788844681151177,"Hong Kong Skyline – Best Vantage Points
Take in the Christmas lights from the Tsim Sha Tsui Promenade (opposite the Nikko Hotel). Directions here: http://bit.ly/1yTuGoK ","Love this city forever.$$i've been there severals times i love the place...i'll always looking forward to go back ever and ever...beautiful place ever....$$I want to go and visit my daughter in HK!$$We cannot find a space with the huge crowd to take a nice picture.....no standing space at all$$I really like hongkong.....the stunning beauty of the tall buildings ....its amazing.....$$Like hell! The day of Hong Kong visit are over.$$Hong Kong is vry beautiful at night but one must also see Shanghai , I think its one of the most beautiful in the world.....$$Jeanette Tsen Tze Chin Hong kong☺$$Happy new year to you and family. Vincent Vincent",0.0,2.0,0.0,1.0,0.0,0.0,0.0
8843,67558139928_10155046324849929,"Experience the green and fertile nature of Bali, and feel the charm and smiling warmth of the people of Bali.  King Salman Abdul Aziz Al Saud of Saudi Arabia will stay 6 days on Bali for a well deserved rest and holiday. Welcome to Bali Your Majesty King Salman and entourage! A warm welcome to Indonesia. #WonderfulIndonesia #PesonaKingSalmanUbud is a tranquil, culturally rich town in the heart of Bali Indonesia. Explore the exotic attractions of Ubud Bali and rejuvenate the spirit.",anyone  love  as much as me,0.0,0.0,1.0,2.0,2.0,0.0,0.0
8844,340785907491_10150199444002492,"안녕하세요 여러분! How are you? There's so much going on these days! We have almost 55,000 fans now (감사합니다 - thank you!) so if we are unable to answer your question on Facebook (or don't see your comment!) please email us at english@knto.or.kr or call us (02-1330 from your Korean cellphone). We always love hearing from  you! *^^* ","guess not ^^; i meant to say ""fine, thanks. how are you?"" still need to study the language more, sorry ^^;$$No no!! It's really great that you are learning!! 화이팅!!! You can do it!!^^$$Thanks! (gamsahamnida) (: i have two apps on my ipod. one has lots of phrases to use and such.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
8845,340785907491_10151305936787492,"Tteokguk is a traditional Korean dish eaten during the celebration of the New Year. The chewy sliced rice cakes, called “tteok” in Korean, are said to resemble coins, thus ensuring a healthy and prosperous year to come. ",I had Tteok Mandu Guk yesterday~ :9$$This goes into my list of must try :)$$does it taste sweet or ?! I want to try this,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8846,211783385560749_474169872655431,"Photo of the day is Kappabashi Bridge at Kamikochi, Nagano pref.
The area is known as one of the most scenic spot in Japan, and you could enjoy its rich natural environment! The route to Kamikochi has closed during the winter, but it’s opened last Saturday! Opening Ceremony at Kappabashi bridge will be held on April 27th. From late May to early June, you could enjoy watching fresh green leaves. From July to August, various flowers bloom beautifully, and from early to late October, you can see beautiful autumn leaves. Make a trip plan in your favorite season!
  
Location details: http://www.jnto.go.jp/eng/location/regional/nagano/kamikouchi.html
Photo courtesy: ©Matsumoto city©JNTO ","One of our most favourite trips in Japan, it's just beautiful !$$Tks latest information about Kamikochi.  I will visit there next month!!!$$Wow.. anyone know that, can we  visit there from Tokyo for one day trip? thanks.$$Yes! It is about 30' from Matsumoto. I'll go there next time :)$$Lovely place...love to be there.$$My honeymoon spot 45 yrs ago. My wife I love Kamikochi.  Nice shot!!!$$have been in this mountain$$I came here to the mountain climbing 20 years before.",0.0,0.0,3.0,0.0,3.0,0.0,0.0
8847,340785907491_10152070802092492,"More events, promotions and discounts than ever before. Get all the information you need on the official website and make the best of the Korea Grand Sale 2014!
http://www.koreagrandsale.co.kr/en ",the best place to shop!$$the best time of year to visit Korea!!$$the best shopping festival!$$i would love to raid LOTTE WORLD first!!,0.0,1.0,0.0,0.0,0.0,0.0,0.0
