message,description,id,page_id,full_text,locations
"Find out how to have more fun in Coron with Luxe Adventure Traveler's guide!

 http://luxeadventuretraveler.com/adventurous-things-to-do-in-coron-palawan/

#tbexph #tpbgovph #itsmorefuninthephilippines #tourismphilippines","You won't want to miss these top adventurous things to do in Coron, the world's best island and one of the most beautiful places in the Philippines.",240054519398747_1329883297082525,itsmorefuninthePhilippines,"Find out how to have more fun in Coron with Luxe Adventure Traveler's guide!

  

#tbexph #tpbgovph #itsmorefuninthephilippines #tourismphilippines You won't want to miss these top adventurous things to do in Coron, the world's best island and one of the most beautiful places in the Philippines.",Coron$$Philippines
"Sending good vibes to all for a great week with João Cajuda's phenomenal video of the Philippines!

#tpbgovph #itsmorefuninthephilippines #tourismphilippines

https://www.facebook.com/cajuda.pt/videos/vb.177118249123805/733805080121783/?type=2&theater","MY NEW VIDEO!!!
Beautiful Philippines by João Cajuda 😃🇵🇭

Agora fiquem malucos com as Filipinas!
Now get crazy about Philippines!",240054519398747_1325897684147753,itsmorefuninthePhilippines,"Sending good vibes to all for a great week with Joo Cajuda's phenomenal video of the Philippines!

#tpbgovph #itsmorefuninthephilippines #tourismphilippines

  MY NEW VIDEO!!!
Beautiful Philippines by Joo Cajuda 

Agora fiquem malucos com as Filipinas!
Now get crazy about Philippines!",Philippines
"Celebrate #RizalDay at #Intramuros, where fun-filled activities await the family!

5 PM - DJ Kenji/Spinner/Club Music
6 PM - Magic Show
7:15 PM - Hayag Sayaw Finals
9 PM - Nyoy Volante/Acoustic Guitar
9:30 PM - Announcement of Hataw Winners
10 PM - Fireworks Display c/o DOT Region III

See you there!

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines",,240054519398747_1297474103656778,itsmorefuninthePhilippines,"Celebrate #RizalDay at #Intramuros, where fun-filled activities await the family!

5 PM - DJ Kenji/Spinner/Club Music
6 PM - Magic Show
7:15 PM - Hayag Sayaw Finals
9 PM - Nyoy Volante/Acoustic Guitar
9:30 PM - Announcement of Hataw Winners
10 PM - Fireworks Display c/o DOT Region III

See you there!

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines ",
"Tourism Secretary Wanda Corazon Teo, concurrently the Chairman of the Tourism Promotions Board (TPB), has administered the oath of office to newly appointed Chief Operating Officer (COO) Mr. Cesar Montano on 20 December 2016. 

The TPB warmly welcomes its head executive and wishes him and the agency all the best in his endeavours.

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines",,240054519398747_1279121655492023,itsmorefuninthePhilippines,"Tourism Secretary Wanda Corazon Teo, concurrently the Chairman of the Tourism Promotions Board (TPB), has administered the oath of office to newly appointed Chief Operating Officer (COO) Mr. Cesar Montano on 20 December 2016. 

The TPB warmly welcomes its head executive and wishes him and the agency all the best in his endeavours.

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines ",
"Malapascua made the cut as one of Dive Magazine UK's top ten places to dive this year. We enjoin all to vote for the Philippines as your top dive destination for 2017! 

http://divemagazine.co.uk/go/7467-vote

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines",Vote for 2017 best diving destinations,240054519398747_1261359880601534,itsmorefuninthePhilippines,"Malapascua made the cut as one of Dive Magazine UK's top ten places to dive this year. We enjoin all to vote for the Philippines as your top dive destination for 2017! 

 

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines Vote for 2017 best diving destinations",Philippines
"Our heartfelt congratulations to Amorita Resort, the sole Philippine nominee, for winning the much deserved Condé Nast Johansens Excellence Awards 2017's Best in Service category! Well done!

https://www.facebook.com/AmoritaResort/videos/1315166328514553/

#loveAmorita #AmoritaResort #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines","We are honored to be voted as Best for Service in Condé Nast Johansens' Excellence Awards 2017! 
Our hearts are filled with great joy for the love and support you gave in making this win possible. 

#LoveAmorita #AmoritaResort",240054519398747_1235559899848199,itsmorefuninthePhilippines,"Our heartfelt congratulations to Amorita Resort, the sole Philippine nominee, for winning the much deserved Cond Nast Johansens Excellence Awards 2017's Best in Service category! Well done!

 

#loveAmorita #AmoritaResort #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines We are honored to be voted as Best for Service in Cond Nast Johansens' Excellence Awards 2017! 
Our hearts are filled with great joy for the love and support you gave in making this win possible. 

#LoveAmorita #AmoritaResort",Amorita Resort
Know more bout the first seaplane carrier in the country and how it can help boost local tourism businesses in the Philippines,"NewsBM ReportsAir Juan boosts local tourism businesses via island linkages By Ma. Stella F. Arnaldo - November 10, 2016 0 7 Share on Facebook Tweet on Twitter tweet Air Juan flies passengers from Manila to many island destinations and resorts, boosting local tourism businesses and creating new enter...",240054519398747_1227163610687828,itsmorefuninthePhilippines,"Know more bout the first seaplane carrier in the country and how it can help boost local tourism businesses in the Philippines NewsBM ReportsAir Juan boosts local tourism businesses via island linkages By Ma. Stella F. Arnaldo - November 10, 2016 0 7 Share on Facebook Tweet on Twitter tweet Air Juan flies passengers from Manila to many island destinations and resorts, boosting local tourism businesses and creating new enter...",Manila$$Air Juan$$Philippines
"Let's keep the winning streak going for the Philippines!

The Condé Nast Johansens' Excellence Awards 2017 has shortlisted Amorita Resort under the Best for Service category. Let us all show our support for the only nomination from the Philippines by voting before 7 November 2016:    
http://www.johansens.com/awards/?property=Amorita%20Resort

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines #LoveAmorita #amoritaresort #cnjawards #condenast","At Amorita Resort, We put a lot of love and Artistry in our Service. We are proud to announce that Amorita Resort is the only Philippine Resort in the Condenast Johansens’ Excellence Awards 2017, and is shortlisted under the Best for Service category!

Show the biggest love and support by voting for Amorita Resort, at the 2017 Condé Nast Traveler Johansens' Excellence Award! Voting ends November 7, 2016.

To vote go to:
http://www.johansens.com/awards/?property=Amorita%20Resort

Thank you for showing Amorita Resort your Love and support! 

#LoveAmorita #amoritaresort  #cnjawards #condenast",240054519398747_1210817265655796,itsmorefuninthePhilippines,"Let's keep the winning streak going for the Philippines!

The Cond Nast Johansens' Excellence Awards 2017 has shortlisted Amorita Resort under the Best for Service category. Let us all show our support for the only nomination from the Philippines by voting before 7 November 2016:    
 

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines #LoveAmorita #amoritaresort #cnjawards #condenast At Amorita Resort, We put a lot of love and Artistry in our Service. We are proud to announce that Amorita Resort is the only Philippine Resort in the Condenast Johansens Excellence Awards 2017, and is shortlisted under the Best for Service category!

Show the biggest love and support by voting for Amorita Resort, at the 2017 Cond Nast Traveler Johansens' Excellence Award! Voting ends November 7, 2016.

To vote go to:
 

Thank you for showing Amorita Resort your Love and support! 

#LoveAmorita #amoritaresort  #cnjawards #condenast",Philippine Resort$$Amorita Resort$$Philippines
"In case you missed it, 3 Philippine Islands made it to the TOP 5 of this year's Conde Nast Reader's Choice Awards!

Cebu ranks 5th, Palawan 2nd, and Boracay has been announced the ""Best Island in the World!""","More than 300,000 of our readers rated their favorite islands in the world (outside the U.S.) in this year's Readers' Choice Awards. Is your favorite on the list?",240054519398747_1208902189180637,itsmorefuninthePhilippines,"In case you missed it, 3 Philippine Islands made it to the TOP 5 of this year's Conde Nast Reader's Choice Awards!

Cebu ranks 5th, Palawan 2nd, and Boracay has been announced the ""Best Island in the World!"" More than 300,000 of our readers rated their favorite islands in the world (outside the   this year's Readers' Choice Awards. Is your favorite on the list?",Best Island$$Philippine Islands$$Cebu$$Palawan$$Boracay
In need of some good vibes in the middle of the week? Check out this hair-raising short film on the Philippines by the amazing Beautiful Destinations team! Thank you Jeremy Jauncey and friends for this wonderful treat!,"This may look like a movie trailer, but it could be part of your job when you join the #BDTeam! Welcome to the Philippines and the epic journey that Beautifu...",240054519398747_1208584805879042,itsmorefuninthePhilippines,"In need of some good vibes in the middle of the week? Check out this hair-raising short film on the Philippines by the amazing Beautiful Destinations team! Thank you Jeremy Jauncey and friends for this wonderful treat! This may look like a movie trailer, but it could be part of your job when you join the #BDTeam! Welcome to the Philippines and the epic journey that Beautifu...",Philippines
"The Philippines, ""one of the most incredible locations the #BDTeam has photographed."" Check this out! Thank you, Jeremy Jauncey and team!","Ready to travel to one of the most Beautiful Destinations in the world? Be transported to the Philippines, just one of the incredible locations that the #BDTeam has photographed. Live the dream and join our team: www.beautifuldestinations.com (Video by: Sam Kolder, Music: ""Ghosted (Trailer Cut)"" by Ajay Bhattacharyya, Used by Permission of EMI Entertainment World, Inc)",240054519398747_1207992389271617,itsmorefuninthePhilippines,"The Philippines, ""one of the most incredible locations the #BDTeam has   this out! Thank you, Jeremy Jauncey and team! Ready to travel to one of the most Beautiful Destinations in the world? Be transported to the Philippines, just one of the incredible locations that the #BDTeam has photographed. Live the dream and join our team:   by: Sam Kolder, Music: ""Ghosted (Trailer Cut)"" by Ajay Bhattacharyya, Used by Permission of EMI Entertainment World, Inc)",Philippines
We did it again! Three Philippine Islands made it to to the top 10 of this year's Condé Nast Traveler's Readers' Choice Awards!!! 🇵🇭🙌🏽,"Condé Nast Traveler readers ranked the best islands in the world outside the U.S. in the 2016 Readers' Choice Awards survey, from nearby Caribbean beaches to far-flung islands in Southeast Asia. Counting down...",240054519398747_1202353816502141,itsmorefuninthePhilippines,"We did it again! Three Philippine Islands made it to to the top 10 of this year's Cond Nast Traveler's Readers' Choice Awards!!!  Cond Nast Traveler readers ranked the best islands in the world outside the   the 2016 Readers' Choice Awards survey, from nearby Caribbean beaches to far-flung islands in Southeast Asia. Counting down...",Philippine Islands$$Caribbean$$Southeast Asia
#TBEXPH participants experience Banaue for their post-event tour of #ThePhilippines!,#TBEXPH participants marvel at the world famous Rice Terrraces. #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines,240054519398747_1201580599912796,itsmorefuninthePhilippines,#TBEXPH participants experience Banaue for their post-event tour of #ThePhilippines! #TBEXPH participants marvel at the world famous Rice Terrraces. #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines,
"Hon. Wanda Corazon Teo addresses the audience in #TBEXPH 

#tourismphilippines #visitphilippinesagain2016 #tpbgovph #itsmorefuninthephilippines",Department of Tourism Sec. Wanda Teo welcomes #TBEXPH participants. #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines,240054519398747_1198102896927233,itsmorefuninthePhilippines,"Hon. Wanda Corazon Teo addresses the audience in #TBEXPH 

#tourismphilippines #visitphilippinesagain2016 #tpbgovph #itsmorefuninthephilippines Department of Tourism Sec. Wanda Teo welcomes #TBEXPH participants. #tpbgovph #itsmorefuninthephilippines #visitphilippinesagain2016 #tourismphilippines",
Explore paradise at an unbeatable price. Make sure to venture to the Philippines with Apl.de.Ap as your host!,"Earlier this year, we invited a group of influencers to come join Apl.de.Ap and experience the Philippines. Everyone involved had an amazing time and said that the Philippines is something everyone needed to experience. So that's what we're doing. We're opening this trip up to everyone.

This isn't your family vacation. This is FAM.

Learn more about how you should explore the Philippines. Open the brochure for more information!",240054519398747_1195812737156249,itsmorefuninthePhilippines,"Explore paradise at an unbeatable price. Make sure to venture to the Philippines with   your host! Earlier this year, we invited a group of influencers to come join   experience the Philippines. Everyone involved had an amazing time and said that the Philippines is something everyone needed to experience. So that's what we're doing. We're opening this trip up to everyone.

This isn't your family vacation. This is FAM.

Learn more about how you should explore the Philippines. Open the brochure for more information!",Philippines
"One of the many pre-event tours for #TBEXPH is the Pampanga culinary tour. Conference delegates were treated to native delicacies and specialty dishes, which was topped off by a sampling of succulent lechon carved by the one and only Chef Claude Tayag, and served six ways!

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain #tourismphilippines",,240054519398747_1194654817272041,itsmorefuninthePhilippines,"One of the many pre-event tours for #TBEXPH is the Pampanga culinary tour. Conference delegates were treated to native delicacies and specialty dishes, which was topped off by a sampling of succulent lechon carved by the one and only Chef Claude Tayag, and served six ways!

#tpbgovph #itsmorefuninthephilippines #visitphilippinesagain #tourismphilippines ",Pampanga
"Did you know that Kawasan Falls actually consists of several falls? This is the second floor, where many enjoy bathing away from the crowd, and also some cool canyoneering!

Words and Photo by Alexander Waltner (@swedishnomad)",,240054519398747_1192556677481855,itsmorefuninthePhilippines,"Did you know that Kawasan Falls actually consists of several falls? This is the second floor, where many enjoy bathing away from the crowd, and also some cool canyoneering!

Words and Photo by Alexander Waltner (@swedishnomad) ",
"Have you been thinking about visiting The Philippines soon? 

Check out what the FAM: Core Trip is offering. Go explore the islands with Apl.de.Ap as your tour guide! 

From the white sands of the Boracay to the streets of Manila, they're showcasing the best that the Philippines has to offer! This is one of the cheapest offers to visit our beautiful country by providing only the essentials.

#ItsMoreFunInthePhilppines","Earlier this year, we invited a group of influencers to come join Apl.de.Ap and experience the Philippines. Everyone involved had an amazing time and said that the Philippines is something everyone needed to experience. So that's what we're doing. We're opening this trip up to everyone.

This isn't your family vacation. This is FAM.

Learn more about how you should explore the Philippines. Open the brochure for more information!",240054519398747_1191294364274753,itsmorefuninthePhilippines,"Have you been thinking about visiting The Philippines soon? 

Check out what the FAM: Core Trip is offering. Go explore the islands with   your tour guide! 

From the white sands of the Boracay to the streets of Manila, they're showcasing the best that the Philippines has to offer! This is one of the cheapest offers to visit our beautiful country by providing only the essentials.

#ItsMoreFunInthePhilppines Earlier this year, we invited a group of influencers to come join   experience the Philippines. Everyone involved had an amazing time and said that the Philippines is something everyone needed to experience. So that's what we're doing. We're opening this trip up to everyone.

This isn't your family vacation. This is FAM.

Learn more about how you should explore the Philippines. Open the brochure for more information!",Boracay$$Manila$$Philippines
"Build business relationships at #TBEXPh, the world's largest conference for travel experts and bloggers, on Oct. 13-16 at the PICC. Register here: http://tbexcon.com/2016-asia/registration/","Manila, Philippines – Thursday, OCTOBER 13 – Sunday, October 16, 2016 Additional offers exclusive for this event: Check out and sign up for your one complimentary prebex tour – October 13th & 14th. Coffee breaks and lunch provided on both Conference days – October 15th & 16th. Admission to networkin...",240054519398747_1190679731002883,itsmorefuninthePhilippines,"Build business relationships at #TBEXPh, the world's largest conference for travel experts and bloggers, on Oct. 13-16 at the PICC. Register here:   Manila, Philippines  Thursday, OCTOBER 13  Sunday, October 16, 2016 Additional offers exclusive for this event: Check out and sign up for your one complimentary prebex tour  October 13th & 14th. Coffee breaks and lunch provided on both Conference days  October 15th & 16th. Admission to networkin...",Manila$$Philippines
"No matter if you're travelling as a family, couple or just by friends, Panglao is a great destination. Cozy restaurants, beautiful beaches, fun activites such as snorkeling and diving. It's cheap and easily accesible from Cebu and Bohol.

Words and Photo by Alexander Waltner @swedishnomad

#itsmorefuninthePhilippines",,240054519398747_1190323071038549,itsmorefuninthePhilippines,"No matter if you're travelling as a family, couple or just by friends, Panglao is a great destination. Cozy restaurants, beautiful beaches, fun activites such as snorkeling and diving. It's cheap and easily accesible from Cebu and Bohol.

Words and Photo by Alexander Waltner @swedishnomad

#itsmorefuninthePhilippines ",Cebu$$Bohol
"Look what we saw: Boracay displayed on a 114-square meter billboard at Marienplatz in Munich, Germany! #itsmorefuninthephilippines",,240054519398747_1186819051388951,itsmorefuninthePhilippines,"Look what we saw: Boracay displayed on a 114-square meter billboard at Marienplatz in Munich, Germany! #itsmorefuninthephilippines ",Munich$$Germany$$Marienplatz$$Boracay
"Apl.de.Ap took his friends to discover the beautiful landscapes that the Philippines has to offer! Make sure to watch the video to see all the wonderful places they visited.

#ItsMoreFunInThePhilippines","The Philippines will always be home, and I feel forever fortunate to call it as such. The people, the food, the sights, it’s something that everyone has to experience. Recently, I was lucky enough to bring some great friends back to experience the Philippines for the first time, and for others, to become reacquainted with the islands. 

Over the next several months, we’re going to showcase some of the best that the country has to offer, and see why “It’s More Fun in the Philippines.” 

www.facebook.com/famcore

#ItsMoreFunInThePhilippines #tpbgovph #PhilippineAirlines",240054519398747_1178721485532041,itsmorefuninthePhilippines,"  his friends to discover the beautiful landscapes that the Philippines has to offer! Make sure to watch the video to see all the wonderful places they visited.

#ItsMoreFunInThePhilippines The Philippines will always be home, and I feel forever fortunate to call it as such. The people, the food, the sights, its something that everyone has to experience. Recently, I was lucky enough to bring some great friends back to experience the Philippines for the first time, and for others, to become reacquainted with the islands. 

Over the next several months, were going to showcase some of the best that the country has to offer, and see why Its More Fun in the Philippines. 

 

#ItsMoreFunInThePhilippines #tpbgovph #PhilippineAirlines",Philippines
"Filipino restaurants Maharlika in New York and Your Local in Makati made it to Condé Nast Traveler's ""Best Restaurants in the World!"" Congratulations! 🇵🇭","Two hundred and seven of the greatest restaurants around the globe, according to those who eat, cook, and travel for a living.",240054519398747_1171863569551166,itsmorefuninthePhilippines,"Filipino restaurants Maharlika in New York and Your Local in Makati made it to Cond Nast Traveler's ""Best Restaurants in the World!"" Congratulations!  Two hundred and seven of the greatest restaurants around the globe, according to those who eat, cook, and travel for a living.",Makati$$New York
"Mt. Pulag has gotten a bad reputation for being too crowded but the National Park has improved the situation and worked on limiting the number of hikers to between 200-300 per day. In this picture, you can see a few hikers on top of peak 2, with the sea of clouds in the background. The playground of the gods actually felt like an actual playground where we could roam around without bumping onto other mountaineers!

If you do visit, please remember to #LeaveNoTrace! Ensure to use the established paths and avoid creating new ones. Also be respectful of other visitors by avoiding loud noises.

Words and Photo by @tugaff",,240054519398747_1171634169574106,itsmorefuninthePhilippines,"Mt. Pulag has gotten a bad reputation for being too crowded but the National Park has improved the situation and worked on limiting the number of hikers to between 200-300 per day. In this picture, you can see a few hikers on top of peak 2, with the sea of clouds in the background. The playground of the gods actually felt like an actual playground where we could roam around without bumping onto other mountaineers!

If you do visit, please remember to #LeaveNoTrace! Ensure to use the established paths and avoid creating new ones. Also be respectful of other visitors by avoiding loud noises.

Words and Photo by @tugaff ",Mt. Pulag$$National Park
"The lady in Bangui. It was my longest drive and I specifically asked to be in this spot by sunset, and the view did not disappoint. No better way to end the day after the long drive up North!

Words and Photo by @tugaff",,240054519398747_1169686009768922,itsmorefuninthePhilippines,"The lady in Bangui. It was my longest drive and I specifically asked to be in this spot by sunset, and the view did not disappoint. No better way to end the day after the long drive up North!

Words and Photo by @tugaff ",Bangui
"The Cordilleras are home to some of the most beautiful rice terraces in the world, and a few of them are inscribed in the UNESCO world heritage list. Here is the race terraces of Bangaan, roughly 1.5hrs away from Banaue town proper. Some of the houses have started to use modern materials but still visible are the native wooden huts that were built without the use of nails.

Words and Photo by @tugaff",,240054519398747_1168987259838797,itsmorefuninthePhilippines,"The Cordilleras are home to some of the most beautiful rice terraces in the world, and a few of them are inscribed in the UNESCO world heritage list. Here is the race terraces of Bangaan, roughly   from Banaue town proper. Some of the houses have started to use modern materials but still visible are the native wooden huts that were built without the use of nails.

Words and Photo by @tugaff ",Bangaan
"It was cloudy for most of the night and I already gave up on shooting the milky way. But as was packing my stuff, I quickly glanced through the window of our homestay and it was beautiful. A small patch was clear and I immediately took this shot. A few minutes later the clouds started to settle again.
 
Words and Photo by @tugaff",,240054519398747_1167726936631496,itsmorefuninthePhilippines,"It was cloudy for most of the night and I already gave up on shooting the milky way. But as was packing my stuff, I quickly glanced through the window of our homestay and it was beautiful. A small patch was clear and I immediately took this shot. A few minutes later the clouds started to settle again.
 
Words and Photo by @tugaff ",
"It is one of those rare and beautiful sunrises I’ve seen. I’m a sunset lover but I find it equally hard to also catch a perfect sunrise. And the sunrise in Nagudungan hill is pretty memorable and impressive!

Words and Photo by @carloenriquez21",,240054519398747_1166838456720344,itsmorefuninthePhilippines,"It is one of those rare and beautiful sunrises Ive seen. Im a sunset lover but I find it equally hard to also catch a perfect sunrise. And the sunrise in Nagudungan hill is pretty memorable and impressive!

Words and Photo by @carloenriquez21 ",Nagudungan
