message,description,id,page_id,full_text,locations
"🎉“The Ultimate Korean Food Challenge” Winners Announcement!🎉

Huge thanks to all our participants and  CONGRATULATIONS👏 to our winners who made excellent Korean food recommendations!

For those who were not selected winners this time, stay tuned for our next event!

** Winners **

*A few letters were replaced with asterisks(*) to protect personal information of our winners.

🎁LINE Eco Bag (1 Winner)
Sakirda Om****

🎁Traditional Card Case & Key Ring Set (2 Winners) 
Pitchaya Tunshev*****
Am**

🎁LINE Luggage Tag & Key Ring Set (3 Winners)
Nathaniel S***
Soh Jau ****
Danielle Sk*****

** NOTICE **
- Winners will be individually notified via e-mail.
- Winners will be automatically disqualified in case of failing to respond within the given deadline.

Thank you all again",,340785907491_10155035756647492,koreatourism,"The Ultimate Korean Food Challenge Winners Announcement!

Huge thanks to all our participants and  CONGRATULATIONS to our winners who made excellent Korean food recommendations!

For those who were not selected winners this time, stay tuned for our next event!

** Winners **

*A few letters were replaced with asterisks(*) to protect personal information of our winners.

LINE Eco Bag (1 Winner)
Sakirda Om****

Traditional Card Case & Key Ring Set (2 Winners) 
Pitchaya Tunshev*****
Am**

LINE Luggage Tag & Key Ring Set (3 Winners)
Nathaniel S***
Soh Jau ****
Danielle Sk*****

** NOTICE **
- Winners will be individually notified via e-mail.
- Winners will be automatically disqualified in case of failing to respond within the given deadline.

Thank you all again ",
"Want the best view of Seoul?
Come to the world's third highest observatory, Seoul Sky!😆

This record breaking place will open on March 22.

Share the amazing view with friends and family!😃

For more info👉http://bit.ly/2lYpuBX","Seoul Sky will provide a complete view of the entire city through the glass walls on all sides. On clear days, visitors will be able to see as far as Songdo, Incheon and the Yellow Sea.",340785907491_10155035141507492,koreatourism,"Want the best view of Seoul?
Come to the world's third highest observatory, Seoul Sky!

This record breaking place will open on March 22.

Share the amazing view with friends and family!

For more info  Seoul Sky will provide a complete view of the entire city through the glass walls on all sides. On clear days, visitors will be able to see as far as Songdo, Incheon and the Yellow Sea.",Seoul$$Incheon
"All the lovely ladies out there!

It's White Day!😍
(#화이트데이)

#White_Day is when men gift women with sweets or presents as a repayment for the gifts they received on Valentine's Day 💝
Sometimes, men confess their love to their crush on this day too 😊😊

For those who didn't receive anything today or on Valentine's Day... Look forward to April 14! 😉",,340785907491_10155032276152492,koreatourism,"All the lovely ladies out there!

It's White Day!
(#)

#White_Day is when men gift women with sweets or presents as a repayment for the gifts they received on Valentine's Day 
Sometimes, men confess their love to their crush on this day too 

For those who didn't receive anything today or on Valentine's   forward to April 14!  ",
"Call out to all the night owls out there!🦉

Seoul Bamdokkaebi Night Market is back to entertain all those who love Seoul night life!😚😍

From food🍴, shopping🛍️ and entertainment🎶, this is a must go event for all those who are/will be visiting Seoul!

From Mar 24 to Oct 29, come out on Fridays and Saturdays to enjoy the fun atmosphere with your friends and family!😉

For more info👉http://bit.ly/2nuLxwj","Seoul Bamdokkaebi Night Market is like a goblin’s trick, appearing quickly at night only to disappear in the morning.",340785907491_10155029749592492,koreatourism,"Call out to all the night owls out there!

Seoul Bamdokkaebi Night Market is back to entertain all those who love Seoul night life!

From food, shopping and entertainment, this is a must go event for all those who are/will be visiting Seoul!

From Mar 24 to Oct 29, come out on Fridays and Saturdays to enjoy the fun atmosphere with your friends and family!

For more info  Seoul Bamdokkaebi Night Market is like a goblins trick, appearing quickly at night only to disappear in the morning.",Seoul
"Goodbye winter and hello spring!😆
Are you ready to enjoy the warm sunny weather?🌞😎

Photo taken at Daegwallyeong Ridge, Pyeongchang, Gangwon-do.
For more info👉 http://bit.ly/22vgHlZ",,340785907491_10155029012887492,koreatourism,"Goodbye winter and hello spring!
Are you ready to enjoy the warm sunny weather?

Photo taken at Daegwallyeong Ridge, Pyeongchang, Gangwon-do.
For more info   ",Daegwallyeong Ridge$$Pyeongchang
"Curious about the temple life?😉

Temples throughout Korea are reviving their #templestay programs in preparation for PyeongChang 2018 Olympic Winter Games!😍

13 temples in the #Gangwon region are working with surrounding cultural attractions for a unique experience.

Plan ahead with your friends and don't miss this awesome chance!

Check our homepage for more info 👉http://bit.ly/2mHQepn",These experience programs will provide tourists with an up-close and personal look at the culture of Korean Buddhism.,340785907491_10155018776922492,koreatourism,"Curious about the temple life?

Temples throughout Korea are reviving their #templestay programs in preparation for PyeongChang 2018 Olympic Winter Games!

13 temples in the #Gangwon region are working with surrounding cultural attractions for a unique experience.

Plan ahead with your friends and don't miss this awesome chance!

Check our homepage for more info   These experience programs will provide tourists with an up-close and personal look at the culture of Korean Buddhism.",Korea$$PyeongChang
"Call out to all the strawberry lovers in the world!!😍🍓

#Yangpyeong_Strawberry_Festival is currently going on till May 31!
You can pick your own strawberries at strawberry farms and participate in a variety of activities at the village!

Tag all the strawberry lovers you know and enjoy the festival with them!😊

*Advanced reservations are required.

Visit our website for more details☞ http://bit.ly/1KUGHPY",Visitors can pick their own strawberries at the strawberry farms and participate in a variety of activities and programs in the village.,340785907491_10155018707662492,koreatourism,"Call out to all the strawberry lovers in the world!!

#Yangpyeong_Strawberry_Festival is currently going on till May 31!
You can pick your own strawberries at strawberry farms and participate in a variety of activities at the village!

Tag all the strawberry lovers you know and enjoy the festival with them!

*Advanced reservations are required.

Visit our website for more details   Visitors can pick their own strawberries at the strawberry farms and participate in a variety of activities and programs in the village.",
"Still haven't decided where to go for this year's cherry blossoms? 🤔

#Daegu #EWorld (http://bit.ly/21CV6G8) will be having ""The 6th Starry Cherry Blossom Festival"" from Mar. 25 to Apr. 9! 😍🌸

If you haven't been to Daegu, this would be a great opportunity!😉😉

Tag your friends you want to go with and enjoy the upcoming festivals!😘

Photo courtesy of E-World.",,340785907491_10155018357787492,koreatourism,"Still haven't decided where to go for this year's cherry blossoms? 

#Daegu #EWorld (  will be having ""The 6th Starry Cherry Blossom Festival"" from Mar. 25 to Apr. 9! 

If you haven't been to Daegu, this would be a great opportunity!

Tag your friends you want to go with and enjoy the upcoming festivals!

Photo courtesy of E-World. ",Daegu
"#KoreanoftheWeek

나무 (namu) = tree🌳

Did you know? 
You can name different types of trees by adding an adjective in front of the word '나무' 😯

For example, 
사과나무 (sagwa namu) = apple tree 🍎🌳
야자나무 (yaja namu) = palm tree 🌴

Share this fun fact with your friends and tell us your favorite tree! 😘",,340785907491_10155017913367492,koreatourism,"#KoreanoftheWeek

 (namu) = tree

Did you know? 
You can name different types of trees by adding an adjective in front of the word '' 

For example, 
 (sagwa namu) = apple tree 
 (yaja namu) = palm tree 

Share this fun fact with your friends and tell us your favorite tree!  ",
"Before winter goes away, here is another fun winter activity you can do in Korea: #ice_fishing! 🎣

Sancheoneo (trout) Ice Festival is an annual winter festival where you chop a hole in the ice and catch fish from the icy cold water. Be careful not to slip on the ice while keeping an eye on the fish so they won't flop away! 🐟

Share your memories with us if you have been there already 😎
Those who haven't, look forward to fishing the best fun in Korea next winter!

*The video has been updated.

#Sancheoneo_ice_festival",,340785907491_10155011184457492,koreatourism,"Before winter goes away, here is another fun winter activity you can do in Korea: #ice_fishing! 

Sancheoneo (trout) Ice Festival is an annual winter festival where you chop a hole in the ice and catch fish from the icy cold water. Be careful not to slip on the ice while keeping an eye on the fish so they won't flop away! 

Share your memories with us if you have been there already 
Those who haven't, look forward to fishing the best fun in Korea next winter!

*The video has been updated.

#Sancheoneo_ice_festival ",Korea
"Michelin Guide, a world-famous guide to the best restaurants across the globe, has added new Seoul restaurants serving Korean cuisine 😋🍴

Tag someone you would like to go with and tell us your favorite Korean cuisine restaurants in Korea! 😙😙

List of the newly added restaurants can be seen in the link below!👇","Travelers looking for the best in Korean dining should definitely visit a Michelin starred restaurant, serving the highest quality in taste, presentation, and nutrition. ",340785907491_10155011164637492,koreatourism,"Michelin Guide, a world-famous guide to the best restaurants across the globe, has added new Seoul restaurants serving Korean cuisine 

Tag someone you would like to go with and tell us your favorite Korean cuisine restaurants in Korea! 

List of the newly added restaurants can be seen in the link below! Travelers looking for the best in Korean dining should definitely visit a Michelin starred restaurant, serving the highest quality in taste, presentation, and nutrition. ",Seoul$$Korea
"Time to say goodbye to winter 😔

What's your best winter memory in Korea? 😎
Did you experience fun, exciting outdoor activities that even made you forget the cold?
If you didn't, look forward to next winter to see the wonderful view from #Skywalk or try #rail_bike_riding and #zip_trekking in the snow! ❄",,340785907491_10155010681682492,koreatourism,"Time to say goodbye to winter 

What's your best winter memory in Korea? 
Did you experience fun, exciting outdoor activities that even made you forget the cold?
If you didn't, look forward to next winter to see the wonderful view from #Skywalk or try #rail_bike_riding and #zip_trekking in the snow!  ",Korea
"🌸Spring blossoms🌸 will be hitting the roads in Seoul soon! 😆

Check where you can find the most popular locations 👉 http://bit.ly/1LKZkKa

Tag your friends you wanna go with and tell us where you've been already! 😉","Korea begins to change in color as cherry blossoms, forsythias, and other spring blossoms begin to bloom with spring’s arrival.",340785907491_10155010417492492,koreatourism,"Spring blossoms will be hitting the roads in Seoul soon! 

Check where you can find the most popular locations   

Tag your friends you wanna go with and tell us where you've been already!  Korea begins to change in color as cherry blossoms, forsythias, and other spring blossoms begin to bloom with springs arrival.",Seoul$$Korea
"K-Style Hub is hosting a #dakjongi (mulberry paper) craft experience at the 5th floor Event Hall! 😆

Anyone can join in to make ""Dakjongi Flower Shoes"" and ""Dakjongi Doll""!
Print out the coupon in the image below for dakjongi doll crafting experience.

No coupon is necessary for dakjongi flower shoes crafting.

Share this with your friends and come join in on the fun! 🤗

Directions to K-Style Hub can be found here:
http://bit.ly/29h9IJG",,340785907491_10155008084887492,koreatourism,"K-Style Hub is hosting a #dakjongi (mulberry paper) craft experience at the 5th floor Event Hall! 

Anyone can join in to make ""Dakjongi Flower Shoes"" and ""Dakjongi Doll""!
Print out the coupon in the image below for dakjongi doll crafting experience.

No coupon is necessary for dakjongi flower shoes crafting.

Share this with your friends and come join in on the fun! 

Directions to K-Style Hub can be found here:
  ",
"Get ready to welcome spring by familiarizing yourself with these lovely spring blossoms!🌸 Test yourself to see if you can recognize these flowers during your #VisitKorea spring trip.<3 
Do you have any spring blossoms you're excited to see? Let us know in the comments below!😍",,340785907491_10155004783612492,koreatourism,"Get ready to welcome spring by familiarizing yourself with these lovely spring blossoms! Test yourself to see if you can recognize these flowers during your #VisitKorea spring trip.<3 
Do you have any spring blossoms you're excited to see? Let us know in the comments below! ",
"Enjoy a 💖romantic evening💖 with your loved one at #63Square this weekend! A special ""#Love_Elevator"" package promotion is available on March 10-20! 😍",Love is in the air at 63 Square through their romantic “Love in 63” themed event.,340785907491_10155003981027492,koreatourism,"Enjoy a romantic evening with your loved one at #63Square this weekend! A special ""#Love_Elevator"" package promotion is available on March 10-20!  Love is in the air at 63 Square through their romantic Love in 63 themed event.",
Are you a night owl who loves nighttime snacks? Read on to plan a late-night food tour in #Seoul via public transportation!🚌,"Eating delicious food is always enjoyable, but staying out and eating late at night in Korea is a special experience that is sure to create memories that will last.",340785907491_10154994121747492,koreatourism,"Are you a night owl who loves nighttime snacks? Read on to plan a late-night food tour in #Seoul via public transportation! Eating delicious food is always enjoyable, but staying out and eating late at night in Korea is a special experience that is sure to create memories that will last.",Korea
"When you're at #Danyang, make sure to get some of these delicious ""Heuk maneul ppang,"" or black garlic bread!😊 It's a special treat shaped like garlic found only in Danyang's #Gugyeong_Traditional_Market!",,340785907491_10154995003327492,koreatourism,"When you're at #Danyang, make sure to get some of these delicious ""Heuk maneul ppang,"" or black garlic bread! It's a special treat shaped like garlic found only in Danyang's #Gugyeong_Traditional_Market! ",Danyang
"#Dodamsambong Peak and #Seokmun are two impressive landscapes included in the famous ""Eight scenic views of #Danyang"", Chungcheongbuk-do. As no photos can fully capture the beauty of the scenes as seen with bare eyes, it's not a wonder why the eight views were selected as TOP 100 places to go in Korea 3 times in a row!😍  #KoreaMustGo
For more info 👉 http://bit.ly/1W0jMcW",,340785907491_10154994075007492,koreatourism,"#Dodamsambong Peak and #Seokmun are two impressive landscapes included in the famous ""Eight scenic views of #Danyang"", Chungcheongbuk-do. As no photos can fully capture the beauty of the scenes as seen with bare eyes, it's not a wonder why the eight views were selected as TOP 100 places to go in Korea 3 times in a row!  #KoreaMustGo
For more info    ",Korea
"Finally! We have our 🌸#cherry_blossoms🌸 forecast! It's merely a prediction, but it should give you a rough idea of when these lovely blossoms are expected to bloom! Share and tag your friends who are looking forward to see cherry blossoms during their #VisitKorea trip!😍

For 🌸cherry blossoms forecast, click here 👉 http://bit.ly/2lkahut

For forecast on other 🌷spring blossoms, refer to our previous post here 👉 http://bit.ly/2lVSxnV",,340785907491_10154991633072492,koreatourism,"Finally! We have our #cherry_blossoms forecast! It's merely a prediction, but it should give you a rough idea of when these lovely blossoms are expected to bloom! Share and tag your friends who are looking forward to see cherry blossoms during their #VisitKorea trip!

For cherry blossoms forecast, click here   

For forecast on other spring blossoms, refer to our previous post here    ",
"🎉#Event We are interested in hearing which Korean foods🍴 you're willing to try during your #VisitKorea trip!
Participate in our second #The_Ultimate_Korean_Food_Challenge for your chance to win a prize!🎁 Your chance of winning is only a few clicks away!",,340785907491_10154991913192492,koreatourism,"#Event We are interested in hearing which Korean foods you're willing to try during your #VisitKorea trip!
Participate in our second #The_Ultimate_Korean_Food_Challenge for your chance to win a prize! Your chance of winning is only a few clicks away! ",
"Love Korean snacks? Well, then why not go on a ""snack tour""? Here's a list of must-try snacks to consider during your #VisitKorea trip! What's your favorite Korean snack that you had during YOUR trip?😍",Korea Tourism Organization has announced various places to visit in March following the theme of a “snack tour.”,340785907491_10154986644907492,koreatourism,"Love Korean snacks? Well, then why not go on a ""snack tour""? Here's a list of must-try snacks to consider during your #VisitKorea trip! What's your favorite Korean snack that you had during YOUR trip? Korea Tourism Organization has announced various places to visit in March following the theme of a snack tour.",
"Today is March 1st, also known as #Samiljeol (#삼일절 / Independence Movement Day or March 1st Movement Day) in Korea. It is a national holiday observed to commemorate the first independence movement that took place in March 1, 1919.",,340785907491_10154986658172492,koreatourism,"Today is March 1st, also known as #Samiljeol (# / Independence Movement Day or March 1st Movement Day) in Korea. It is a national holiday observed to commemorate the first independence movement that took place in March 1, 1919. ",Korea
Are you a fan of spicy food? How far can you handle it? Test yourself with the recently released spiciest #ramyeons 🍜 (Korean instant noodles) that have everybody crying for water with just one taste!,,340785907491_10154986299312492,koreatourism,Are you a fan of spicy food? How far can you handle it? Test yourself with the recently released spiciest #ramyeons  (Korean instant noodles) that have everybody crying for water with just one taste! ,
"📢Attention all #Kpop fans who will be in Korea this Friday, March 3, 2017!
 
We have limited tickets available for #KBS #MusicBank and we're giving them out! Win a chance to see your favorite K-pop stars on stage with one simple e-mail request! Don't forget to tag and share this info with your friends. Good luck! 😉

▶Event Date: Friday, March 3, 2017 / 17:00-18:30 
(Admission: 16:00-16:30. Admission not allowed after 16:30)
▶Application Deadline: Wednesday, March 1, 2017 / 22:00 (KST)
▶How to Apply
Send an e-mail to kpop@pnjcom.kr with information below:
1. Your passport name
2. Last 4 digits of your passport number
3. Date of birth (YYMMDD)
4. E-mail address

* Limited to one ticket per person. Winners will be notified via e-mail on Thursday, March 2 at 11:00 (KST).

**Winners are selected at random, NOT on first-come, first-served basis. Winner notification e-mail including details of the event will be sent out to the winners only.",,340785907491_10154986332182492,koreatourism,"Attention all #Kpop fans who will be in Korea this Friday, March 3, 2017!
 
We have limited tickets available for #KBS #MusicBank and we're giving them out! Win a chance to see your favorite K-pop stars on stage with one simple e-mail request! Don't forget to tag and share this info with your friends. Good luck! 

Event Date: Friday, March 3, 2017 / 17:00-18:30 
(Admission: 16:00-16:30. Admission not allowed after 16:30)
Application Deadline: Wednesday, March 1, 2017 / 22:00 (KST)
How to Apply
Send an e-mail to   information below:
1. Your passport name
2. Last 4 digits of your passport number
3. Date of birth (YYMMDD)
4. E-mail address

* Limited to one ticket per person. Winners will be notified via e-mail on Thursday, March 2 at 11:00 (KST).

**Winners are selected at random, NOT on first-come, first-served basis. Winner notification e-mail including details of the event will be sent out to the winners only. ",Korea
Here's a list of 🌸Spring Festivals🌸 for those planning a #VisitKorea trip between March and May! Don't forget to mark you calendar📝 and tag your friends to share the news!🎈 http://bit.ly/1OrdPwS,The warmer season sees a host of festivals take place in Korea where visitors can stroll among the blossoming spring flowers and see the country at its finest.,340785907491_10154984456552492,koreatourism,Here's a list of Spring Festivals for those planning a #VisitKorea trip between March and May! Don't forget to mark you calendar and tag your friends to share the news!   The warmer season sees a host of festivals take place in Korea where visitors can stroll among the blossoming spring flowers and see the country at its finest.,Korea
"It's a beautiful Monday! Winter seems to be slipping away😢 as the weather is slowly becoming warmer compared to last week. As we begin to bid farewell to winter and ski season, here's a photo of a beautiful sunrise🌄 taken from Yongpyong Ski Resort to start off our week!👍 #Farewell_Winter",,340785907491_10154983942712492,koreatourism,"It's a beautiful Monday! Winter seems to be slipping away as the weather is slowly becoming warmer compared to last week. As we begin to bid farewell to winter and ski season, here's a photo of a beautiful sunrise taken from Yongpyong Ski Resort to start off our week! #Farewell_Winter ",Yongpyong Ski Resort
Happy Saturday!🍻 Nothing can beat #samgyeopsal 🍴 (grilled pork belly) and #doenjang jjigae 🍲 (soybean paste stew) on a weekend! Share with us your weekend meal plans!😊,,340785907491_10154976059267492,koreatourism,Happy Saturday! Nothing can beat #samgyeopsal  (grilled pork belly) and #doenjang jjigae  (soybean paste stew) on a weekend! Share with us your weekend meal plans! ,
"#Hahoe_Village masks (Hahoe tal) are significant cultural assets of Korea that have been designated as National Treasure 121. Get to see these masks in real life AND watch an entertaining mask performance at the #Andong_Hahoe_Folk_Village. The mask performance is held every weekend* from 14:00-15:00. 
Which tal (mask) from the images below is your favorite?😘
* Schedule may be subject to change.
✨Fore more info on Andong Hahoe Folk VIllage
#VisitKorea Andong Hahoe Folk Village Info: http://bit.ly/2mr3rQ2
Andong Hahoe Folk Village official website: http://bit.ly/2lBIT8c",,340785907491_10154975969077492,koreatourism,"#Hahoe_Village masks (Hahoe tal) are significant cultural assets of Korea that have been designated as National Treasure 121. Get to see these masks in real life AND watch an entertaining mask performance at the #Andong_Hahoe_Folk_Village. The mask performance is held every weekend* from 14:00-15:00. 
Which tal (mask) from the images below is your favorite?
* Schedule may be subject to change.
Fore more info on Andong Hahoe Folk VIllage
#VisitKorea Andong Hahoe Folk Village Info:  
Andong Hahoe Folk Village official website:   ",Korea
"A special exhibition is currently ongoing at #Cheongwadae_Sarangchae! Don't miss this chance to get a glimpse of exquisite selection of Korea's traditional products during your #VisitKorea trip!😝 
http://bit.ly/2mqIVif","Cheongwadae Sarangchae will be showcasing Korean culture through the “Excellent Cultural Products Selection,” an exhibition running until March 26.",340785907491_10154975668752492,koreatourism,"A special exhibition is currently ongoing at #Cheongwadae_Sarangchae! Don't miss this chance to get a glimpse of exquisite selection of Korea's traditional products during your #VisitKorea trip! 
  Cheongwadae Sarangchae will be showcasing Korean culture through the Excellent Cultural Products Selection, an exhibition running until March 26.",Korea
"Planning for a #VisitKorea trip during spring or summer☀? Consider adding #Sorae_Ecological_Park in #Incheon to your schedule for a photogenic📷 opportunity with these cool windmills!
For more info & directions, follow this link 👉 http://bit.ly/2mafMMi",,340785907491_10154973609212492,koreatourism,"Planning for a #VisitKorea trip during spring or summer? Consider adding #Sorae_Ecological_Park in #Incheon to your schedule for a photogenic opportunity with these cool windmills!
For more info & directions, follow this link    ",
"What would it be like to be in a dream-like world of fantasy? Find out at #Lotte_World!😍 Located within Seoul and easily accessible via public transportation, Lotte World is full of fun and entertainment year-round. Tag your friends to share this guide to the world of FUN!🎈🎵 
http://bit.ly/1Rmxhwf","A theme park where all visitors can play to their heart's content, Lotte World is one of the must-go places when you are in Seoul!",340785907491_10154972948037492,koreatourism,"What would it be like to be in a dream-like world of fantasy? Find out at #Lotte_World! Located within Seoul and easily accessible via public transportation, Lotte World is full of fun and entertainment year-round. Tag your friends to share this guide to the world of FUN! 
  A theme park where all visitors can play to their heart's content, Lotte World is one of the must-go places when you are in Seoul!",Seoul$$Lotte World
