message,description,id,page_id,full_text,locations
"[New] GrabTaxi's 10/10 Promotion Gets You $7 Off Taxi Rides This Week

GRABTaxi has a new promotion, and it’s triggering sloths island-wide to embark on a Grabbing spree.

http://thesmartlocal.com/read/grab-mar-2017","Return to your sweet, glorious bed with Grabcar - they're doing a deal where you can get $7 off your taxi ride using our promo code from now till 24 March 2017!",225524117535380_1325353470885767,TheSmartLocal,"[New] GrabTaxi's 10/10 Promotion Gets You $7 Off Taxi Rides This Week

GRABTaxi has a new promotion, and its triggering sloths island-wide to embark on a Grabbing spree.

  Return to your sweet, glorious bed with Grabcar - they're doing a deal where you can get $7 off your taxi ride using our promo code from now till 24 March 2017!",
,"$4 Waffles at Hatter Street? 

Enjoy these great deals from places like Hatter Street, Les Patisseries SG, Kyushu Pancake Singapore and Rabbit Owl Depot. 

Use our FREE app Snatch SG now to get these deals, it will always be free! 

For more great deals, download our app at: 
iOS: https://itunes.apple.com/sg/app/snatch!-sg/id1108300291?mt=8
Android: https://play.google.com/store/apps/details?id=sg.snatch.snatch&hl=en",225524117535380_1325352987552482,TheSmartLocal," $4 Waffles at Hatter Street? 

Enjoy these great deals from places like Hatter Street, Les Patisseries SG, Kyushu Pancake Singapore and Rabbit Owl Depot. 

Use our FREE app Snatch SG now to get these deals, it will always be free! 

For more great deals, download our app at: 
iOS:  
Android:  ",Hatter Street
"[New] 7 Obscure Kinds Of Cereal And Where To Find Them In Singapore

Get your hands on one of these marshmallow/chocolate/granola-pimped cereal treats, and breakfast WILL be the most important meal of the day.

http://thesmartlocal.com/read/obscure-cereal",Hype up your most important meal of the day with these unique cereal creations - all available in SG. #6 will be a real treat for those who live and breathe matcha!,225524117535380_1325309624223485,TheSmartLocal,"[New] 7 Obscure Kinds Of Cereal And Where To Find Them In Singapore

Get your hands on one of these marshmallow/chocolate/granola-pimped cereal treats, and breakfast WILL be the most important meal of the day.

  Hype up your most important meal of the day with these unique cereal creations - all available in SG. #6 will be a real treat for those who live and breathe matcha!",Singapore
"We don't normally travel to the West. But we made an exception for Singapore's ONLY abandoned railway station!

Formerly a busy railway station, the Bukit Timah Rail Corridor now serves as a sentimental reminder of Singapore's past. Built in 1903, the authorities have announced that they will seal off the area around the old Bukit Timah Station in the first quarter of this year so we decided to return to take one last look at it before it's too late!

Read our guide here:
http://www.thesmartlocal.com/read/bukit-timah-rail-corridor-guide

Address: 1 Bukit Timah Railway Station, Singapore 599938

Never want to miss a post by us again?
Like TheSmartLocal.com and set Notifications to ""All On""

Director: Ria Chia Cai Yun I Models: Samantha Ngain and Ria",,225524117535380_1325231854231262,TheSmartLocal,"We don't normally travel to the West. But we made an exception for Singapore's ONLY abandoned railway station!

Formerly a busy railway station, the Bukit Timah Rail Corridor now serves as a sentimental reminder of Singapore's past. Built in 1903, the authorities have announced that they will seal off the area around the old Bukit Timah Station in the first quarter of this year so we decided to return to take one last look at it before it's too late!

Read our guide here:
 

Address: 1 Bukit Timah Railway Station, Singapore 599938

Never want to miss a post by us again?
Like   set Notifications to ""All On""

Director: Ria Chia Cai Yun I Models: Samantha Ngain and Ria ",Singapore$$Bukit Timah Station
"9 Things You Never Knew You Needed In Your New BTO Home

Imagine never having to bring your keys out, get out of bed to turn the lights off, or see those pesky lizards in your house ever again. Here're 9 ingenious inventions perfect for a Singaporean home.

#8 is perfect for lazy people.

http://thesmartlocal.com/read/bto-home-hacks","If you've got a BTO on the way or a house renovation in progress, here are 9 MUST HAVE items to create the ultimate pad!",225524117535380_1322546324499815,TheSmartLocal,"9 Things You Never Knew You Needed In Your New BTO Home

Imagine never having to bring your keys out, get out of bed to turn the lights off, or see those pesky lizards in your house ever again. Here're 9 ingenious inventions perfect for a Singaporean home.

#8 is perfect for lazy people.

  If you've got a BTO on the way or a house renovation in progress, here are 9 MUST HAVE items to create the ultimate pad!",
"11 Veteran Stalls From Our Parents' Time That Still Prepare Food The Authentic Way

Just because industrialization happened doesn't mean hawkers all turned to machines to make their dishes!

From traditional kueh to briyani, here are 11 rare gems that you can still find in Singapore.

thesmartlocal.com/read/veteran-stalls","Just because industrialization happened doesn't mean hawkers all turned to machines to make their dishes! From traditional kueh to briyani, here are 11 stalls that still make food the traditional way.",225524117535380_1322545711166543,TheSmartLocal,"11 Veteran Stalls From Our Parents' Time That Still Prepare Food The Authentic Way

Just because industrialization happened doesn't mean hawkers all turned to machines to make their dishes!

From traditional kueh to briyani, here are 11 rare gems that you can still find in Singapore.

  because industrialization happened doesn't mean hawkers all turned to machines to make their dishes! From traditional kueh to briyani, here are 11 stalls that still make food the traditional way.",Singapore
You probably never knew this!,"Contrary to what many may think, taxi drivers or private-hire car drivers are not obliged to help you carry your heavy luggage into the boot.

Those who help are providing an extra service, don't take it for granted. Maybe you can help out too?

https://mustsharenews.com/cabbies-carry-luggage/",225524117535380_1324577400963374,TheSmartLocal,"You probably never knew this! Contrary to what many may think, taxi drivers or private-hire car drivers are not obliged to help you carry your heavy luggage into the boot.

Those who help are providing an extra service, don't take it for granted. Maybe you can help out too?

 ",
"If the charges are true, this is shameful.","So malu -- the 4 Singapore guys arrested for allegedly raping 2 girls in Taiwan have now been charged.

Singaporeans, don't disgrace our country when you go overseas hor.

http://mustsharenews.com/Singaporeans-rape-Taiwan",225524117535380_1324576114296836,TheSmartLocal,"If the charges are true, this is shameful. So malu -- the 4 Singapore guys arrested for allegedly raping 2 girls in Taiwan have now been charged.

Singaporeans, don't disgrace our country when you go overseas hor.

 ",Singapore$$Taiwan
"10 #OOTD Tips To Be The Perfect Instagram Boyfriend

Guys - if you're going to be lugging around a DSLR while on boyfriend duty, you may as well make the most of it.

Here's all you need to start taking the perfect #OOTD shots. Same girl. Same dress. Same location. But soooo much difference. It's all in the technique.

http://thesmartlocal.com/read/insta-boyfriend-tips","It doesn't matter if you're single or in a relationship, these 10 simple tricks will work wonders to up your #OOTD game. You'll go from 0 to 100 real quick!",225524117535380_1314468731974241,TheSmartLocal,"10 #OOTD Tips To Be The Perfect Instagram Boyfriend

Guys - if you're going to be lugging around a DSLR while on boyfriend duty, you may as well make the most of it.

Here's all you need to start taking the perfect #OOTD shots. Same girl. Same dress. Same location. But soooo much difference. It's all in the technique.

  It doesn't matter if you're single or in a relationship, these 10 simple tricks will work wonders to up your #OOTD game. You'll go from 0 to 100 real quick!",
"10 Trending Food Creations So Original, Singapore Needs To ""Patent"" Them ASAP

From truffle-flavoured wanton mee to rainbow-coloured grilled cheese toasts, here are Singapore's top 10 food trends of 2016. #4 will blow your mind!

http://thesmartlocal.com/read/food-trends","From truffle-flavoured wanton mee to rainbow-coloured grilled cheese toasts, we suss out the top 10 food trends and their Singaporean counterparts!",225524117535380_1314468085307639,TheSmartLocal,"10 Trending Food Creations So Original, Singapore Needs To ""Patent"" Them ASAP

From truffle-flavoured wanton mee to rainbow-coloured grilled cheese toasts, here are Singapore's top 10 food trends of 2016. #4 will blow your mind!

  From truffle-flavoured wanton mee to rainbow-coloured grilled cheese toasts, we suss out the top 10 food trends and their Singaporean counterparts!",Singapore
"[New] Bishan Food Guide - 11 Places to Satisfy Your After School/Work Hunger Pangs

Only people living in Bishan will tell you that chicken rice is a dish best served cold. And with eateries serving up cheap authentic Thai food and savoury waffle burgers from $6.80, here are 11 irresistible eateries in the area that deserve your stomach space.

http://thesmartlocal.com/read/bishan-food-guide","Bishan is more than just a former burial ground - be it hawker fare or cafes serving jar cakes, there's lots to nom here for hangry students and office workers.",225524117535380_1322576844496763,TheSmartLocal,"[New] Bishan Food Guide - 11 Places to Satisfy Your After School/Work Hunger Pangs

Only people living in Bishan will tell you that chicken rice is a dish best served cold. And with eateries serving up cheap authentic Thai food and savoury waffle burgers from   are 11 irresistible eateries in the area that deserve your stomach space.

  Bishan is more than just a former burial ground - be it hawker fare or cafes serving jar cakes, there's lots to nom here for hangry students and office workers.",Bishan
"15 Legendary Hawker Stalls Your Parents Loved That Are Virtually Unknown To Millennials

A repertoire of 85 Bak Chor Mee and Boon Tong Kee chicken rice doesn't make you a true blue Singaporean foodie, but these veteran stalls will!

Here're 15 longstanding hawkers that this generation has no clue about.

http://thesmartlocal.com/read/legendary-hawkers",Some hawker stalls have been around for a long time - here are 15 you probably didn't know about that you NEED to check out.,225524117535380_1314466731974441,TheSmartLocal,"15 Legendary Hawker Stalls Your Parents Loved That Are Virtually Unknown To Millennials

A repertoire of 85 Bak Chor Mee and Boon Tong Kee chicken rice doesn't make you a true blue Singaporean foodie, but these veteran stalls will!

Here're 15 longstanding hawkers that this generation has no clue about.

  Some hawker stalls have been around for a long time - here are 15 you probably didn't know about that you NEED to check out.",
"14 Bangkok Desserts That Will Put To Shame Everything You Have Seen Before

Over the top soft serve ice cream? Yes, Bangkok has already invented it and it looks insane.

Here are 14 dessert places in Bangkok unlike anything you’ve seen before.

http://thesmartlocal.com/read/bangkok-desserts",Trust Bangkok to come up with the most inventive dishes we’ve seen. Here are 14 dessert places in Bangkok unlike anything you’ve seen before,225524117535380_1314467371974377,TheSmartLocal,"14 Bangkok Desserts That Will Put To Shame Everything You Have Seen Before

Over the top soft serve ice cream? Yes, Bangkok has already invented it and it looks insane.

Here are 14 dessert places in Bangkok unlike anything youve seen before.

  Trust Bangkok to come up with the most inventive dishes weve seen. Here are 14 dessert places in Bangkok unlike anything youve seen before",Bangkok
Weekend food plans.,"Fish & Chicks shot to fame with chilli crab and salted egg yolk fish and chips, and now they’re back with new Thai-inspired dishes! Think tom yum pasta, green curry chicken cutlet and Thai chilli fish and chips. 

What’s more, they’re having a giveaway from now till 31 May where nine lucky winners can get a sponsored trip to Bangkok! Just order two main dishes in a single receipt at any outlet to participate in this lucky draw. Each winner will be reimbursed a maximum of $500 for two tickets to Bangkok and a hotel stay.

Fish & Chicks outlets:
1. Blk 88 Tanglin Halt Road, #01-08, Singapore 141088 (new outlet!)
2. 8 Grange Road, B1-01, Cathay Cineleisure Orchard, Singapore 239693
3. Blk 531 Ang Mo Kio Avenue 10, #01-2429, Singapore 560531

Check out how the food tastes in our full review:
http://eatbook.sg/fish-and-chicks/

Like Eatbook.sg for more food videos like this!

Director: Pepita Wauran | Writer: Charlene Goh",225524117535380_1322664824487965,TheSmartLocal,"Weekend food plans. Fish & Chicks shot to fame with chilli crab and salted egg yolk fish and chips, and now theyre back with new Thai-inspired dishes! Think tom yum pasta, green curry chicken cutlet and Thai chilli fish and chips. 

Whats more, theyre having a giveaway from now till 31 May where nine lucky winners can get a sponsored trip to Bangkok! Just order two main dishes in a single receipt at any outlet to participate in this lucky draw. Each winner will be reimbursed a maximum of $500 for two tickets to Bangkok and a hotel stay.

Fish & Chicks outlets:
1. Blk 88 Tanglin Halt Road, #01-08, Singapore 141088 (new outlet!)
2. 8 Grange Road, B1-01, Cathay Cineleisure Orchard, Singapore 239693
3. Blk 531 Ang Mo Kio Avenue 10, #01-2429, Singapore 560531

Check out how the food tastes in our full review:
 

Like   more food videos like this!

Director: Pepita Wauran | Writer: Charlene Goh",B1-01$$Singapore$$Grange Road$$Bangkok$$Tanglin Halt Road
"Shell is holding a futuristic festival this weekend where you can watch next-level cars race, run in a hamster ball, and have the vocals of Pixie Lott and Nathan Hartono grace the event. Best part is that this event is completely FREE!

Find out more about Make the Future Singapore here: http://thesmartlocal.com/read/make-the-future-2017

Time: 9am to 6pm
Address: Changi Exhibition Centre, 9 Aviation Park Road, Singapore 498760
*Free shuttle bus at Expo MRT station, from 9am onwards

Never want to miss a post by us again?
Like TheSmartLocal.com and set Notifications to ""All On""

Director: Sean Foo I Model: Sneha Sudha

#makethefuture #shellecomarathon",,225524117535380_1322617144492733,TheSmartLocal,"Shell is holding a futuristic festival this weekend where you can watch next-level cars race, run in a hamster ball, and have the vocals of Pixie Lott and Nathan Hartono grace the event. Best part is that this event is completely FREE!

Find out more about Make the Future Singapore here:  

Time: 9am to 6pm
Address: Changi Exhibition Centre, 9 Aviation Park Road, Singapore 498760
*Free shuttle bus at Expo MRT station, from 9am onwards

Never want to miss a post by us again?
Like   set Notifications to ""All On""

Director: Sean Foo I Model: Sneha Sudha

#makethefuture #shellecomarathon ",Aviation Park Road$$Singapore$$Changi Exhibition Centre$$Expo MRT station
"[New] 10 Vegan Eateries Under $10 Because Going Vegan Doesn't Have To Be Expensive

No, it’s not impossible to feed your vegan self in Singapore on a budget. From deep-fried potato burger buns to sweet corn-flavoured mee hoon kuay, here’s a list of vegan eateries you can hit up on the cheap.

http://thesmartlocal.com/read/cheap-vegan-food","Vegan eats don't have to be limited to rabbit food - neither do they have to be costly. #1 is so legit, you won't be able to tell it's missing shrimp sauce!",225524117535380_1322435261177588,TheSmartLocal,"[New] 10 Vegan Eateries Under $10 Because Going Vegan Doesn't Have To Be Expensive

No, its not impossible to feed your vegan self in Singapore on a budget. From deep-fried potato burger buns to sweet corn-flavoured mee hoon kuay, heres a list of vegan eateries you can hit up on the cheap.

  Vegan eats don't have to be limited to rabbit food - neither do they have to be costly. #1 is so legit, you won't be able to tell it's missing shrimp sauce!",Singapore
"10 Stunning Public Swimming Spots You Never Knew Were Tucked In The Heartlands

Infinity pools are classy, but classy doesn't have water slides and rock walls and a lazy river that you can float on allllll afternoon for $2. Here're 10 public pools in our heartlands that needs to be explored more!

http://thesmartlocal.com/read/swimming-spots",It's getting hot hot hot! Ditch the crowds at Sentosa and cool down in one of these super affordable and fun pools in your hood.,225524117535380_1314466211974493,TheSmartLocal,"10 Stunning Public Swimming Spots You Never Knew Were Tucked In The Heartlands

Infinity pools are classy, but classy doesn't have water slides and rock walls and a lazy river that you can float on allllll afternoon for $2. Here're 10 public pools in our heartlands that needs to be explored more!

  It's getting hot hot hot! Ditch the crowds at Sentosa and cool down in one of these super affordable and fun pools in your hood.",
"10 Things That Happen When Your Relationship Crosses The 1-Year Mark

You know you've hit the 52-week mark when monthsaries stop being a big deal, and sleeping in sounds like the best date ever. Here're 10 things that happen when you've reached peak comfort levels!

http://thesmartlocal.com/read/one-year-couples","When you've been together for over a year, some things change. Here are 10 things that happen when your relationship crosses the 1-year mark.",225524117535380_1314465668641214,TheSmartLocal,"10 Things That Happen When Your Relationship Crosses The 1-Year Mark

You know you've hit the 52-week mark when monthsaries stop being a big deal, and sleeping in sounds like the best date ever. Here're 10 things that happen when you've reached peak comfort levels!

  When you've been together for over a year, some things change. Here are 10 things that happen when your relationship crosses the 1-year mark.",
Super inspiring.,"The back story of 60-year-old hawkerpreneur, Madam Tan, whose daughter (ZULA writer Jiaying) is flying to London this weekend as she was shortlisted by Imperial College to pursue medicine! 

https://zula.sg/chicken-rice-mum/",225524117535380_1321746937913087,TheSmartLocal,"Super inspiring. The back story of 60-year-old hawkerpreneur, Madam Tan, whose daughter (ZULA writer Jiaying) is flying to London this weekend as she was shortlisted by Imperial College to pursue medicine! 

 ",London
"A 90 min drive from Cairns will take you to one of Australia's best kept secrets - a Spanish Castle known today as Paronella Park.

Walk through century-old courts, tunnels and bridges and explore this castle home and its surroundings, including the 7,000+ trees planted 80 years ago. 

SilkAir flies directly to Cairns thrice a week. Australia's ""Capital of Adventure"" is just a $779 ticket away. (All-in 2-to-go fare)

More information at silkair.com/cairns.",,225524117535380_1321655711255543,TheSmartLocal,"A 90 min drive from Cairns will take you to one of Australia's best kept secrets - a Spanish Castle known today as Paronella Park.

Walk through century-old courts, tunnels and bridges and explore this castle home and its surroundings, including the 7,000+ trees planted 80 years ago. 

SilkAir flies directly to Cairns thrice a week. Australia's ""Capital of Adventure"" is just a $779 ticket away. (All-in 2-to-go fare)

More information at   ",Australia$$Paronella Park
"[New] 10 Most Conducive Working Spots In Town With Power Plugs & Free + Strong Wifi

Starbucks isn’t the only spot for pro-muggers around town. We bring you 10 alternative cosy + conducive corners in the city with solid free WiFi for you to bash out that 2,000-word essay.

In addition, the IT SHOW 2017 is now on at Suntec Convention Hall from 16th–19th March. Head down to check out the latest in tech like the Lenovo Yoga Book!

http://thesmartlocal.com/read/working-spots-in-town",Bid goodbye to wonky wifi and disruptive hordes of people - here are 10 convenient places in central Singapore for your next study date!,225524117535380_1321667611254353,TheSmartLocal,"[New] 10 Most Conducive Working Spots In Town With Power Plugs & Free + Strong Wifi

Starbucks isnt the only spot for pro-muggers around town. We bring you 10 alternative cosy + conducive corners in the city with solid free WiFi for you to bash out that 2,000-word essay.

In addition, the IT SHOW 2017 is now on at Suntec Convention Hall from 16th19th March. Head down to check out the latest in tech like the Lenovo Yoga Book!

  Bid goodbye to wonky wifi and disruptive hordes of people - here are 10 convenient places in central Singapore for your next study date!",Suntec Convention Hall$$Singapore
"[New] 10 Reasons Kanazawa Should Be Your Less Touristy Alternative To Kyoto

This Japanese city allows you to explore the exclusive world of the geishas in an actual teahouse and tuck into the freshest yellowtail sashimi of all time - here’s why you should skip Kyoto for this lesser-known gem the next time you’re in Japan.

http://thesmartlocal.com/read/kanazawa-activities","Kanazawa is basically Little Kyoto, but without the throngs of tourists. The cherry blossom season there starts April, so you might wanna book your tix soon!",225524117535380_1321615467926234,TheSmartLocal,"[New] 10 Reasons Kanazawa Should Be Your Less Touristy Alternative To Kyoto

This Japanese city allows you to explore the exclusive world of the geishas in an actual teahouse and tuck into the freshest yellowtail sashimi of all time - heres why you should skip Kyoto for this lesser-known gem the next time youre in Japan.

  Kanazawa is basically Little Kyoto, but without the throngs of tourists. The cherry blossom season there starts April, so you might wanna book your tix soon!",Japan$$Little Kyoto$$Kyoto
"We journeyed to the West for a family day out and we don't think we've seen our child talent have so much fun before. There were so many activities for all members of the family in just one area!

From skating at Singapore's ONLY Olympic sized rink to playing at Singapore's LARGEST rooftop mall playground, the West is chock full of fun family friendly activities. Best part is that the activities are all at close proximity to one another since JCube, Westgate and IMM outlet mall are all just a short walk away from one another.

Never want to miss a post by us again?
Like TheSmartLocal.com and set Notifications to ""All On""

Director: Sean Foo I Models: Russ Tan, Angela Lau and Izzy",,225524117535380_1321599064594541,TheSmartLocal,"We journeyed to the West for a family day out and we don't think we've seen our child talent have so much fun before. There were so many activities for all members of the family in just one area!

From skating at Singapore's ONLY Olympic sized rink to playing at Singapore's LARGEST rooftop mall playground, the West is chock full of fun family friendly activities. Best part is that the activities are all at close proximity to one another since JCube, Westgate and IMM outlet mall are all just a short walk away from one another.

Never want to miss a post by us again?
Like   set Notifications to ""All On""

Director: Sean Foo I Models: Russ Tan, Angela Lau and Izzy ",Singapore$$West
"[New] 10 Less Sinful Work Snacks For Singaporean OLs Watching Their Weight

The only thing harder than working for 9 hours, is not snacking through them. Even if you’re hardcore watching your weight, these are some guilt-free snacks you can indulge in.

http://thesmartlocal.com/read/healthy-snacks",Calling all OLs who want to maintain their figure without giving up snacking! Here are 10 healthier snacks you're sure to love.,225524117535380_1321594657928315,TheSmartLocal,"[New] 10 Less Sinful Work Snacks For Singaporean OLs Watching Their Weight

The only thing harder than working for 9 hours, is not snacking through them. Even if youre hardcore watching your weight, these are some guilt-free snacks you can indulge in.

  Calling all OLs who want to maintain their figure without giving up snacking! Here are 10 healthier snacks you're sure to love.",
"Along with our disappearing HDB estates, these brands will soon cease to exist altogether. Catch them before they're gone!","Singapore's cutthroat F&B scene will be claiming a few more victims.

Bid farewell to some of these well-known food places that will be closing down soon.

https://mustsharenews.com/food-places-closing/",225524117535380_1321539721267142,TheSmartLocal,"Along with our disappearing HDB estates, these brands will soon cease to exist altogether. Catch them before they're gone! Singapore's cutthroat F&B scene will be claiming a few more victims.

Bid farewell to some of these well-known food places that will be closing down soon.

 ",Singapore
