no,message,description,id,page_id,full_text,locations
10,Ben Yeo 杨志龙 and Fiona Xie had a blast in Hong Kong on Channel 8's travel programme 'Take A Break'! Check out their Hong Kong itinerary here:  http://bit.ly/2lBIVw0,,114979501871035_1319788144723492,DiscoverHongKong,Ben Yeo  and Fiona Xie had a blast in Hong Kong on Channel 8's travel programme 'Take A Break'! Check out their Hong Kong itinerary here:    ,Hong Kong
11,Hike Hong Kong’s beautiful trails with experienced guides. http://bit.ly/2mI1S0N,,114979501871035_1319755861393387,DiscoverHongKong,Hike Hong Kongs beautiful trails with experienced guides.   ,Hong Kongs
12,Hong Kong after dark. Share your night-time shots of the city with #DiscoverHongKong and follow us on Instagram @DiscoverHongKong to see more. http://bit.ly/1HjIj7v,,114979501871035_1319870148048625,DiscoverHongKong,Hong Kong after dark. Share your night-time shots of the city with #DiscoverHongKong and follow us on Instagram @DiscoverHongKong to see more.   ,Hong Kong
13,"Chill Out @ The South with beer, wine and sake at Ocean Park Hong Kong! http://bit.ly/2lOOPws",,114979501871035_1317759441593029,DiscoverHongKong,"Chill Out @ The South with beer, wine and sake at Ocean Park Hong Kong!   ",Ocean Park Hong Kong
14,"A system of 18 outdoor escalators and 3 moving walkways bisects 14 roads to take around 85,000 people to and from work every day. And in Hong Kong, it’s just another part of the scenery. http://read.bi/2lLW7PD",,114979501871035_1316402621728711,DiscoverHongKong,"A system of 18 outdoor escalators and 3 moving walkways bisects 14 roads to take around 85,000 people to and from work every day. And in Hong Kong, its just another part of the scenery.   ",Hong Kong
15,More than 300 riders are competing in Hong Kong for the 2017 UCI Track Cycling World Championships – get tickets now! http://bit.ly/2l6Gf9g,,114979501871035_1311051115597195,DiscoverHongKong,More than 300 riders are competing in Hong Kong for the 2017 UCI Track Cycling World Championships  get tickets now!   ,Hong Kong
16,"Catch Black Eyed Peas, Iggy Azalea and other pop and electronic music stars at Central Harbourfront! Find out more about Dragonland Music Festival here: http://bit.ly/2lsx2dW",,114979501871035_1312114372157536,DiscoverHongKong,"Catch Black Eyed Peas, Iggy Azalea and other pop and electronic music stars at Central Harbourfront! Find out more about Dragonland Music Festival here:   ",
17,"Mirror, mirror on the wall, which is the prettiest city of them all? Follow us on Instagram @DiscoverHongKong to see more! http://bit.ly/1HjIj7v",,114979501871035_1309871825715124,DiscoverHongKong,"Mirror, mirror on the wall, which is the prettiest city of them all? Follow us on Instagram @DiscoverHongKong to see more!   ",
18,There’s a mall for everyone. Which one is yours? http://bit.ly/2kYQ3lP,,114979501871035_1308800469155593,DiscoverHongKong,Theres a mall for everyone. Which one is yours?   ,
19,Check out this 360-degree video for an all-around look at Hong Kong’s attractions — don’t forget to rotate your phone!  http://bit.ly/2lmFMD6,,114979501871035_1303856242983349,DiscoverHongKong,Check out this 360-degree video for an all-around look at Hong Kongs attractions  dont forget to rotate your phone!    ,Hong Kongs
20,"Creativity is in the air throughout Hong Kong Arts Month — catch the works of international artists, everywhere from the streets to the stage. http://bit.ly/2kVi4x4",,114979501871035_1303765402992433,DiscoverHongKong,"Creativity is in the air throughout Hong Kong Arts Month  catch the works of international artists, everywhere from the streets to the stage.   ",Hong Kong Arts Month
21,Can you guess where this ferry’s headed? Stay tuned for the answer in the comments section.,,114979501871035_1302460863122887,DiscoverHongKong,Can you guess where this ferrys headed? Stay tuned for the answer in the comments section. ,
22,Hong Kong wishes you all a happy Valentine’s Day!,,114979501871035_1301336356568671,DiscoverHongKong,Hong Kong wishes you all a happy Valentines Day! ,Hong Kong
23,Thanks for the mention Condé Nast Traveler! http://bit.ly/2kBld2x,"We seek beauty in many forms: through art and architecture; from water views and mountain highs; in its people and its history. This list circles the globe, finding the most beautiful cities in the world from Italy to Iran.",114979501871035_1300400363328937,DiscoverHongKong,"Thanks for the mention Cond Nast Traveler!   We seek beauty in many forms: through art and architecture; from water views and mountain highs; in its people and its history. This list circles the globe, finding the most beautiful cities in the world from Italy to Iran.",Italy$$Iran
24,"Check out the symbolism behind lanterns made by #HongKong’s villagers, and see more beautiful lantern displays here: http://bit.ly/2kVKXdl

(Special thanks to Sheung Shui Village Council and The Conservancy Association Centre for Heritage)",,114979501871035_1297241533644820,DiscoverHongKong,"Check out the symbolism behind lanterns made by #HongKongs villagers, and see more beautiful lantern displays here:  

(Special thanks to Sheung Shui Village Council and The Conservancy Association Centre for Heritage) ",
25,"Iron Man has arrived at Hong Kong! Join him for the Iron Man Experience at 香港迪士尼樂園 | Hong Kong Disneyland to experience Tony Stark’s latest inventions and a heroic adventure. Details here: http://bit.ly/2lmTLJG

#IronManExperience  Discover Hong Kong",,114979501871035_1296204147081892,DiscoverHongKong,"Iron Man has arrived at Hong Kong! Join him for the Iron Man Experience at  | Hong Kong Disneyland to experience Tony Starks latest inventions and a heroic adventure. Details here:  

#IronManExperience  Discover Hong Kong ",Hong Kong Disneyland$$Hong Kong
26,Hong Kong offers every shade imaginable. Share your colourful moments in the city with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more: http://bit.ly/1HjIj7v,,114979501871035_1293747403994233,DiscoverHongKong,Hong Kong offers every shade imaginable. Share your colourful moments in the city with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more:   ,Hong Kong
27,Check out these whimsical creations that take a spin on classic street snacks. http://bit.ly/2jSNYGt,"Gai daan jai, or egg puff, holds a special place in every Hongkonger’s heart. These kooky egg puff creations put a spin on our favorite street snack.",114979501871035_1291934884175485,DiscoverHongKong,"Check out these whimsical creations that take a spin on classic street snacks.   Gai daan jai, or egg puff, holds a special place in every Hongkongers heart. These kooky egg puff creations put a spin on our favorite street snack.",
28,Ever explored Hong Kong’s glorious outdoors? Share your favourite nature photos with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more: http://bit.ly/1HjIj7v,,114979501871035_1288441874524786,DiscoverHongKong,Ever explored Hong Kongs glorious outdoors? Share your favourite nature photos with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more:   ,Hong Kongs
29,"These food trucks will keep your stomach full when you’re touring Hong Kong’s attractions, cooking up everything from local street foods to international classics. Click on the photo to see where they will be located!  http://bit.ly/2kYQWKL",,114979501871035_1286970031338637,DiscoverHongKong,"These food trucks will keep your stomach full when youre touring Hong Kongs attractions, cooking up everything from local street foods to international classics. Click on the photo to see where they will be located!    ",Hong Kongs
30,Kung Hei Fat Choi! Check out how Hong Kong is celebrating the Year of the Rooster with tonight’s Cathay Pacific International Chinese New Year Night Parade!,,114979501871035_1280592658643041,DiscoverHongKong,Kung Hei Fat Choi! Check out how Hong Kong is celebrating the Year of the Rooster with tonights Cathay Pacific International Chinese New Year Night Parade! ,Hong Kong
31,Kung Hey Fat Choi! Wish you a fabulous Year of the Rooster!,,114979501871035_1279046365464337,DiscoverHongKong,Kung Hey Fat Choi! Wish you a fabulous Year of the Rooster! ,
32,"Get an exclusive behind the scenes look at how our Chinese New Year Night Parade rooster mascot came alive in this video!

Don’t miss your chance to meet the giant LEGO rooster at the International Chinese New Year Night Parade, which will take place at 8pm tomorrow. http://bit.ly/2j4FFfe",,114979501871035_1276712195697754,DiscoverHongKong,"Get an exclusive behind the scenes look at how our Chinese New Year Night Parade rooster mascot came alive in this video!

Dont miss your chance to meet the giant LEGO rooster at the International Chinese New Year Night Parade, which will take place at 8pm tomorrow.   ",
33,"There are so many outdoor activities for the whole family in Hong Kong. Which is your favourite?

Marco Fu 傅家俊",,114979501871035_1276702322365408,DiscoverHongKong,"There are so many outdoor activities for the whole family in Hong Kong. Which is your favourite?

Marco Fu  ",Hong Kong
34,"What’s your favourite thing to do in Hong Kong during Chinese New Year? #LivePoll
(y) (like) Go to the International Chinese New Year Night Parade
<3 (love) Make a wish at a temple
😝 (haha) Fill up on Chinese New Year foods
😯 (wow) Watch the Chinese New Year fireworks",,114979501871035_1276482612387379,DiscoverHongKong,"Whats your favourite thing to do in Hong Kong during Chinese New Year? #LivePoll
(y) (like) Go to the International Chinese New Year Night Parade
<3 (love) Make a wish at a temple
 (haha) Fill up on Chinese New Year foods
 (wow) Watch the Chinese New Year fireworks ",Hong Kong
35,"Windmills, when spun, are believed to bring good luck, so follow the rooster to Che Kung Temple and spin the windmill inside it for a good start to the Year of the Rooster!

There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade. http://bit.ly/2joeDvv",Hong Kong Chinese New Year Celebrations blend ancient Chinese traditions with modern cosmopolitan events to mark the city’s favourite festival.,114979501871035_1275045079197799,DiscoverHongKong,"Windmills, when spun, are believed to bring good luck, so follow the rooster to Che Kung Temple and spin the windmill inside it for a good start to the Year of the Rooster!

There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade.   Hong Kong Chinese New Year Celebrations blend ancient Chinese traditions with modern cosmopolitan events to mark the citys favourite festival.",Hong Kong
36,"It’s a plane … it’s a bird … well, it’s a rooster! Take a cue from the bird of the moment and head to sky100 to attract good fortune for the Year of the Rooster.

There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade:
http://bit.ly/2joeDvv",Hong Kong Chinese New Year Celebrations blend ancient Chinese traditions with modern cosmopolitan events to mark the city’s favourite festival.,114979501871035_1273803815988592,DiscoverHongKong,"Its a plane  its a bird  well, its a rooster! Take a cue from the bird of the moment and head to sky100 to attract good fortune for the Year of the Rooster.

There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade:
  Hong Kong Chinese New Year Celebrations blend ancient Chinese traditions with modern cosmopolitan events to mark the citys favourite festival.",Hong Kong
37,The rooster is all ready to celebrate Hong Kong Chinese New Year! Head to Che Kung Temple and spin the windmill for good luck throughout the Year of the Rooster. http://bit.ly/2jw3bkR,,114979501871035_1269663413069299,DiscoverHongKong,The rooster is all ready to celebrate Hong Kong Chinese New Year! Head to Che Kung Temple and spin the windmill for good luck throughout the Year of the Rooster.   ,Che Kung Temple$$Hong Kong
38,Get ready for celebrations around town at one of the top venues for Hong Kong Chinese New Year celebrations. Stay tuned!,,114979501871035_1268239853211655,DiscoverHongKong,Get ready for celebrations around town at one of the top venues for Hong Kong Chinese New Year celebrations. Stay tuned! ,Hong Kong
39,"The Year of the Rooster is almost upon us! 
 
What’s a rooster doing at a flower market? Soaking up good fortune for the Year of the Rooster!
 
There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade. 
http://bit.ly/2j8hsAB",,114979501871035_1268209286548045,DiscoverHongKong,"The Year of the Rooster is almost upon us! 
 
Whats a rooster doing at a flower market? Soaking up good fortune for the Year of the Rooster!
 
There will be more roosters all over Hong Kong, including a giant LEGO one brought to you by LEGO and Legend Creative at the International Chinese New Year Night Parade. 
  ",Hong Kong
40,Chinese New Year is a perfect time to experience Hong Kong’s cultural heritage. Share your most vibrant Chinese New Year celebration photos with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more: http://bit.ly/1HjIj7v,,114979501871035_1267149053320735,DiscoverHongKong,Chinese New Year is a perfect time to experience Hong Kongs cultural heritage. Share your most vibrant Chinese New Year celebration photos with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more:   ,
41,In town for Hong Kong Chinese New Year celebrations? Feast on traditional Chinese New Year dishes at one of these restaurants! http://bit.ly/2jOF8dk,"The best restaurants for Chinese New Year dinner in Hong Kong, including dim sum, traditional Lunar New Year dishes and family-style feasts",114979501871035_1265949130107394,DiscoverHongKong,"In town for Hong Kong Chinese New Year celebrations? Feast on traditional Chinese New Year dishes at one of these restaurants!   The best restaurants for Chinese New Year dinner in Hong Kong, including dim sum, traditional Lunar New Year dishes and family-style feasts",Hong Kong
42,"No visit to Hong Kong is complete without a trip to The Peak, and of course Iron Man’s photographer fan took his favourite figure on a relaxing hike to soak up Hong Kong’s great outdoors, before heading back to Hong Kong Disneyland for the Iron Man Experience!

Find out more about Disney Parks’ first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland: http://bit.ly/2iOnir5 
#IronManExperience",,114979501871035_1261406147228359,DiscoverHongKong,"No visit to Hong Kong is complete without a trip to The Peak, and of course Iron Mans photographer fan took his favourite figure on a relaxing hike to soak up Hong Kongs great outdoors, before heading back to Hong Kong Disneyland for the Iron Man Experience!

Find out more about Disney Parks first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland:   
#IronManExperience ",Disney Parks$$Hong Kongs$$Hong Kong Disneyland$$Hong Kong
43,"Iron Man has gone native! A photographer fan of his has taken an Iron Man figure on a treasure hunt in Sham Shui Po. Ever seen Iron Man sampling dai pai dong food? Here’s a shot of him before heading back to the Stark Expo at Hong Kong Disneyland. 

Find out more about Disney Parks’ first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland: http://bit.ly/2iOnir5 #IronManExperience",,114979501871035_1261405240561783,DiscoverHongKong,"Iron Man has gone native! A photographer fan of his has taken an Iron Man figure on a treasure hunt in Sham Shui Po. Ever seen Iron Man sampling dai pai dong food? Heres a shot of him before heading back to the Stark Expo at Hong Kong Disneyland. 

Find out more about Disney Parks first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland:   #IronManExperience ",Disney Parks$$Sham Shui Po$$Hong Kong Disneyland
44,Got a good shot of the iconic red taxis on the busy streets of Hong Kong? Share it with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more beautiful Hong Kong moments: http://bit.ly/1HjIj7v,,114979501871035_1260407840661523,DiscoverHongKong,Got a good shot of the iconic red taxis on the busy streets of Hong Kong? Share it with #DiscoverHongKong and follow @DiscoverHongKong on Instagram to see more beautiful Hong Kong moments:   ,Hong Kong
45,"Get a sneak-peek of Disney Parks’ first-ever Marvel themed ride. (LIVE)

The Iron Man Experience will launch at Hong Kong Disneyland tomorrow so prepare to take flight with Iron Man above Hong Kong!","【現場直撃! 《鐵甲奇俠飛行之旅》開幕禮現場】
密切留意Iron Man 隆重登場一刻！
#鐵甲奇俠飛行之旅開幕禮
 
Live! Iron Man Makes an Epic Appearance at the Opening Ceremony
#IronManExperienceOpening #IronManExperience",114979501871035_1259504340751873,DiscoverHongKong,"Get a sneak-peek of Disney Parks first-ever Marvel themed ride. (LIVE)

The Iron Man Experience will launch at Hong Kong Disneyland tomorrow so prepare to take flight with Iron Man above Hong Kong! ! 
Iron Man 
#
 
Live! Iron Man Makes an Epic Appearance at the Opening Ceremony
#IronManExperienceOpening #IronManExperience",Disney Parks$$Hong Kong Disneyland$$Hong Kong
46,"A photographer and his Iron Man figure are taking Hong Kong by storm! From the Iron Man Experience at Hong Kong Disneyland, to tram rides in Wan Chai, shopping in Causeway Bay and against dazzling views on The Hong Kong Observation Wheel, check out these brilliant shots of Iron Man that he took in Hong Kong.

 Find out more about Disney Parks’ first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland: http://bit.ly/2iOnir5 
#IronManExperience",,114979501871035_1259259744109666,DiscoverHongKong,"A photographer and his Iron Man figure are taking Hong Kong by storm! From the Iron Man Experience at Hong Kong Disneyland, to tram rides in Wan Chai, shopping in Causeway Bay and against dazzling views on The Hong Kong Observation Wheel, check out these brilliant shots of Iron Man that he took in Hong Kong.

 Find out more about Disney Parks first Marvel-themed ride  - Iron Man Experience at Hong Kong Disneyland:   
#IronManExperience ",Causeway Bay$$Hong Kong Disneyland$$Hong Kong Observation Wheel$$Disney Parks$$Hong Kong$$Wan Chai
47,In case you need any more reasons to book a trip to Hong Kong. http://cnn.it/2j8qhuF,"Hong Kong isn't just a city. It's a subtropical archipelago made up of more than 200 islands, islets and rocky outcrops",114979501871035_1258439154191725,DiscoverHongKong,"In case you need any more reasons to book a trip to Hong Kong.   Hong Kong isn't just a city. It's a subtropical archipelago made up of more than 200 islands, islets and rocky outcrops",Hong Kong
48,"Join the ‘BOCHK Hong Kong New Year Countdown Celebrations 2017’ Photo and Short Film Competition! Submit your photo or short clip for a chance to win up to HK$10,000 BOC Credit Card free spending credit! 
Details here: http://bit.ly/2iLaLYG",,114979501871035_1254490194586621,DiscoverHongKong,"Join the BOCHK Hong Kong New Year Countdown Celebrations 2017 Photo and Short Film Competition! Submit your photo or short clip for a chance to win up to HK$10,000 BOC Credit Card free spending credit! 
Details here:   ",BOCHK Hong Kong
49,"Want to explore Hong Kong’s great outdoors but got no time to plan? Check out these guided tours! http://bit.ly/2hU3kOQ

Photo © HK Discovery",Follow the experts for an effortless look at Hong Kong’s lush greenery with these guided tours.,114979501871035_1254345157934458,DiscoverHongKong,"Want to explore Hong Kongs great outdoors but got no time to plan? Check out these guided tours!  

Photo  HK Discovery Follow the experts for an effortless look at Hong Kongs lush greenery with these guided tours.",Hong Kongs
50,"New Year celebrations may be over, but not for Hong Kong — the city is warming up for the fabulous Hong Kong International Chinese New Year Parade, happening a month from now! http://bit.ly/2j3t3Vt",,114979501871035_1252296044806036,DiscoverHongKong,"New Year celebrations may be over, but not for Hong Kong  the city is warming up for the fabulous Hong Kong International Chinese New Year Parade, happening a month from now!   ",Hong Kong
51,Did you enjoy the spellbinding Hong Kong New Year Countdown Celebrations fireworks? Share your best photos with #DiscoverHongKong and follow @Discoverhongkong on Instagram to see more electrifying Hong Kong moments! http://bit.ly/1HjIj7v,,114979501871035_1252293931472914,DiscoverHongKong,Did you enjoy the spellbinding Hong Kong New Year Countdown Celebrations fireworks? Share your best photos with #DiscoverHongKong and follow @Discoverhongkong on Instagram to see more electrifying Hong Kong moments!   ,Hong Kong
52,Watch the spectacular 2017 New Year countdown fireworks against Hong Kong's stunning skyline in this video!,,114979501871035_1249546895080951,DiscoverHongKong,Watch the spectacular 2017 New Year countdown fireworks against Hong Kong's stunning skyline in this video! ,Hong Kong
53,"See fireworks live tonight! Get a reminder to join the 2017 Hong Kong New Year Countdown Celebrations Live Party, happening at 11:30pm Hong Kong time.
Got great photos of Hong Kong’s countdown fireworks?
  

***
Don’t forget to enter them into the BOCHK Hong Kong New Year Countdown Celebrations 2017 Photo and Short Film Competition, brought to you by Bank of China (Hong Kong):
http://bit.ly/2iLaLYG","Live party, happening now: see the Hong Kong New Year Countdown Celebrations fireworks with us! [LIVE]",114979501871035_1248921461810161,DiscoverHongKong,"See fireworks live tonight! Get a reminder to join the 2017 Hong Kong New Year Countdown Celebrations Live Party, happening at 11:30pm Hong Kong time.
Got great photos of Hong Kongs countdown fireworks?
  

***
Dont forget to enter them into the BOCHK Hong Kong New Year Countdown Celebrations 2017 Photo and Short Film Competition, brought to you by Bank of China (Hong Kong):
  Live party, happening now: see the Hong Kong New Year Countdown Celebrations fireworks with us! [LIVE]",Hong Kongs$$BOCHK Hong Kong$$Hong Kong
54,"Dress up your Facebook and Instagram to welcome 2017 by sharing your greatest shots of Hong Kong’s countdown fireworks with #DiscoverHongKong! 
http://bit.ly/2iwd8eO

***
Don’t forget to enter them into the BOCHK Hong Kong New Year Countdown Celebrations 2017 Photo and Short Film Competition, brought to you by Bank of China (Hong Kong): 
http://bit.ly/2iLaLYG",,114979501871035_1247956825239958,DiscoverHongKong,"Dress up your Facebook and Instagram to welcome 2017 by sharing your greatest shots of Hong Kongs countdown fireworks with #DiscoverHongKong! 
 

***
Dont forget to enter them into the BOCHK Hong Kong New Year Countdown Celebrations 2017 Photo and Short Film Competition, brought to you by Bank of China (Hong Kong): 
  ",Hong Kongs$$Hong Kong$$BOCHK Hong Kong
55,"Don’t miss the 2017 Hong Kong New Year Countdown Celebrations Live Party, right here at 11:30pm, 31 December Hong Kong time!
Catch the fireworks live and usher in 2017 with the BOCHK Hong Kong New Year Countdown Celebrations! 
Follow these simple steps to get the latest updates on the live party:
http://bit.ly/2i6EgDb

InterContinental Hong Kong",,114979501871035_1245965938772380,DiscoverHongKong,"Dont miss the 2017 Hong Kong New Year Countdown Celebrations Live Party, right here at 11:30pm, 31 December Hong Kong time!
Catch the fireworks live and usher in 2017 with the BOCHK Hong Kong New Year Countdown Celebrations! 
Follow these simple steps to get the latest updates on the live party:
 

InterContinental Hong Kong ",BOCHK Hong Kong$$Hong Kong
56,Is your young’un a foodie in the making? Check out some of Hong Kong’s best kid-friendly restaurants for a fun and delicious meal. http://bit.ly/2hlCVt2,"Discover the best Hong Kong travel experiences for families, foodies, night owls, culture vultures, outdoorsy types, hipsters and more. Best of all, it’s in Hong Kong!",114979501871035_1241987449170229,DiscoverHongKong,"Is your youngun a foodie in the making? Check out some of Hong Kongs best kid-friendly restaurants for a fun and delicious meal.   Discover the best Hong Kong travel experiences for families, foodies, night owls, culture vultures, outdoorsy types, hipsters and more. Best of all, its in Hong Kong!",Hong Kongs$$Hong Kong
57,"We hope you can be here to experience Hong Kong WinterFest, but wherever you may be we wish you a very merry Christmas!",,114979501871035_1241985489170425,DiscoverHongKong,"We hope you can be here to experience Hong Kong WinterFest, but wherever you may be we wish you a very merry Christmas! ",Hong Kong WinterFest
58,Iron Man is here! Check out Tony Stark’s latest innovations and embark on a thrilling adventure at Hong Kong Disneyland’s Iron Man Experience!,"【J.A.R.V.I.S. 成功入屋?】
無錯! Iron Man嘅人工智能助手「卓維」真正入屋，進化為「家用卓維」，應用於家居、汽車、電腦同其他電器用品! 想知「家用卓維」點樣為大家嘅生活帶來方便? 入嚟「史達科技展」一齊研究吓啦 👍 史達科技展一月十一日正式開幕。

[J.A.R.V.I.S. Implementation Success]
That’s right! Iron Man ’s A.I. assistant “J.A.R.V.I.S.” has officially been installed as MyJARVIS that works in a home, linking to a car, computer and other appliances. Want to know how MyJARVIS can improve your day-to-day? Come to Stark Expo at Hong Kong Disneyland and find out! Stark Expo will launch on Jan 11 2017.
#IronManExperience",114979501871035_1242006292501678,DiscoverHongKong,"Iron Man is here! Check out Tony Starks latest innovations and embark on a thrilling adventure at Hong Kong Disneylands Iron Man Experience!  
! Iron Man! ?   

  Success]
Thats right! Iron Man s     officially been installed as MyJARVIS that works in a home, linking to a car, computer and other appliances. Want to know how MyJARVIS can improve your day-to-day? Come to Stark Expo at Hong Kong Disneyland and find out! Stark Expo will launch on Jan 11 2017.
#IronManExperience",Hong Kong Disneyland$$Hong Kong
59,"9 fantastic family-friendly activities in Hong Kong, as recommended by movie star Michael Wong. 
http://bit.ly/2hKUEXT",Hong Kong filmstar Michael Wong takes you on an unforgettable family adventure in the city.,114979501871035_1236787909690183,DiscoverHongKong,"9 fantastic family-friendly activities in Hong Kong, as recommended by movie star Michael Wong. 
  Hong Kong filmstar Michael Wong takes you on an unforgettable family adventure in the city.",Hong Kong
60,Watch Causeway Bay’s bustling streetscape (Live),,114979501871035_1239996386036002,DiscoverHongKong,Watch Causeway Bays bustling streetscape (Live) ,
61,"From land and sea to sky, experience Hong Kong’s coolest family adventures with celebrated movie star Michael Wong",,114979501871035_1238631419505832,DiscoverHongKong,"From land and sea to sky, experience Hong Kongs coolest family adventures with celebrated movie star Michael Wong ",Hong Kongs
62,Tis the season to be jolly! Share your best Hong Kong Xmas shots with #DiscoverHongKong and follow @DiscoverHongKong on Instagram for more visual insights into what’s happening in the city. http://bit.ly/1HjIj7v,,114979501871035_1237754066260234,DiscoverHongKong,Tis the season to be jolly! Share your best Hong Kong Xmas shots with #DiscoverHongKong and follow @DiscoverHongKong on Instagram for more visual insights into whats happening in the city.   ,Hong Kong Xmas
63,Discover a traditional Chinese way of life in the ancient walled-villages of rural Hong Kong. http://bit.ly/2hYBTmR,,114979501871035_1236770453025262,DiscoverHongKong,Discover a traditional Chinese way of life in the ancient walled-villages of rural Hong Kong.   ,Hong Kong
64,"A granny, a fashion designer and a neighbourhood of fabrics and accessories markets. Check out this Hong Kong style makeover!",,114979501871035_1233629130006061,DiscoverHongKong,"A granny, a fashion designer and a neighbourhood of fabrics and accessories markets. Check out this Hong Kong style makeover! ",Hong Kong
65,"Hong Kong’s shopping malls are all decked out with lights, snow and offers for the whole family this festive season. http://bit.ly/2gNKxCM",,114979501871035_1232403850128589,DiscoverHongKong,"Hong Kongs shopping malls are all decked out with lights, snow and offers for the whole family this festive season.   ",Hong Kongs
