no,message,description,id,page_id,full_text,locations
10,"Kudos to Malaysia Airlines for a Truly Malaysia ad. 
愉快的农历新年  :)

#tmsingapore #malaysiatrulyasia","Malaysians are one of a kind. We embrace the culture of others and celebrate in harmony. This Chinese New Year, watch how the richness of Malaysia comes to l...",107026329336542_1294602110578952,malaysia.travel.sg,"Kudos to Malaysia Airlines for a Truly Malaysia ad. 
  :)

#tmsingapore #malaysiatrulyasia Malaysians are one of a kind. We embrace the culture of others and celebrate in harmony. This Chinese New Year, watch how the richness of Malaysia comes to l...",Malaysia
11,"Jom, Experience this!

Indoor Kart Racing are for racers of all experience levels. Enjoy this fun and exciting venue for people of all ages to experience high speed racing thrills.

Site: http://r1kart.com/","Here's a sneak peek of how racing on our track feels like!

#R1kart
#Gokart
#indoorgokart
#BecauseRaceCar
#BecauseRaceKart
#Drift
#Slide",107026329336542_1280409361998227,malaysia.travel.sg,"Jom, Experience this!

Indoor Kart Racing are for racers of all experience levels. Enjoy this fun and exciting venue for people of all ages to experience high speed racing thrills.

Site:   Here's a sneak peek of how racing on our track feels like!

#R1kart
#Gokart
#indoorgokart
#BecauseRaceCar
#BecauseRaceKart
#Drift
#Slide",
12,,"DON'T LOOK DOWN: The Rainbow Skywalk, situated 68 floors up at the top of Penang's tallest building, opened its doors to the public today.",107026329336542_1262051070500723,malaysia.travel.sg," DON'T LOOK DOWN: The Rainbow Skywalk, situated 68 floors up at the top of Penang's tallest building, opened its doors to the public today.",Penang
13,"Attention all avid Bikers, it's Kuala Lumpur BIKE WEEK 2016 this weekend. Will you be there? :)

Spread the word!

Bikers Aid International SG Bikers Singapore Bikers Bikers SOS - Singapore RedopllBikers Singapore","KUALA LUMPUR BIKE WEEK 2016

Love to see bikers show or want to take a part in custom bike contest? 
Let's go to the Kuala Lumpur Bike Week on 16 December and 17 December 2016 at Malaysia Tourism Centre, MaTiC KL . 
For more info, kindly visit Red Garage Malaysia (The House of Choppers)

Details
Date & Time: 16 December 2016 (3.00 p.m - 12.00 a.m) 
17 December 2016 (8.00 a.m - 12.00 a.m)

Venue: The Lanai Kuala Lumpur Family Fair at Malaysia Tourism Centre (MaTiC)
#visitkl
#Aboutkl #aboutevents #kualalumpur #KLevents #bigbike #redgarage #bikers #choppers #kustombikeshow #classicbikeshow #kustomhelmetpaintcontest #kualalumpurbikeweek2016 #kualalumpurbikeweek #bikerbabes #bikercelebrity",107026329336542_1257971584242005,malaysia.travel.sg,"Attention all avid Bikers, it's Kuala Lumpur BIKE WEEK 2016 this weekend. Will you be there? :)

Spread the word!

Bikers Aid International SG Bikers Singapore Bikers Bikers SOS - Singapore RedopllBikers Singapore KUALA LUMPUR BIKE WEEK 2016

Love to see bikers show or want to take a part in custom bike contest? 
Let's go to the Kuala Lumpur Bike Week on 16 December and 17 December 2016 at Malaysia Tourism Centre, MaTiC KL . 
For more info, kindly visit Red Garage Malaysia (The House of Choppers)

Details
Date & Time: 16 December 2016   -   
17 December 2016   -  

Venue: The Lanai Kuala Lumpur Family Fair at Malaysia Tourism Centre (MaTiC)
#visitkl
#Aboutkl #aboutevents #kualalumpur #KLevents #bigbike #redgarage #bikers #choppers #kustombikeshow #classicbikeshow #kustomhelmetpaintcontest #kualalumpurbikeweek2016 #kualalumpurbikeweek #bikerbabes #bikercelebrity",Malaysia$$Kuala Lumpur
14,We are very much looking forward to the HSR launch. :),"Singapore and Malaysia will ink an agreement on the High Speed Rail today.  When the High Speed Rail launches, travellers can go from Singapore to KL in 90 minutes.

Here's a 90 second guide to what you can see at each stop along the way. Read more: bit.ly/2huU9Us",107026329336542_1257087844330379,malaysia.travel.sg,"We are very much looking forward to the HSR launch. :) Singapore and Malaysia will ink an agreement on the High Speed Rail today.  When the High Speed Rail launches, travellers can go from Singapore to KL in 90 minutes.

Here's a 90 second guide to what you can see at each stop along the way. Read more:  ",Singapore$$Malaysia
15,We believed this might interest you as well. :),"[New] 11 Homestays Perfect For A Fabulous Malaysian Family Getaway

Pretty studio apartments, treehouses and container hotels are some of the awesome homestays you and your family can indulge in!

http://thesmartlocal.com/read/family-homestay-destinations",107026329336542_1242422149130282,malaysia.travel.sg,"We believed this might interest you as well. :) [New] 11 Homestays Perfect For A Fabulous Malaysian Family Getaway

Pretty studio apartments, treehouses and container hotels are some of the awesome homestays you and your family can indulge in!

 ",
16,"Have you made plans for next weekend?
Why not head down to Tesco Desa Tebrau (Johor Bahru) from 2nd Dec to 11th Dec and enjoy Asian International Food Festival. :)","「Food Event」Asian International Food Festival Tour in Malaysia · 1st Stop in Johor Bahru!

Good News Johorean! Malaysia's 1st 「Asian International Food Festival Tour」is here and it is making its first stop in Johor Bahru! This Asian International Food Festival Tour is organized by many international F&B chains including Taiwan and China, supported by Malaysia Tourism and Cultural Ministry and TESCO in making it a great Foodie event for all food lovers around Malaysia.

They are bringing in food and snacks from different regions of Asia like Taiwan, Korea, China and even Thailand! Traditional food, fast food, snacks, tidbits and many many more are awaiting for you!

「Asian International Food Festival Tour」
Venue: Tesco Desa Tebrau
Date: 2/12/2016 -11/12/2016 
Time: 2:00 p.m. -12:00 a.m.

Specially Present To You By: What's going on in Johor Bahru? #WGOIJB",107026329336542_1234505293255301,malaysia.travel.sg,"Have you made plans for next weekend?
Why not head down to Tesco Desa Tebrau (Johor Bahru) from 2nd Dec to 11th Dec and enjoy Asian International Food Festival. :) Food EventAsian International Food Festival Tour in Malaysia  1st Stop in Johor Bahru!

Good News Johorean! Malaysia's 1st Asian International Food Festival Touris here and it is making its first stop in Johor Bahru! This Asian International Food Festival Tour is organized by many international F&B chains including Taiwan and China, supported by Malaysia Tourism and Cultural Ministry and TESCO in making it a great Foodie event for all food lovers around Malaysia.

They are bringing in food and snacks from different regions of Asia like Taiwan, Korea, China and even Thailand! Traditional food, fast food, snacks, tidbits and many many more are awaiting for you!

Asian International Food Festival Tour
Venue: Tesco Desa Tebrau
Date: 2/12/2016 -11/12/2016 
Time: 2:00   a.m.

Specially Present To You By: What's going on in Johor Bahru? #WGOIJB",Thailand$$Korea$$China$$Taiwan$$Malaysia$$Johor Bahru$$Asia
17,"Visiting Putrajaya? 

Rent one of these glowing 'pedal cars' to enjoy the lake scenery.
Location: C1-LG-6, Ayer @ 8, Jalan P8g, Presint 8
Time: 4 PM-10 pm","Kereta kayuh bercahaya untuk sewa di Putrajaya ...Tarikan terbaru di Ayer@8

Lokasi : C1-LG-6, Ayer@8, Jalan P8G, Presint 8
Waktu: 4PM-10PM",107026329336542_1227534863952344,malaysia.travel.sg,"Visiting Putrajaya? 

Rent one of these glowing 'pedal cars' to enjoy the lake scenery.
Location: C1-LG-6, Ayer @ 8, Jalan P8g, Presint 8
Time: 4 PM-10 pm Kereta kayuh bercahaya untuk sewa di Putrajaya   di Ayer@8

Lokasi : C1-LG-6, Ayer@8, Jalan P8G, Presint 8
Waktu: 4PM-10PM",Putrajaya
18,"CONTEST CLOSED!
=================

Enjoy 2 nights stay at THE PINES MELAKA, with a buddy on us!

Simply tell us...' WHEN & WHERE will The Putrajaya International Islamic Arts & Culture Festival (PIIACuF) be held'.

Contest T&Cs:
- Closing date: 17th November 2016 (Thursday) at 23.59pm
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#ourfbcontest2016 #tmsingapore",,107026329336542_1226487267390437,malaysia.travel.sg,"CONTEST CLOSED!
=================

Enjoy 2 nights stay at THE PINES MELAKA, with a buddy on us!

Simply tell   & WHERE will The Putrajaya International Islamic Arts & Culture Festival (PIIACuF) be held'.

Contest T&Cs:
- Closing date: 17th November 2016 (Thursday) at  
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#ourfbcontest2016 #tmsingapore ",Putrajaya$$THE PINES MELAKA$$Malaysia$$Singapore
19,"CONTEST CLOSED!
===============

Be our lucky winner!

Enjoy 2 nights stay at THE PINES MELAKA with a buddy, on us!

Simply:
1. #repost this (Post must be made public)
2. Name which state in Malaysia does this beautiful site located.
**hint hint: one of the floating mosques found in Malaysia

contest T&Cs:
- Closing date: 6th November 2016 (Sunday) at 23.59pm
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner.

Good Luck! :)

#ourfbcontest2016 #tmsingapore

Photo Credit: AmazingMalaysia.blogspot",,107026329336542_1211930438846120,malaysia.travel.sg,"CONTEST CLOSED!
===============

Be our lucky winner!

Enjoy 2 nights stay at THE PINES MELAKA with a buddy, on us!

Simply:
1. #repost this (Post must be made public)
2. Name which state in Malaysia does this beautiful site located.
**hint hint: one of the floating mosques found in Malaysia

contest T&Cs:
- Closing date: 6th November 2016 (Sunday) at  
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner.

Good Luck! :)

#ourfbcontest2016 #tmsingapore

Photo Credit:   ",THE PINES MELAKA$$Malaysia$$Singapore
20,,"KTM Shuttle: Singapore To JB On An Old-School Train In 5 Mins

Skip causeway jams forever.

http://thesmartlocal.com/read/ktm-shuttle-guide",107026329336542_1204411996264631,malaysia.travel.sg," KTM Shuttle: Singapore To JB On An Old-School Train In 5 Mins

Skip causeway jams forever.

 ",
21,"CONTEST CLOSED:

Being the first of its kind to have the characters from Warner Bros Movie World as ambassadors, the Penang Amazing World Studios thematic wonderland brings a pure sensual excitement and enjoyment to the whole family with its display of the exotic and extraordinary cultures and attractions from all over the world. Offering visitors a whole new surreal and sensational experience of sight, touch and feel using some of the most groundbreaking interactive multimedia technologies and 3D effects. 

We have 10 pairs of admission tickets to give away. Simply tell us what attracts you to Penang and why we should provide you the tickets. :)

#tmsingapore #penangamazingworldstudios",,107026329336542_1202524166453414,malaysia.travel.sg,"CONTEST CLOSED:

Being the first of its kind to have the characters from Warner Bros Movie World as ambassadors, the Penang Amazing World Studios thematic wonderland brings a pure sensual excitement and enjoyment to the whole family with its display of the exotic and extraordinary cultures and attractions from all over the world. Offering visitors a whole new surreal and sensational experience of sight, touch and feel using some of the most groundbreaking interactive multimedia technologies and 3D effects. 

We have 10 pairs of admission tickets to give away. Simply tell us what attracts you to Penang and why we should provide you the tickets. :)

#tmsingapore #penangamazingworldstudios ",Penang
22,"Special thanks to Blogger, The Rustic Nomad, for this article on Rawa Island. ;)","Pulau Rawa or Rawa island is a small tropical paradise, with turquoise blue waters and white sand beach near Singapore. Only 2 hours by land travel and 20 minutes by boat, if you live in Singapore",107026329336542_1196889357016895,malaysia.travel.sg,"Special thanks to Blogger, The Rustic Nomad, for this article on Rawa Island. ;) Pulau Rawa or Rawa island is a small tropical paradise, with turquoise blue waters and white sand beach near Singapore. Only 2 hours by land travel and 20 minutes by boat, if you live in Singapore",Pulau Rawa$$Rawa$$Rawa Island$$Singapore
23,"If you are an active social media user and is willing to go the extra mile for a beautiful shot, may we introduce the almost best kept secret, only known to the nearby villagers. 

Located in the Straits of Malacca, this 'secret island' shows itself only twice a month: During the new moon and full moon. 
The unnamed island is accessible by a 30-minute boat ride from the fishing village of Jeram, Selangor. Besides picture-perfect scenery, the island is also home to a multitude of marine organisms. 

Location: Sasaran, Kuala Selangor (a.k.a Sky Mirror)

#instagramworthy #tmsingapore #skymirrorkualaselangor",,107026329336542_1183898354982662,malaysia.travel.sg,"If you are an active social media user and is willing to go the extra mile for a beautiful shot, may we introduce the almost best kept secret, only known to the nearby villagers. 

Located in the Straits of Malacca, this 'secret island' shows itself only twice a month: During the new moon and full moon. 
The unnamed island is accessible by a 30-minute boat ride from the fishing village of Jeram, Selangor. Besides picture-perfect scenery, the island is also home to a multitude of marine organisms. 

Location: Sasaran, Kuala Selangor   Mirror)

#instagramworthy #tmsingapore #skymirrorkualaselangor ",Straits of Malacca$$Jeram$$Selangor
24,"Have you heard?
Travel Malaysia Fair 2016 is taking place on 14th - 16th October.

#repost this and stand a chance to win a 3 Days 2 Nights accommodation in a Superior Room at THE PINES MELAKA, with daily breakfast for 2.

T&Cs:
- Post must be made PUBLIC
- Tourism Malaysia reserves the right at our discretion to select the winner.

#tmsingapore #travelmalaysia2016 #bestdeals #malaysiatrulyasia #repost",,107026329336542_1179509648754866,malaysia.travel.sg,"Have you heard?
Travel Malaysia Fair 2016 is taking place on 14th - 16th October.

#repost this and stand a chance to win a 3 Days 2 Nights accommodation in a Superior Room at THE PINES MELAKA, with daily breakfast for 2.

T&Cs:
- Post must be made PUBLIC
- Tourism Malaysia reserves the right at our discretion to select the winner.

#tmsingapore #travelmalaysia2016 #bestdeals #malaysiatrulyasia #repost ",THE PINES MELAKA$$Malaysia
25,"CONTEST CLOSED: Winners will be PM today.

=====================================================

We have 10 pairs of main Grandstand tickets worth RM400 each to win.

Catch the most prestigious motorsports event in the world, the
F1 PETRONAS MALAYSIA GRAND PRIX 2016, Kuala Lumpur on 30th September to 2nd October.

To stand a chance to win, simply answer these questions:

1. Who was the winner for F1 PETRONAS Malaysia Grand Prix 2015?

2. Who is the Multi-Grammy Award-winning singer-songwriter that will be performing at the 18th edition of the exciting F1 After-Race Concert?

Provide your answers in the comments below. Do share this post for a higher chance of winning.

Winners will be selected and notified on 28th September 2016.

This contest is supported by Sepang Circuit

#tmsingapore #tmsgcontest #sepanginternationalcircuit",,107026329336542_1175464322492732,malaysia.travel.sg,"CONTEST CLOSED: Winners will be PM today.

=====================================================

We have 10 pairs of main Grandstand tickets worth RM400 each to win.

Catch the most prestigious motorsports event in the world, the
F1 PETRONAS MALAYSIA GRAND PRIX 2016, Kuala Lumpur on 30th September to 2nd October.

To stand a chance to win, simply answer these questions:

1. Who was the winner for F1 PETRONAS Malaysia Grand Prix 2015?

2. Who is the Multi-Grammy Award-winning singer-songwriter that will be performing at the 18th edition of the exciting F1 After-Race Concert?

Provide your answers in the comments below. Do share this post for a higher chance of winning.

Winners will be selected and notified on 28th September 2016.

This contest is supported by Sepang Circuit

#tmsingapore #tmsgcontest #sepanginternationalcircuit ",MALAYSIA$$Kuala Lumpur
26,"NEWS FLASH:

Hard Rock Hotel Desaru Coast is slated to open in fourth quarter of 2017. 

The 365-room hotel will be part of the most anticipated integrated destination resort, Desaru Coast, encompassing entertainment, restaurants, shopping, a waterpark and 45-holes of golf designed by renowned golf professionals, Ernie Els and Vijay Singh.

Are you as excited as we are? :)

#tmsingapore #hardrockhoteldesarucoast",,107026329336542_1171374402901724,malaysia.travel.sg,"NEWS FLASH:

Hard Rock Hotel Desaru Coast is slated to open in fourth quarter of 2017. 

The 365-room hotel will be part of the most anticipated integrated destination resort, Desaru Coast, encompassing entertainment, restaurants, shopping, a waterpark and 45-holes of golf designed by renowned golf professionals, Ernie Els and Vijay Singh.

Are you as excited as we are? :)

#tmsingapore #hardrockhoteldesarucoast ",Desaru Coast
27,"Ipoh is known for it's delicious food fare. Aside from dishes like Chicken Rice and Bean Sprouts, these are also some of our favourites.

Share with us on what are some of your favourite Perak food that you would recommend to other travellers. :)

Photo taken at Nam Heong Ipoh Old Town White Coffee, Ipoh. (non-HALAL)
Credit: Fiona Estrop

#tmsingapore #malaysiatrulyasia2016",,107026329336542_1169355266436971,malaysia.travel.sg,"Ipoh is known for it's delicious food fare. Aside from dishes like Chicken Rice and Bean Sprouts, these are also some of our favourites.

Share with us on what are some of your favourite Perak food that you would recommend to other travellers. :)

Photo taken at Nam Heong Ipoh Old Town White Coffee, Ipoh. (non-HALAL)
Credit: Fiona Estrop

#tmsingapore #malaysiatrulyasia2016 ",Nam Heong Ipoh Old Town White Coffee$$Ipoh
28,"Mdm Noor Aine, Director for TM - Singapore office has officially ended her tenure yesterday (7th September 2016).
A short video album was put together about her journey in Tourism Malaysia (SG).

#tmsingapore",,107026329336542_1156896797682818,malaysia.travel.sg,"Mdm Noor Aine, Director for TM - Singapore office has officially ended her tenure yesterday (7th September 2016).
A short video album was put together about her journey in Tourism Malaysia (SG).

#tmsingapore ",Singapore$$Malaysia
29,In seach for yummy halal Dim Sum? Check out these spots! :),"If you're craving for a dim sum feast with your family and friends, here are 9 of our favourites in KL for you to choose from! Check out our article for more details: http://bit.ly/1QzXVFE",107026329336542_1138655436173621,malaysia.travel.sg,"In seach for yummy halal Dim Sum? Check out these spots! :) If you're craving for a dim sum feast with your family and friends, here are 9 of our favourites in KL for you to choose from! Check out our article for more details:  ",
30,"We found one in our office. 😄

#tmsingapore #pokemoncraze #caterpie",,107026329336542_1130944520278046,malaysia.travel.sg,"We found one in our office. 

#tmsingapore #pokemoncraze #caterpie ",
31,"CONTEST ENDS! 
Result will be announce on 2nd September 2016. 

----------------------------
Happy National Day, Singapore!

To commemorate our neighbouring country's 51st National Day, we shall have a contest. :)

Contest T&Cs:
 - Closing date: 30th August 2016, Tuesday at 23:59hrs.
 - Contest is eligible for residents residing in Singapore only.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#ourfbcontest2016 #tmsingapore",,107026329336542_1130929453612886,malaysia.travel.sg,"CONTEST ENDS! 
Result will be announce on 2nd September 2016. 

----------------------------
Happy National Day, Singapore!

To commemorate our neighbouring country's 51st National Day, we shall have a contest. :)

Contest T&Cs:
 - Closing date: 30th August 2016, Tuesday at 23:59hrs.
 - Contest is eligible for residents residing in Singapore only.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#ourfbcontest2016 #tmsingapore ",Singapore$$Malaysia
32,"The country's biggest shopping event offers mega shopping excitement and great entertainment.

Hurry....Sale ends on 31st August 2016.  ;)

#tmsingapore #1MMSSC",,107026329336542_1128754410497057,malaysia.travel.sg,"The country's biggest shopping event offers mega shopping excitement and great entertainment.

  on 31st August 2016.  ;)

#tmsingapore #1MMSSC ",
