message,description,id,page_id,full_text,locations
"Get your luxurious vacation at a private beach resort at Pulau Macan in Seribu Archipelago. Enjoy your time diving, snorkeling and fishing opportunities, or just go lazing in the sun with nothing to disturb your mind except the chirping of birds amidst the gentle lapping of the waves. #WonderfulIndonesia

Photo source: Pulau Macan Village & Eco Resort","“Kepulauan Seribu” literally meaning: the Thousand Islands, yes, the same as the popular dressing we put on salads! Here, in fact, this is the name given to the many tropical islands scattered in the Bay of",67558139928_10155027548294929,indonesia.travel,"Get your luxurious vacation at a private beach resort at Pulau Macan in Seribu Archipelago. Enjoy your time diving, snorkeling and fishing opportunities, or just go lazing in the sun with nothing to disturb your mind except the chirping of birds amidst the gentle lapping of the waves. #WonderfulIndonesia

Photo source: Pulau Macan Village & Eco Resort Kepulauan Seribu literally meaning: the Thousand Islands, yes, the same as the popular dressing we put on salads! Here, in fact, this is the name given to the many tropical islands scattered in the Bay of",Thousand Islands$$Pulau Macan$$Seribu Archipelago$$Bay of
"There’s nothing better than going to a tropical paradise on your honeymoon. And Bali is the ultimate destination across the globe for your honeymoon. Recently crowned as the Best Honeymoon Destination of 2016 by Youku Travel and Sina Travel, you simply must book a ticket for two to find out for yourself why this island  that was named the most romantic place on earth. #WonderfulIndonesia","never ceases to attract tourists from across the globe, leaving everlasting memories. Radiating a distinctly romantic aura, Bali was crowned the",67558139928_10155017008619929,indonesia.travel,"Theres nothing better than going to a tropical paradise on your honeymoon. And Bali is the ultimate destination across the globe for your honeymoon. Recently crowned as the Best Honeymoon Destination of 2016 by Youku Travel and Sina Travel, you simply must book a ticket for two to find out for yourself why this island  that was named the most romantic place on earth. #WonderfulIndonesia never ceases to attract tourists from across the globe, leaving everlasting memories. Radiating a distinctly romantic aura, Bali was crowned the",Bali
"Yogyakarta is paradise for those who love food, culture and shopping for knick knacks and quality souvenirs. This time, try something different during your trip to Yogyakarta and visit Desa Pentingsari to witness and learn how rice farmers work their magic. Read below for more information. #WonderfulIndonesia

Photo by Sonal Kwatra Paladini of Drifter Planet",in Indonesia is one such destination where I got to learn things that I will never forget for life. Although there are many ,67558139928_10155011718309929,indonesia.travel,"Yogyakarta is paradise for those who love food, culture and shopping for knick knacks and quality souvenirs. This time, try something different during your trip to Yogyakarta and visit Desa Pentingsari to witness and learn how rice farmers work their magic. Read below for more information. #WonderfulIndonesia

Photo by Sonal Kwatra Paladini of Drifter Planet in Indonesia is one such destination where I got to learn things that I will never forget for life. Although there are many ",Indonesia$$Drifter Planet$$Yogyakarta
"""Many consider Raja Ampat as paradise on earth. This island escapade covers millions of acres of  sea containing thousands of types of corals and fish to indulge your eyes, and many karst islands. Don’t forget to stop by Pasir Timbul beach, a captivating stretch of emerging sand and crystal clear waters that will surely boggle the mind. #WonderfulIndonesia

Photo source: Budi Doremi",I have no idea how this place escaped my aqua blue water radar but I am so thankful that I got the opportunity to explore this amazing place. I now have a new No. 1 favourite destination in the world.,67558139928_10155005643164929,indonesia.travel,"""Many consider Raja Ampat as paradise on earth. This island escapade covers millions of acres of  sea containing thousands of types of corals and fish to indulge your eyes, and many karst islands. Dont forget to stop by Pasir Timbul beach, a captivating stretch of emerging sand and crystal clear waters that will surely boggle the mind. #WonderfulIndonesia

Photo source: Budi Doremi I have no idea how this place escaped my aqua blue water radar but I am so thankful that I got the opportunity to explore this amazing place. I now have a new No. 1 favourite destination in the world.",
"What better way to celebrate Valentine’s Day than spend this on the island of romance? The unique and exotic heart-shaped Pulo Cinta Eco Resort located in Gorontalo is the best place to spend Valentine’s Day with your loved one in unique tropical surroundings. Read below to find out where else you can celebrate Valentine’s Day in Indonesia. #WonderfulIndonesia

Photo source: Pulo Cinta Eco Resort",Check out these 10 beautiful hidden gems that you have to visit in Indonesia!,67558139928_10154995379204929,indonesia.travel,"What better way to celebrate Valentines Day than spend this on the island of romance? The unique and exotic heart-shaped Pulo Cinta Eco Resort located in Gorontalo is the best place to spend Valentines Day with your loved one in unique tropical surroundings. Read below to find out where else you can celebrate Valentines Day in Indonesia. #WonderfulIndonesia

Photo source: Pulo Cinta Eco Resort Check out these 10 beautiful hidden gems that you have to visit in Indonesia!",Indonesia$$Gorontalo
"Witness the magical moment in Bali when the first rays of the sun rise over the top of Mt Batur. If you don’t have time to travel all the way to the top of this revered mountain, observe from afar the beauty of sunrise slowly ascending above the clouds. #WonderfulIndonesia",,67558139928_10154977628359929,indonesia.travel,"Witness the magical moment in Bali when the first rays of the sun rise over the top of Mt Batur. If you dont have time to travel all the way to the top of this revered mountain, observe from afar the beauty of sunrise slowly ascending above the clouds. #WonderfulIndonesia ",Bali
"Surfers, take a trip to the remote Mentawai Islands in West Sumatra to experience surf like no other. This is where adventurers can truly find the unique experience of surfing huge consecutive barrels and mingle with locals who have remained fairly remote from the modern world. #WonderfulIndonesia",Embark on a surfing adventure in the Mentawai Islands. Monster waves and a secluded natural setting make Mentawai a top destination for surfing and diving.,67558139928_10154975461919929,indonesia.travel,"Surfers, take a trip to the remote Mentawai Islands in West Sumatra to experience surf like no other. This is where adventurers can truly find the unique experience of surfing huge consecutive barrels and mingle with locals who have remained fairly remote from the modern world. #WonderfulIndonesia Embark on a surfing adventure in the Mentawai Islands. Monster waves and a secluded natural setting make Mentawai a top destination for surfing and diving.",Mentawai Islands$$West Sumatra
"What can be more relaxing than strolling down the beach? Doing yoga at the breezy asana just a few walks away from the sea with the sound of waves in the background, Mandala Blue Yoga in Gili Air, Lombok, has exciting activities and spiritual workshops for both holistic healing and vitamin sea. #WonderfulIndonesia

Photo source: Mandala Blue Yoga","Yoga has been practiced for many hundreds of years, dating back to ancient times in India. Today, Yoga has become a lifestyle and health trend, now followed all over the world. The word Yoga is taken from Sanskrit, meaning “integration, or union”.",67558139928_10154958127644929,indonesia.travel,"What can be more relaxing than strolling down the beach? Doing yoga at the breezy asana just a few walks away from the sea with the sound of waves in the background, Mandala Blue Yoga in Gili Air, Lombok, has exciting activities and spiritual workshops for both holistic healing and vitamin sea. #WonderfulIndonesia

Photo source: Mandala Blue Yoga Yoga has been practiced for many hundreds of years, dating back to ancient times in India. Today, Yoga has become a lifestyle and health trend, now followed all over the world. The word Yoga is taken from Sanskrit, meaning integration, or union.",India$$Lombok
"Approximately 25 miles’ drive from Wonosobo, the Dieng Plateau is rich in natural and cultural wealth. While in Dieng, make sure you visit Telaga Warna (The Colorful Lake) and witness its mystical beauty. The high sulphuric content in the lake causes the water to change in fluctuating colors of green, yellow, purple and even rainbow hues. #WonderfulIndonesia","Dieng Plateau has a million dazzling beauties, with an extraordinary natural and cultural wealth. In this region, in addition to shady green trees and beautifully patterned Hindu temples, here is also a beautiful natural gift called Telaga Warna, (the Colorful Lake), an icon of this area.",67558139928_10154954034444929,indonesia.travel,"Approximately 25 miles drive from Wonosobo, the Dieng Plateau is rich in natural and cultural wealth. While in Dieng, make sure you visit Telaga Warna (The Colorful Lake) and witness its mystical beauty. The high sulphuric content in the lake causes the water to change in fluctuating colors of green, yellow, purple and even rainbow hues. #WonderfulIndonesia Dieng Plateau has a million dazzling beauties, with an extraordinary natural and cultural wealth. In this region, in addition to shady green trees and beautifully patterned Hindu temples, here is also a beautiful natural gift called Telaga Warna, (the Colorful Lake), an icon of this area.",Dieng Plateau$$Colorful Lake$$Wonosobo
"The year of 2017 is the year of the Rooster which symbolizes fortune, luck and protection. May this year of the Fire Rooster bring lots of prosperity and protection in every aspect of your life. Gong Xi Fa Cai 2568! #WonderfulIndonesia",,67558139928_10154945013334929,indonesia.travel,"The year of 2017 is the year of the Rooster which symbolizes fortune, luck and protection. May this year of the Fire Rooster bring lots of prosperity and protection in every aspect of your life. Gong Xi Fa Cai 2568! #WonderfulIndonesia ",
Hop on a ferry and celebrate Chinese New Year at Plaza Lagoi Bintan on 28th January 2017. You'll be amazed by the freshly opened attractive Lantern Park where lanterns take the shape of creatures of the sea. There will be festivities presenting distinct Chinese art and cultural performances. #WonderfulIndonesia,"The majority of those of Chinese descent have already for generations settled in many parts of the Indonesian archipelago, where their culture and traditions have taken root deeply, and in the process have fused with the local cultures, also since many settlers have taken local women as wife. This i...",67558139928_10154940633129929,indonesia.travel,"Hop on a ferry and celebrate Chinese New Year at Plaza Lagoi Bintan on 28th January 2017. You'll be amazed by the freshly opened attractive Lantern Park where lanterns take the shape of creatures of the sea. There will be festivities presenting distinct Chinese art and cultural performances. #WonderfulIndonesia The majority of those of Chinese descent have already for generations settled in many parts of the Indonesian archipelago, where their culture and traditions have taken root deeply, and in the process have fused with the local cultures, also since many settlers have taken local women as wife. This i...",Lantern Park$$Plaza Lagoi Bintan
"Have you ever dreamed of living on your own island? Oar Island is one of the most beautiful tropical getaways, part of the Ujung Kulon National Park in Banten province. The island has kept its pristine natural beauty with little influence from humans. Take a 6 hours drive from Jakarta and hop on a boat to reach the island. Go swimming, dive, snorkel, ride a banana boat, try jet skiing or even fishing. This is the perfect place to get real close to nature and cleanse your soul. #WonderfulIndonesia","With white sand beaches and amazing beautiful sea life, Oar Island in Ujung Kulon National Park, Banten offers an exceptional experience of diving, snorkelin...",67558139928_10154931699294929,indonesia.travel,"Have you ever dreamed of living on your own island? Oar Island is one of the most beautiful tropical getaways, part of the Ujung Kulon National Park in Banten province. The island has kept its pristine natural beauty with little influence from humans. Take a 6 hours drive from Jakarta and hop on a boat to reach the island. Go swimming, dive, snorkel, ride a banana boat, try jet skiing or even fishing. This is the perfect place to get real close to nature and cleanse your soul. #WonderfulIndonesia With white sand beaches and amazing beautiful sea life, Oar Island in Ujung Kulon National Park, Banten offers an exceptional experience of diving, snorkelin...",Banten province$$Ujung Kulon National Park$$Oar Island$$Jakarta
"Don’t miss out on a once in a lifetime experience. Travel to the magnificent Borobudur Temple in Central Java for this year’s Vesak Day and witness Buddhists from across Indonesia and beyond take part in a series of rituals from 9th-11 May 2017.  The pinnacle of the rituals is the release of 1,000 lanterns into the night sky symbolizing enlightenment for the entire universe. #WonderfulIndonesia

http://www.indonesia.travel/en/post/inspiring-vesak-day-rituals-at-the-magnificent-borobudur-temple",,67558139928_10154928618299929,indonesia.travel,"Dont miss out on a once in a lifetime experience. Travel to the magnificent Borobudur Temple in Central Java for this years Vesak Day and witness Buddhists from across Indonesia and beyond take part in a series of rituals from 9th-11 May 2017.  The pinnacle of the rituals is the release of 1,000 lanterns into the night sky symbolizing enlightenment for the entire universe. #WonderfulIndonesia

  ",Indonesia$$Borobudur Temple
"Want to make this year the ultimate year for romance? Plan early for Valentine’s Day with your loved one. Buy a ticket to Bali and spend a romantic day along Jimbaran’s Tegal Wangi Beach. This is one of the most unique hidden beaches in Bali where you will be surrounded by high cliffs and green nature on your way down to the beach. Once your feet touch the pearly white sand, you and your partner will realize that the memory of this romantic escapade will last forever. #WonderfulIndonesia

https://www.youtube.com/watch?v=lzDnDlSaeuU","Wonderful Indonesia Locations : - Kp. Batik Klampa, Pamekasan - Borobudur, Central Java - Tambak Garam, Pamekasan - Tegal Wangi Beach, Jimbaran, Bali Music: ...",67558139928_10154924572839929,indonesia.travel,"Want to make this year the ultimate year for romance? Plan early for Valentines Day with your loved one. Buy a ticket to Bali and spend a romantic day along Jimbarans Tegal Wangi Beach. This is one of the most unique hidden beaches in Bali where you will be surrounded by high cliffs and green nature on your way down to the beach. Once your feet touch the pearly white sand, you and your partner will realize that the memory of this romantic escapade will last forever. #WonderfulIndonesia

  Wonderful Indonesia Locations : - Kp. Batik Klampa, Pamekasan - Borobudur, Central Java - Tambak Garam, Pamekasan - Tegal Wangi Beach, Jimbaran, Bali Music: ...",Bali$$Indonesia$$Jimbaran$$Wangi Beach$$Pamekasan - Borobudur$$Tambak Garam$$Pamekasan - Tegal Wangi Beach
"Where can you find a luxurious villa to stay at on a budget vacation? Bali of course! Set among a lush tropical garden, the Colonial Villa is a unique budget resort located in Bali. It’s a 2 story villa with 3 bedrooms and a private pool. #WonderfulIndonesia 

Photo by The Colonial Villa","Budget holidays are not impossible if we can find special value deals for accommodation and transportation. Hunting for those airline discounts and hotel promotion packages are essentials to remain within budget. With the flourishing number of visitors of the world to  Bali island for vacation, nowa...",67558139928_10154921045484929,indonesia.travel,"Where can you find a luxurious villa to stay at on a budget vacation? Bali of course! Set among a lush tropical garden, the Colonial Villa is a unique budget resort located in Bali. Its a 2 story villa with 3 bedrooms and a private pool. #WonderfulIndonesia 

Photo by The Colonial Villa Budget holidays are not impossible if we can find special value deals for accommodation and transportation. Hunting for those airline discounts and hotel promotion packages are essentials to remain within budget. With the flourishing number of visitors of the world to  Bali island for vacation, nowa...",Bali$$Colonial Villa
"If you love to dive, then you must plunge into the translucent waters of Bali’s Nusa Penida island. This is a favorite amongst divers because of its colorful and unique underwater treasures. Here is where you can swim alongside the weird yet wonderful Mola-mola Fish and Manta Rays. Fun fact? Nusa Penida is known as a cleaning station for the unique Mola-Mola fish, also known as ocean sunfish. #WonderfulIndonesia

https://www.youtube.com/watch?v=ivMnt7WH_EY","Wonderful Indonesia Locations: - Pulau Merah, Banyuwangi - Tj Balangan, Jimbaran, Bali - Savana Alas Purwo, Banyuwangi - Pasih Uug, Nusa Penida, Bali - Angle...",67558139928_10154912072359929,indonesia.travel,"If you love to dive, then you must plunge into the translucent waters of Balis Nusa Penida island. This is a favorite amongst divers because of its colorful and unique underwater treasures. Here is where you can swim alongside the weird yet wonderful Mola-mola Fish and Manta Rays. Fun fact? Nusa Penida is known as a cleaning station for the unique Mola-Mola fish, also known as ocean sunfish. #WonderfulIndonesia

  Wonderful Indonesia Locations: - Pulau Merah, Banyuwangi - Tj Balangan, Jimbaran, Bali - Savana Alas Purwo, Banyuwangi - Pasih Uug, Nusa Penida, Bali - Angle...",Bali$$Pulau Merah$$Jimbaran$$Balis Nusa Penida$$Banyuwangi$$Bali - Savana Alas Purwo
"Major cities across Indonesia are preparing to celebrate Chinese New Year, which falls on 28th January 2017. This year, celebrate this festive day at the Chinese New Year Market in Semarang, famous for selling a large variety of decorations, Chinese-style clothes, knick-knacks and food. What's the best snack to enjoy during your stay in Semarang? Why the ever so famous Lumpia Semarang spring roll, of course! #WonderfulIndonesia","﻿With a large population of Chinese descent -most of whom have lived here for generations, the Chinese culture and traditions have taken root deeply in various parts of the Indonesian Archipelago. For that reason, Chinese New Year- here known as Imlek –has been declared a national holiday and is alw...",67558139928_10154908147064929,indonesia.travel,"Major cities across Indonesia are preparing to celebrate Chinese New Year, which falls on 28th January 2017. This year, celebrate this festive day at the Chinese New Year Market in Semarang, famous for selling a large variety of decorations, Chinese-style clothes, knick-knacks and food. What's the best snack to enjoy during your stay in Semarang? Why the ever so famous Lumpia Semarang spring roll, of course! #WonderfulIndonesia With a large population of Chinese descent -most of whom have lived here for generations, the Chinese culture and traditions have taken root deeply in various parts of the Indonesian Archipelago. For that reason, Chinese New Year- here known as Imlek has been declared a national holiday and is alw...",Imlek$$Semarang$$Indonesia
"The Tangkoko Nature Reserve located in the district of Bitung, North Sulawesi province is the perfect place for nature lovers to explore the beauty of flora and fauna. This is the home of unique endangered animals, like the wide-eyed tarsius and the black macaque monkey. Read below to find out more. #WonderfulIndonesia","The Tangkoko Nature Reserve is a flora and fauna conservation area on Mount Tangkoko in the district of Bitung in the province of North Sulawesi, about one hour’s drive from Manado. The reserve is particularly attractive for its unique wildlife that can be observed roaming free in the forest.",67558139928_10154905570244929,indonesia.travel,"The Tangkoko Nature Reserve located in the district of Bitung, North Sulawesi province is the perfect place for nature lovers to explore the beauty of flora and fauna. This is the home of unique endangered animals, like the wide-eyed tarsius and the black macaque monkey. Read below to find out more. #WonderfulIndonesia The Tangkoko Nature Reserve is a flora and fauna conservation area on Mount Tangkoko in the district of Bitung in the province of North Sulawesi, about one hours drive from Manado. The reserve is particularly attractive for its unique wildlife that can be observed roaming free in the forest.",Manado$$North Sulawesi$$Mount Tangkoko$$Bitung
"You can’t call yourself a true surfer until you’ve conquered the legendary 7 rolls of waves at G-Land in Banyuwangi , at the most eastern tip of the island of Java. The beach located in the Banyuwangi Regency in Indonesia is a paradise for surfers that offer some of the most challenging waves in the world. #WonderfulIndonesia

Photo by Willy Souw","Indonesia is most proud of the Plengkung Beach at the eastern tip of Java Island. Aside from its enchanting natural beauty, the long curving coast line here is recognized as one of the best surfing sites on the face of the earth. More familiarly known among world’s renowned international surfers as…",67558139928_10154902056419929,indonesia.travel,"You cant call yourself a true surfer until youve conquered the legendary 7 rolls of waves at G-Land in Banyuwangi , at the most eastern tip of the island of Java. The beach located in the Banyuwangi Regency in Indonesia is a paradise for surfers that offer some of the most challenging waves in the world. #WonderfulIndonesia

Photo by Willy Souw Indonesia is most proud of the Plengkung Beach at the eastern tip of Java Island. Aside from its enchanting natural beauty, the long curving coast line here is recognized as one of the best surfing sites on the face of the earth. More familiarly known among worlds renowned international surfers as",Banyuwangi Regency$$Indonesia$$Plengkung Beach$$Banyuwangi$$Java Island
