message,description,id,page_id,full_text,locations
"More than 900 types of chrysanthemum collected from across the world are on display at the Gongqing Forest Park in Shanghai from Oct 30 to Nov 30. 

Chrysanthemum indicates nobleness and longevity in Chinese culture and it's been a tradition to enjoy chrysanthemum blossoms as well as drink chrysanthemum tea in autumn. #travel #visitChina

http://bit.ly/2exBn93",,297751913699970_783116461830177,visitchinanow,"More than 900 types of chrysanthemum collected from across the world are on display at the Gongqing Forest Park in Shanghai from Oct 30 to Nov 30. 

Chrysanthemum indicates nobleness and longevity in Chinese culture and it's been a tradition to enjoy chrysanthemum blossoms as well as drink chrysanthemum tea in autumn. #travel #visitChina

  ",Gongqing Forest Park$$Shanghai
,"Jinshanling Great Wall, a two hour drive from Beijing, is an ideal destination for weekend excursions.",297751913699970_783064041835419,visitchinanow," Jinshanling Great Wall, a two hour drive from Beijing, is an ideal destination for weekend excursions.",Jinshanling Great Wall$$Beijing
"Visit the Chimelong Safari Park in Guangzhou to see this cuddly Panda family! #travel #visitChina
Source: Reuters
http://int.chimelong.com/GZ/safari",,297751913699970_780296635445493,visitchinanow,"Visit the Chimelong Safari Park in Guangzhou to see this cuddly Panda family! #travel #visitChina
Source: Reuters
  ",Guangzhou$$Chimelong Safari Park
,Jiuzhai Valley (九寨沟) is a destination worth visiting all year round.,297751913699970_779104268898063,visitchinanow, Jiuzhai Valley () is a destination worth visiting all year round.,Jiuzhai Valley
"Travel + Leisure lists the best places to go for winter break.

About 80 miles inland from Shanghai, Wuzhen is one of a handful of historic canal towns given special recognition by China at the end of the Yangtze River’s long route. Often compared to Venice for its abundant waterways, Wuzhen offers visitors similar opportunities to immerse themselves in culture.  #China #travel

http://tandl.me/2ewLRt1",,297751913699970_776313969177093,visitchinanow,"Travel + Leisure lists the best places to go for winter break.

About 80 miles inland from Shanghai, Wuzhen is one of a handful of historic canal towns given special recognition by China at the end of the Yangtze Rivers long route. Often compared to Venice for its abundant waterways, Wuzhen offers visitors similar opportunities to immerse themselves in culture.  #China #travel

  ",Wuzhen$$Shanghai$$China$$Yangtze Rivers$$Venice
"Perhaps the most famous pavilion around West Lake is Jixian Pavilion and for good reason. From here, you can get a picturesque view of West Lake in its entirety. Pavilions are traditionally supposed to be integrated with the surrounding scenery, and this one is no exception. As you walk out along the causeway to the pavilion, it feels as though you are walking on the water itself. 

Behind you, you see the traditional Chinese architecture, while in front, there's nothing but the huge expanse of the lake and its surrounding mountains and pagodas.  Hangzhou, China for more on Hangzhou!  #travel #visitChina",,297751913699970_776285232513300,visitchinanow,"Perhaps the most famous pavilion around West Lake is Jixian Pavilion and for good reason. From here, you can get a picturesque view of West Lake in its entirety. Pavilions are traditionally supposed to be integrated with the surrounding scenery, and this one is no exception. As you walk out along the causeway to the pavilion, it feels as though you are walking on the water itself. 

Behind you, you see the traditional Chinese architecture, while in front, there's nothing but the huge expanse of the lake and its surrounding mountains and pagodas.  Hangzhou, China for more on Hangzhou!  #travel #visitChina ",Hangzhou$$China$$Jixian Pavilion$$West Lake
"Did you know Shanghai offers a 144-hour Visa-free Transit?
Transit tourists from 51 countries are now permitted a 144-hour visa-free stay inside Shanghai! #travel #visitChina",,297751913699970_775181849290305,visitchinanow,"Did you know Shanghai offers a 144-hour Visa-free Transit?
Transit tourists from 51 countries are now permitted a 144-hour visa-free stay inside Shanghai! #travel #visitChina ",Shanghai
,Drinking morning tea is one of the most distinct characteristics of Guangdong culture. The combination of a pot of tea and a brunch of dim sum has become an integrated part of daily life among locals. #VisitingGuangzhou,297751913699970_760715724070251,visitchinanow, Drinking morning tea is one of the most distinct characteristics of Guangdong culture. The combination of a pot of tea and a brunch of dim sum has become an integrated part of daily life among locals. #VisitingGuangzhou,Guangdong
Happy World Tourism Day! Is China on your travel list? #travel #visitChina,,297751913699970_760682587406898,visitchinanow,Happy World Tourism Day! Is China on your travel list? #travel #visitChina ,China
"Travel + Leisure recommends the best trips to take with your kids.

""If You Have 4 Weeks
Try Remote Lands for Mandarin language immersion in China.
Practice Chinese daily with a bilingual teacher while touring the country.""

http://tandl.me/2craBOB",,297751913699970_758861627588994,visitchinanow,"Travel + Leisure recommends the best trips to take with your kids.

""If You Have 4 Weeks
Try Remote Lands for Mandarin language immersion in China.
Practice Chinese daily with a bilingual teacher while touring the country.""

  ",China
"Such a beautiful sunset over the West Lake in #Huangzhou, China. Pick a viewing point by a willow-pattern bridge and let the sunset float you across the centuries. Lonely Planet #travel #visitChina
http://bit.ly/2cCF4eO",,297751913699970_755378654603958,visitchinanow,"Such a beautiful sunset over the West Lake in #Huangzhou, China. Pick a viewing point by a willow-pattern bridge and let the sunset float you across the centuries. Lonely Planet #travel #visitChina
  ",China$$West Lake
Your trip to China is not complete unless you visit The #Dingdu Pavilion. #travel #visitChina,,297751913699970_740715112736979,visitchinanow,Your trip to China is not complete unless you visit The #Dingdu Pavilion. #travel #visitChina ,China
"Boasting 48 Unesco World Heritage Sites 5000 years in the making, China offers a civilization and culture that must be experienced firsthand. Come visit “Beautiful China,” 5000 years new!

Also read about Lonely Planet writers’ most incredible trips to China and share your own for a chance to win a $1000 travel voucher. #travel #visitChina #competition","First-hand travelogues from Lonely Planet writers on their favourite China trips, from Běijīng, Shanghai and the Great Wall to the Silk Road. Share yours to win a $1000 travel voucher!",297751913699970_739243116217512,visitchinanow,"Boasting 48 Unesco World Heritage Sites 5000 years in the making, China offers a civilization and culture that must be experienced firsthand. Come visit Beautiful China, 5000 years new!

Also read about Lonely Planet writers most incredible trips to China and share your own for a chance to win a $1000 travel voucher. #travel #visitChina #competition First-hand travelogues from Lonely Planet writers on their favourite China trips, from Bijng, Shanghai and the Great Wall to the Silk Road. Share yours to win a $1000 travel voucher!",Great Wall$$Shanghai$$Beautiful China$$China$$Silk Road$$Bijng
,Cliff-face lift in #Zhangjiajie National Forest Park: Bailong Elevator (百龙天梯) holds the record for the world’s tallest outdoor lift. It carries tourists about 330m up the side of a massive sandstone column. What is more exciting for visitors is that the lift is glass-bottomed! #ThisIsHunan,297751913699970_736575516484272,visitchinanow, Cliff-face lift in #Zhangjiajie National Forest Park: Bailong Elevator () holds the record for the worlds tallest outdoor lift. It carries tourists about 330m up the side of a massive sandstone column. What is more exciting for visitors is that the lift is glass-bottomed! #ThisIsHunan,#Zhangjiajie National Forest Park
"The Jin Mao Tower in #Shanghai has an unusual attraction for thrillseekers: On the skyscraper's 88th floor, there is a glass walkway with not even handrails to block the views! Are you brave enough to try this?

tandl.me/2b8IG75",,297751913699970_734688736672950,visitchinanow,"The Jin Mao Tower in #Shanghai has an unusual attraction for thrillseekers: On the skyscraper's 88th floor, there is a glass walkway with not even handrails to block the views! Are you brave enough to try this?

  ",Jin Mao Tower
"The Temple of Heaven Park is located in the #Chongwen District, #Beijing. Originally, this was the place where emperors of the Ming Dynasty (1368 - 1644) and Qing Dynasty (1644 - 1911) held the Heaven Worship Ceremony. It is China's largest and most representative existing masterpiece among China’s ancient sacrificial buildings. #travel",,297751913699970_734292293379261,visitchinanow,"The Temple of Heaven Park is located in the #Chongwen District, #Beijing. Originally, this was the place where emperors of the Ming Dynasty (1368 - 1644) and Qing Dynasty (1644 - 1911) held the Heaven Worship Ceremony. It is China's largest and most representative existing masterpiece among Chinas ancient sacrificial buildings. #travel ",China$$Temple of Heaven Park
"As a pioneer in China travel for two decades, Explorient Travel Services, Inc. boasts the widest array of highly exclusive and innovative vacation experiences of #China and The Orient. Designed with the discerning traveler in mind, their comprehensive China tour portfolio spans everything from ultra luxury tours, to unforgettable family holidays, to back-to-nature adventures. #travel

http://bit.ly/1MwwE3M",,297751913699970_733405916801232,visitchinanow,"As a pioneer in China travel for two decades, Explorient Travel Services, Inc. boasts the widest array of highly exclusive and innovative vacation experiences of #China and The Orient. Designed with the discerning traveler in mind, their comprehensive China tour portfolio spans everything from ultra luxury tours, to unforgettable family holidays, to back-to-nature adventures. #travel

  ",China
First time in #Shanghai? Explore the best of the city with Lonely Planet's guide! Lonely Planet bit.ly/2affjRR,,297751913699970_730755307066293,visitchinanow,First time in #Shanghai? Explore the best of the city with Lonely Planet's guide! Lonely Planet   ,Lonely Planet
"As an essential part of Chinese cultural heritage, ancient towns in #China reflect the histories and traditions of different people and areas. Get to know 5 of China’s most characteristic ancient towns. #travel http://on.china.cn/2abbmQg",,297751913699970_726688037473020,visitchinanow,"As an essential part of Chinese cultural heritage, ancient towns in #China reflect the histories and traditions of different people and areas. Get to know 5 of Chinas most characteristic ancient towns. #travel   ",
"Looking for a unique traveling experience? The #Waitan Sightseeing Tunnel travels 2122 feet under the Huangpu River, connecting the #Bund on the western bank to Lujiazui on the eastern. Visitors board glass-windowed trams and travel a sci-fi-esque tunnel, outfitted with lasers and others audio-visual effects. #travel",,297751913699970_723476711127486,visitchinanow,"Looking for a unique traveling experience? The #Waitan Sightseeing Tunnel travels 2122 feet under the Huangpu River, connecting the #Bund on the western bank to Lujiazui on the eastern. Visitors board glass-windowed trams and travel a sci-fi-esque tunnel, outfitted with lasers and others audio-visual effects. #travel ",Huangpu River$$Lujiazui
#Throwback to the #Beijing Olympics in 2008. Do you remember where you were? #olympics2008,,297751913699970_718474174961073,visitchinanow,#Throwback to the #Beijing Olympics in 2008. Do you remember where you were? #olympics2008 ,
"#Suzhou, often referred to as the ""Venice of the East"" is famous for its #UNESCO-listed classical Chinese gardens and beautiful canals. #travel",,297751913699970_715984565210034,visitchinanow,"#Suzhou, often referred to as the ""Venice of the East"" is famous for its #UNESCO-listed classical Chinese gardens and beautiful canals. #travel ",Venice
"Bring your #Mickey Ears because Disney revealed their latest resort in #Shanghai today! Experience the Magical Kingdom and take a trip to China this summer. http://bit.ly/1nGKEQV
#travel #visitchina",,297751913699970_713071105501380,visitchinanow,"Bring your #Mickey Ears because Disney revealed their latest resort in #Shanghai today! Experience the Magical Kingdom and take a trip to China this summer.  
#travel #visitchina ",China
"Disney #Shanghai opens tomorrow, June 16th for the first time ever! Are you going to visit this summer? #china #travel #disney",,297751913699970_712579862217171,visitchinanow,"Disney #Shanghai opens tomorrow, June 16th for the first time ever! Are you going to visit this summer? #china #travel #disney ",
"With over 5,000 years of rich history and a magnificent natural beauty to match, #China has much to intrigue the inquisitive traveler. Experience all China has to offer with Wendy Wu Tours USA. #summertravel #tourism

www.wendywutours.com/china/",,297751913699970_711562882318869,visitchinanow,"With over 5,000 years of rich history and a magnificent natural beauty to match, #China has much to intrigue the inquisitive traveler. Experience all China has to offer with Wendy Wu Tours USA. #summertravel #tourism

  ",China
Where will your journey to The Great Wall take you? #summertravel #visitchina,,297751913699970_709082505900240,visitchinanow,Where will your journey to The Great Wall take you? #summertravel #visitchina ,
"The incredible Reed Flute Cave, located in #Guilin, #China, is a must see for any tourists! The cave was named after the verdant reeds that grow outside of it, which are used by local people to make flutes. Erosion caused by dripping water has created stunning stone pillars and rock formations. #travel #beauty",,297751913699970_707480766060414,visitchinanow,"The incredible Reed Flute Cave, located in #Guilin, #China, is a must see for any tourists! The cave was named after the verdant reeds that grow outside of it, which are used by local people to make flutes. Erosion caused by dripping water has created stunning stone pillars and rock formations. #travel #beauty ",
Wondering where you should visit in #China? Here are the top 10 tourist destinations for 2016! #travel #tourism,"Explore China in 2016 by visiting some of China’s 10 currently most-recommended destinations, including Beijing, Xi’an, and Shanghai",297751913699970_707084039433420,visitchinanow,"Wondering where you should visit in #China? Here are the top 10 tourist destinations for 2016! #travel #tourism Explore China in 2016 by visiting some of Chinas 10 currently most-recommended destinations, including Beijing, Xian, and Shanghai",China$$Shanghai$$Xian$$Beijing
"Did you know it took around 37 years and an estimated 700,000 people to make the Terracotta Army?  #china #travel","Go behind the scenes with First Lady Michelle Obama as she visits the Museum of Qin Terra Cotta Warriors in Xi'an, China. Narrated by First Lady Michelle Oba...",297751913699970_706362332838924,visitchinanow,"Did you know it took around 37 years and an estimated 700,000 people to make the Terracotta Army?  #china #travel Go behind the scenes with First Lady Michelle Obama as she visits the Museum of Qin Terra Cotta Warriors in Xi'an, China. Narrated by First Lady Michelle Oba...",Xi'an$$China
"The Three #Pagodas of Dali are famous in #China for their size, beauty, and antiquity, and for their preservation. The central one is more than 1,100 years old and is one of the tallest pagodas ever built in China.",,297751913699970_704810196327471,visitchinanow,"The Three #Pagodas of Dali are famous in #China for their size, beauty, and antiquity, and for their preservation. The central one is more than 1,100 years old and is one of the tallest pagodas ever built in China. ",China
"This glass bridge is located at the Grand Canyon of Zhangjiajie National Forest Park in Hunan, #China. It is expected to open in July and hold the weight of around 800 people. It will be the world's highest and longest glass bottom bridge. #travel","Zhangjiajie, a scenic national park in the country's Hunan province, is set to open the world's longest and highest glass-bottomed bridge in July.",297751913699970_704491309692693,visitchinanow,"This glass bridge is located at the Grand Canyon of Zhangjiajie National Forest Park in Hunan, #China. It is expected to open in July and hold the weight of around 800 people. It will be the world's highest and longest glass bottom bridge. #travel Zhangjiajie, a scenic national park in the country's Hunan province, is set to open the world's longest and highest glass-bottomed bridge in July.",Grand Canyon of Zhangjiajie National Forest Park$$Zhangjiajie$$Hunan province$$Hunan
The fastest train in the world is the #Shanghai Maglev. The Maglev runs nearly 19 miles from Shanghai’s Pudong International Airport to the Longyang metro station on the outskirts of Shanghai. The train hits speeds up to (267 mph) or 431 km/hr. #train #china,"While a new era of supersonic airplanes remains a concept, bullet trains are a reality around the world—and they're getting faster.",297751913699970_701324930009331,visitchinanow,"The fastest train in the world is the #Shanghai Maglev. The Maglev runs nearly 19 miles from Shanghais Pudong International Airport to the Longyang metro station on the outskirts of Shanghai. The train hits speeds up to (267 mph) or 431 km/hr. #train #china While a new era of supersonic airplanes remains a concept, bullet trains are a reality around the worldand they're getting faster.",Shanghai$$Longyang$$Shanghais Pudong International Airport
"Beijing and Shanghai are well known destinations in #China, however many forget Yunnan's fascinating beauty. #travel http://bit.ly/1NqJTYn",,297751913699970_698632293611928,visitchinanow,"Beijing and Shanghai are well known destinations in #China, however many forget Yunnan's fascinating beauty. #travel   ",Yunnan$$Shanghai$$Beijing
"The Tianzi Mountain Nature Reserve in Hunan provides stunning views of peaks, which rise one after another. Visitors can take a cable car to see these charming peaks. #travel #nature",,297751913699970_696227070519117,visitchinanow,"The Tianzi Mountain Nature Reserve in Hunan provides stunning views of peaks, which rise one after another. Visitors can take a cable car to see these charming peaks. #travel #nature ",Hunan
"Since ancient times Chengdu has been known as ""The Land of Heaven."" It is also the Giant Panda's hometown. The New York Times gives us insight on our to spend 36 hours in Chengdu, China!","Despite being a center of high-tech industry, the old way of life persists in the city, with graceful teahouses, serene parks and a lively Tibetan quarter.",297751913699970_695828447225646,visitchinanow,"Since ancient times Chengdu has been known as ""The Land of   is also the Giant Panda's hometown. The New York Times gives us insight on our to spend 36 hours in Chengdu, China! Despite being a center of high-tech industry, the old way of life persists in the city, with graceful teahouses, serene parks and a lively Tibetan quarter.",China$$Chengdu
"Sanya on China's Hainan island is said to be the ""Hawaii of China"" for it's tropical climate, beautiful beaches and luxury resorts. #vacation #tourism","China’s premier beach community claims to be the ‘Hawaii of China,’ but ‘Moscow on the South China Sea’ is more like it. The modern,...",297751913699970_693775714097586,visitchinanow,"Sanya on China's Hainan island is said to be the ""Hawaii of China"" for it's tropical climate, beautiful beaches and luxury resorts. #vacation #tourism Chinas premier beach community claims to be the Hawaii of China, but Moscow on the South China Sea is more like it. The modern,...",Hainan$$China$$South China Sea$$Moscow$$Hawaii$$Sanya
The Beijing Opera is truly magical and a must see when visiting China. Visit www.cnto.org to plan your trip. #travel #tourism,,297751913699970_692800270861797,visitchinanow,The Beijing Opera is truly magical and a must see when visiting China. Visit   plan your trip. #travel #tourism ,China$$Beijing Opera
"Visiting Shanghai, China and wondering where to eat? Check out this guide on the city's best restaurants and cafes from Condé Nast Traveler! #FoodieFriday",Read our guide to the best restaurants and cafés in Shanghai,297751913699970_687622248046266,visitchinanow,"Visiting Shanghai, China and wondering where to eat? Check out this guide on the city's best restaurants and cafes from Cond Nast Traveler! #FoodieFriday Read our guide to the best restaurants and cafs in Shanghai",China$$Shanghai
"This fall, you can take a #trip with China Travel Service USA to explore the Terracotta Warriors in Xi'an, the pandas in Chengdu, and other major #China attractions! Check out the itinerary here: http://ow.ly/10zSOl",,297751913699970_686451938163297,visitchinanow,"This fall, you can take a #trip with China Travel Service USA to explore the Terracotta Warriors in Xi'an, the pandas in Chengdu, and other major #China attractions! Check out the itinerary here:   ",Xi'an$$Chengdu
Check out these cool photos that give a disorienting look at some of China's weirdest buildings via Business Insider. #travel,"With over 300 skyscrapers in the metropolitan area, Hong Kong remains photographer Andy Young's favorite city to photograph.",297751913699970_684063298402161,visitchinanow,"Check out these cool photos that give a disorienting look at some of China's weirdest buildings via Business Insider. #travel With over 300 skyscrapers in the metropolitan area, Hong Kong remains photographer Andy Young's favorite city to photograph.",China$$Hong Kong
"The new #Disney resort in Shanghai, China is going to be unreal! Tickets are already on sale - click below for more details from Travel + Leisure.",Seeing that golden peony atop Enchanted Storybook Castle when Shanghai Disneyland Park takes in its first guests is going to be harder than the causal plane-hopping Disney fanatic may have thought.,297751913699970_680497055425452,visitchinanow,"The new #Disney resort in Shanghai, China is going to be unreal! Tickets are already on sale - click below for more details from Travel + Leisure. Seeing that golden peony atop Enchanted Storybook Castle when Shanghai Disneyland Park takes in its first guests is going to be harder than the causal plane-hopping Disney fanatic may have thought.",China$$Shanghai$$Shanghai Disneyland Park
"Delta will be launching direct flights from Los Angeles to Beijing, China! Click here for details from USA TODAY. #travel #china",The Beijing flights would give Delta five long-haul trans-Pacific destinations from LAX.,297751913699970_679734522168372,visitchinanow,"Delta will be launching direct flights from Los Angeles to Beijing, China! Click here for details from USA TODAY. #travel #china The Beijing flights would give Delta five long-haul trans-Pacific destinations from LAX.",China$$Los Angeles$$Beijing$$USA
"Did you know the #silkroad runs approximately 2,485 miles in China alone? Journey through its natural beauty & fascinating cultures through unique places like the villages in Xinjiang! #travel #wanderlust",,297751913699970_672389182902906,visitchinanow,"Did you know the #silkroad runs approximately 2,485 miles in China alone? Journey through its natural beauty & fascinating cultures through unique places like the villages in Xinjiang! #travel #wanderlust ",Xinjiang$$China
"Videographer Nadav Barnea captured incredible moments in #China! You can follow him and see more of his videos here https://vimeo.com/user34314634 #travel 

Music: St. Clearity by The Paper Kites",,297751913699970_671967619611729,visitchinanow,"Videographer Nadav Barnea captured incredible moments in #China! You can follow him and see more of his videos here   #travel 

Music: St. Clearity by The Paper Kites ",St. Clearity
"The Potala Palace in Lhasa, Tibet and among the #silkroad is featured in Condé Nast Traveler's 15 Most Beautiful Museums in the World list! #travel","Once the home to the Dalai Lama, this towering 17th-century structure now functions as a state museum. The massive palace has 13 stories and more than 1,000 rooms, as well as centuries-old shrines. For those willing to ascend the 12,000+-foot climb, the main payoff will be the complex's otherwor…",297751913699970_668196303322194,visitchinanow,"The Potala Palace in Lhasa, Tibet and among the #silkroad is featured in Cond Nast Traveler's 15 Most Beautiful Museums in the World list! #travel Once the home to the Dalai Lama, this towering 17th-century structure now functions as a state museum. The massive palace has 13 stories and more than 1,000 rooms, as well as centuries-old shrines. For those willing to ascend the 12,000+-foot climb, the main payoff will be the complex's otherwor",Lhasa$$Tibet$$Potala Palace
"Xian, China is growing in its popularity as a tourist destination! This city is along the ancient #silkroad and has many cultural and historical treasures. 

Click here to learn more about this amazing city: http://ow.ly/Z1MO0",,297751913699970_666695936805564,visitchinanow,"Xian, China is growing in its popularity as a tourist destination! This city is along the ancient #silkroad and has many cultural and historical treasures. 

Click here to learn more about this amazing city:   ",China$$Xian
