message,description,id,page_id,full_text,locations
"Located at an altitude of 17,800 ft, Gurudongmar lake in Sikkim is one of the highest lakes in the world. #IncredibleIndia",,144113158937441_1611907255491350,incredibleindia,"Located at an altitude of 17,800 ft, Gurudongmar lake in Sikkim is one of the highest lakes in the world. #IncredibleIndia ",Sikkim
"Pongal, the harvest festival of Tamil Nadu, has a unique & beautiful custom of boiling a pot of milk. The boiling milk is allowed to overflow, which symbolises abundance, happiness and prosperity. #Festival #IncredibleIndia",,144113158937441_1611897285492347,incredibleindia,"Pongal, the harvest festival of Tamil Nadu, has a unique & beautiful custom of boiling a pot of milk. The boiling milk is allowed to overflow, which symbolises abundance, happiness and prosperity. #Festival #IncredibleIndia ",Tamil Nadu
"#FanShare 
Beautiful Leh, Ladakh (India) as captured by Mandeep Arora",,144113158937441_1604853466196729,incredibleindia,"#FanShare 
Beautiful Leh, Ladakh (India) as captured by Mandeep Arora ",India$$Ladakh
"The illuminated Vidyasagar Setu, across the River Hooghly in West Bengal, is truly a sight to behold. #Kolkata  #Night #IncredibleIndia",,144113158937441_1603791449636264,incredibleindia,"The illuminated Vidyasagar Setu, across the River Hooghly in West Bengal, is truly a sight to behold. #Kolkata  #Night #IncredibleIndia ",River Hooghly$$West Bengal
"Built by architect Furiburz Sabha, this Bahá'í Temple looks spectacular at dusk when it is all lit up. #LotusTemple #Delhi #Night",,144113158937441_1602854313063311,incredibleindia,"Built by architect Furiburz Sabha, this Bah' Temple looks spectacular at dusk when it is all lit up. #LotusTemple #Delhi #Night ",
"Pandavleni caves are a group of 24 caves. Also known as Trirashmi Buddhist caves, these are dedicated to the monks and are the oldest caves of Maharashtra. 

#Pandavleni #Maharashtra #cave #rockcut #architecture #TravelTuesday #IncredibleIndia",,144113158937441_1600921629923246,incredibleindia,"Pandavleni caves are a group of 24 caves. Also known as Trirashmi Buddhist caves, these are dedicated to the monks and are the oldest caves of Maharashtra. 

#Pandavleni #Maharashtra #cave #rockcut #architecture #TravelTuesday #IncredibleIndia ",Maharashtra
Get starstruck!  Go night camping and stargazing at #Sonmarg and celebrate the starlit skies. #JammuandKashmir #Stargazing #night #wanderlust #IncredibleIndia,,144113158937441_1599977820017627,incredibleindia,Get starstruck!  Go night camping and stargazing at #Sonmarg and celebrate the starlit skies. #JammuandKashmir #Stargazing #night #wanderlust #IncredibleIndia ,
"This is the temple of Lord Krishna, worshipped here as Dwarkadhish, the Lord of Dwarka. The 72-pillared temple, believed to be about 2000 years old, wears a beautiful festive look in the nights with all its lights on.

#ShreeDwarkadhishTemple #Gujarat #Night #spirituality #IncredibleIndia",,144113158937441_1598031206878955,incredibleindia,"This is the temple of Lord Krishna, worshipped here as Dwarkadhish, the Lord of Dwarka. The 72-pillared temple, believed to be about 2000 years old, wears a beautiful festive look in the nights with all its lights on.

#ShreeDwarkadhishTemple #Gujarat #Night #spirituality #IncredibleIndia ",
"Go scuba diving with your loved one & pep up your romance at the stunning Havelock Island in the Andamans. Prepare to be amazed as you swim with beautiful corals, exquisitely patterned fishes, and seabed gardens in the tranquil waters. 

Head to Havelock for fun-filled, romantic & absolutely wonderful days & nights. 

#Andamans #island #romantic #IncredibleIndia",,144113158937441_1598002393548503,incredibleindia,"Go scuba diving with your loved one & pep up your romance at the stunning Havelock Island in the Andamans. Prepare to be amazed as you swim with beautiful corals, exquisitely patterned fishes, and seabed gardens in the tranquil waters. 

Head to Havelock for fun-filled, romantic & absolutely wonderful days & nights. 

#Andamans #island #romantic #IncredibleIndia ",Havelock Island
Nature’s majestic architecture - Explore the Grand Canyon of India and the Gandikota fort. #AndhraPradesh #IncredibleIndia,,144113158937441_1596789310336478,incredibleindia,Natures majestic architecture - Explore the Grand Canyon of India and the Gandikota fort. #AndhraPradesh #IncredibleIndia ,Gandikota$$India
"Keibul Lamjao, situated in Manipur, is the only 'floating' sanctuary in the world. It mainly consists of 40 sq. km. of wetland with 1.5 m. deep floating vegetation. The Loktak lake, the largest freshwater lake in India, is a highlight of the park. The park is also known for its rare and unique fauna and is home to the Sangai or brow-antlered deer, one of the most endangered species of deer in the world. 

#KeibulLamjao #Manipur #IncredibleIndia",,144113158937441_1596784863670256,incredibleindia,"Keibul Lamjao, situated in Manipur, is the only 'floating' sanctuary in the world. It mainly consists of 40 sq. km. of wetland with   deep floating vegetation. The Loktak lake, the largest freshwater lake in India, is a highlight of the park. The park is also known for its rare and unique fauna and is home to the Sangai or brow-antlered deer, one of the most endangered species of deer in the world. 

#KeibulLamjao #Manipur #IncredibleIndia ",Manipur$$India
"Rekindle your romance in misty Darjeeling. Watch a beautiful sunrise atop Tiger Hill, take a leisurely stroll with your loved one through the lush tea plantations or spend a romantic evening at a café. 

#Darjeeling #romantic #IncredibleIndia #WestBengal 

📷 Nishta Daya",,144113158937441_1595689653779777,incredibleindia,"Rekindle your romance in misty Darjeeling. Watch a beautiful sunrise atop Tiger Hill, take a leisurely stroll with your loved one through the lush tea plantations or spend a romantic evening at a caf. 

#Darjeeling #romantic #IncredibleIndia #WestBengal 

 Nishta Daya ",
Pre-loaded Sim Card for Tourists arriving in India on E-visa,,144113158937441_1594726977209378,incredibleindia,Pre-loaded Sim Card for Tourists arriving in India on E-visa ,India
"The Union Minister of State (Independent Charge) for Tourism and Culture, Dr. Mahesh Sharma launched the initiative of the Ministry of Tourism, Government of India for providing pre-loaded sim card to foreign tourists arriving in India on e-Visa today in New Delhi.",,144113158937441_1594521623896580,incredibleindia,"The Union Minister of State (Independent Charge) for Tourism and Culture, Dr. Mahesh Sharma launched the initiative of the Ministry of Tourism, Government of India for providing pre-loaded sim card to foreign tourists arriving in India on e-Visa today in New Delhi. ",India$$New Delhi
"Celebrate the day of love at Taj Mahal, a breathtaking vision in marble with its beautiful calligraphy and undying romance. #ValentinesDay #TajMahal #IncredibleIndia",,144113158937441_1593411447340931,incredibleindia,"Celebrate the day of love at Taj Mahal, a breathtaking vision in marble with its beautiful calligraphy and undying romance. #ValentinesDay #TajMahal #IncredibleIndia ",
"Head to the beautiful Cabo De Rama Beach in South Goa for a perfect romantic evening. 

Listen to the waves, watch a splendid sunset, and spend a few hours with your loved one in the tranquil shores. 

#Goa #beach #romantic #IncredibleIndia",,144113158937441_1592505774098165,incredibleindia,"Head to the beautiful Cabo De Rama Beach in South Goa for a perfect romantic evening. 

Listen to the waves, watch a splendid sunset, and spend a few hours with your loved one in the tranquil shores. 

#Goa #beach #romantic #IncredibleIndia ",Cabo De Rama Beach$$South Goa
"Snow-capped mountains, a glistening lake and a beautiful sunrise - the ideal setting for romantic days & nights, isn’t it? 

If you are still on the hunt for such a paradise, your wait is over. Rekindle your love at Tso Moriri, your perfect romantic getaway. Cuddle with your loved one, watch a stunning sunrise, and feel on top of the world! #TsoMoriri #Lake #sunrise #Wanderlust #IncredibleIndia",,144113158937441_1589931547688921,incredibleindia,"Snow-capped mountains, a glistening lake and a beautiful sunrise - the ideal setting for romantic days & nights, isnt it? 

If you are still on the hunt for such a paradise, your wait is over. Rekindle your love at Tso Moriri, your perfect romantic getaway. Cuddle with your loved one, watch a stunning sunrise, and feel on top of the world! #TsoMoriri #Lake #sunrise #Wanderlust #IncredibleIndia ",
"Taking a stroll along the beach is the best way to kickstart your day. Listen to the waves, meditate, watch a splendid sunrise and feel absolutely rejuvenated. If you are the sporty type, you have lots to do. Play Beach Volleyball, Ping Pong Ball Race or Frisbee with your friends, and begin your day with tons of fun.

#Beach #activity #IncredibleIndia",,144113158937441_1587881111227298,incredibleindia,"Taking a stroll along the beach is the best way to kickstart your day. Listen to the waves, meditate, watch a splendid sunrise and feel absolutely rejuvenated. If you are the sporty type, you have lots to do. Play Beach Volleyball, Ping Pong Ball Race or Frisbee with your friends, and begin your day with tons of fun.

#Beach #activity #IncredibleIndia ",Ping Pong Ball Race
"We are happy to announce that the 24x7 Toll-Free Tourist Infoline implemented by the Ministry of Tourism, Government of India has successfully completed one year of service. The Multilingual Infoline seeks to make tourism a safe & hassle-free experience for domestic and international tourists. The helpline provides tourists information relating to Travel & Tourism in India and also assist the callers by recommending the actions that need to be taken during times of distress while travelling in India.",,144113158937441_1587805164568226,incredibleindia,"We are happy to announce that the 24x7 Toll-Free Tourist Infoline implemented by the Ministry of Tourism, Government of India has successfully completed one year of service. The Multilingual Infoline seeks to make tourism a safe & hassle-free experience for domestic and international tourists. The helpline provides tourists information relating to Travel & Tourism in India and also assist the callers by recommending the actions that need to be taken during times of distress while travelling in India. ",India
"Listen to the wild roar of the Ganges as it flows beneath the magnificent iron suspension bridge, #LakshmanJhula. #TravelTuesday #IncredibleIndia",,144113158937441_1586723754676367,incredibleindia,"Listen to the wild roar of the Ganges as it flows beneath the magnificent iron suspension bridge, #LakshmanJhula. #TravelTuesday #IncredibleIndia ",Ganges
"Have you ever dreamt of spending a cosy, romantic evening in a city that seems straight out of a picture-story book? Then, head to Gangtok, and rekindle your love in its picturesque surroundings. With snow-covered mountains, a fascinating variety of flora & fauna and beautiful parks & gardens, Gangtok will surely woo your senses. And what’s more, there is nothing more beautiful than experiencing the magnificent sunrise over the Kanchenjunga while cuddling up with your loved one. Truly romantic, right?

#RomanticGetaway #Gangtok #IncredibleIndia",,144113158937441_1583364388345637,incredibleindia,"Have you ever dreamt of spending a cosy, romantic evening in a city that seems straight out of a picture-story book? Then, head to Gangtok, and rekindle your love in its picturesque surroundings. With snow-covered mountains, a fascinating variety of flora & fauna and beautiful parks & gardens, Gangtok will surely woo your senses. And whats more, there is nothing more beautiful than experiencing the magnificent sunrise over the Kanchenjunga while cuddling up with your loved one. Truly romantic, right?

#RomanticGetaway #Gangtok #IncredibleIndia ",Gangtok$$Kanchenjunga
Experience the timeless allure of #Delhi #IncredibleIndia,Experience the timeless allure of Delhi,144113158937441_1583286998353376,incredibleindia,Experience the timeless allure of #Delhi #IncredibleIndia Experience the timeless allure of Delhi,Delhi
Flamboyant flamingos on Chilika Lake - a colourful celebration of nature. #wildlife #IncredibleIndia,,144113158937441_1583278085020934,incredibleindia,Flamboyant flamingos on Chilika Lake - a colourful celebration of nature. #wildlife #IncredibleIndia ,Chilika Lake
"Gaze at the ancient skies, celebrate the universe. #StarGaze #JantarMantar #Jaipur",,144113158937441_1581101021905307,incredibleindia,"Gaze at the ancient skies, celebrate the universe. #StarGaze #JantarMantar #Jaipur ",
"A national festival showcasing the country’s diverse culture, cuisines and handicrafts",,144113158937441_1578448502170559,incredibleindia,"A national festival showcasing the countrys diverse culture, cuisines and handicrafts ",
"Built by the Chola king Rajaraja I , this temple is yet another testimony to India's rich history and heritage. One of the largest temples in our country, it exudes the brilliance of Dravidian architecture.

#TamilNadu #IncredibleIndia",,144113158937441_1577834558898620,incredibleindia,"Built by the Chola king Rajaraja I , this temple is yet another testimony to India's rich history and heritage. One of the largest temples in our country, it exudes the brilliance of Dravidian architecture.

#TamilNadu #IncredibleIndia ",India
"The vast fields of yellow marigolds, in the outskirts of Bangalore, are a treat for the eyes.

#MarigoldField #Bangalore #Karnataka #IncredibleIndia",,144113158937441_1574646412550768,incredibleindia,"The vast fields of yellow marigolds, in the outskirts of Bangalore, are a treat for the eyes.

#MarigoldField #Bangalore #Karnataka #IncredibleIndia ",Bangalore
"A national festival showcasing the country’s diverse culture, cuisines and handicrafts",,144113158937441_1577446222270787,incredibleindia,"A national festival showcasing the countrys diverse culture, cuisines and handicrafts ",
"Ranakpur, a quaint village situated in the Aravalli mountain ranges in the Pali district of Rajasthan, is home to one of the biggest and most significant Jain temple complexes in India. 

The temple comprises 29 halls, 80 domes and 1444 unique marble pillars, each of them intricately carved, yet no two are alike.The main temple, the Adinath or Chaumukha temple (the four-faced temple), is dedicated to the first Tirthankara, Adinath.

#Jainism #Pali #Rajasthan #IncredibleIndia",,144113158937441_1574655669216509,incredibleindia,"Ranakpur, a quaint village situated in the Aravalli mountain ranges in the Pali district of Rajasthan, is home to one of the biggest and most significant Jain temple complexes in India. 

The temple comprises 29 halls, 80 domes and 1444 unique marble pillars, each of them intricately carved, yet no two are   temple, the Adinath or Chaumukha temple (the four-faced temple), is dedicated to the first Tirthankara, Adinath.

#Jainism #Pali #Rajasthan #IncredibleIndia ",Pali$$Jain$$Aravalli$$India$$Rajasthan
"Shri Digambar Jain Lal Mandir is the oldest Jain temple in Delhi. Replete with intricate carvings and paintings, the architecture of the temple will leave you stunned. 

The temple complex houses a bookstore where you can find literature and souvenirs on Jainism. #DidYouKnow the temple also hosts a charity hospital for birds. 

#Jainism #Delhi #architecture #IncredibleIndia",,144113158937441_1574453859236690,incredibleindia,"Shri Digambar Jain Lal Mandir is the oldest Jain temple in Delhi. Replete with intricate carvings and paintings, the architecture of the temple will leave you stunned. 

The temple complex houses a bookstore where you can find literature and souvenirs on Jainism. #DidYouKnow the temple also hosts a charity hospital for birds. 

#Jainism #Delhi #architecture #IncredibleIndia ",Delhi$$Jainism$$Jain
"A national festival showcasing the country’s diverse culture, cuisines and handicrafts",,144113158937441_1575696162445793,incredibleindia,"A national festival showcasing the countrys diverse culture, cuisines and handicrafts ",
"Visit the lush coffee plantations in Coorg, sip the freshly brewed coffee & feel absolutely refreshed. #Karnataka #IncredibleIndia",,144113158937441_1574436232571786,incredibleindia,"Visit the lush coffee plantations in Coorg, sip the freshly brewed coffee & feel absolutely refreshed. #Karnataka #IncredibleIndia ",Coorg
A spectacular view of the Achyutaraya’s Temple complex  #fanShare 📷 Adhvagat,,144113158937441_1574435249238551,incredibleindia,A spectacular view of the Achyutarayas Temple complex  #fanShare  Adhvagat ,
"A national festival showcasing the country’s diverse culture, cuisines and handicrafts",,144113158937441_1574571775891565,incredibleindia,"A national festival showcasing the countrys diverse culture, cuisines and handicrafts ",
"A national festival showcasing the country’s diverse culture, cuisines and handicrafts",,144113158937441_1574509492564460,incredibleindia,"A national festival showcasing the countrys diverse culture, cuisines and handicrafts ",
This #RepublicDay come and celebrate what makes us a nation #BharatParv2017 #IncredibleIndia,,144113158937441_1573314016017341,incredibleindia,This #RepublicDay come and celebrate what makes us a nation #BharatParv2017 #IncredibleIndia ,
"The day is here. Let the six-day celebrations begin with the Republic Day.

 #BharatParv2017 #IncredibleIndia",,144113158937441_1572478472767562,incredibleindia,"The day is here. Let the six-day celebrations begin with the Republic Day.

 #BharatParv2017 #IncredibleIndia ",
"Take a trip in Bangalore Metro & experience the city like never before.

#BangaloreMetro #Karnataka #IncredibleIndia",,144113158937441_1569362509745825,incredibleindia,"Take a trip in Bangalore Metro & experience the city like never before.

#BangaloreMetro #Karnataka #IncredibleIndia ",
"The Dodda Alada Mara or Big Banyan Tree is a massive Banyan tree and a famous tourist place near Bangalore. This 400-year-old tree is believed to be the largest in Karnataka and the second largest in India. 

#DidYouKnow #Bangalore #Karnataka #Nature #IncredibleIndia",,144113158937441_1569357783079631,incredibleindia,"The Dodda Alada Mara or Big Banyan Tree is a massive Banyan tree and a famous tourist place near Bangalore. This 400-year-old tree is believed to be the largest in Karnataka and the second largest in India. 

#DidYouKnow #Bangalore #Karnataka #Nature #IncredibleIndia ",Karnataka$$India$$Bangalore
"The toy train ride to the famous Elephanta caves is itself an exciting experience.

#IslandTourism #ToyTrain #Maharashtra #IncredibleIndia",,144113158937441_1565148733500536,incredibleindia,"The toy train ride to the famous Elephanta caves is itself an exciting experience.

#IslandTourism #ToyTrain #Maharashtra #IncredibleIndia ",Elephanta
"Leatherbacks, the largest sea turtles in the world, have made the Andamans one of their major nesting grounds. 

#Wildlife #IslandTourism #Turtles #Andaman #IncredibleIndia",,144113158937441_1563007763714633,incredibleindia,"Leatherbacks, the largest sea turtles in the world, have made the Andamans one of their major nesting grounds. 

#Wildlife #IslandTourism #Turtles #Andaman #IncredibleIndia ",
"Take the road less taken, and it will make all the difference. So true for Orccha. 

Madhya Pradesh Tourism 
Nomadic Thunker","When I sit back to think of how I zeroed in on Madhya Pradesh as my next solo travel destination I am at a loss. Being the travel enthusiast that I am, my social media newsfeeds are a constant source of inspiration to satiate my ‘where next’ quest. That’s how I’d first come across Orchha.",144113158937441_1562101183805291,incredibleindia,"Take the road less taken, and it will make all the difference. So true for Orccha. 

Madhya Pradesh Tourism 
Nomadic Thunker When I sit back to think of how I zeroed in on Madhya Pradesh as my next solo travel destination I am at a loss. Being the travel enthusiast that I am, my social media newsfeeds are a constant source of inspiration to satiate my where next quest. Thats how Id first come across Orchha.",
"Cola Beach, Goa, is one of the less explored beaches in India. A distinctive feature of this calm and beautiful beach is the fresh water lagoon on its sea shore connected to the sea. 

Sip on tender coconut water or hit the beach for a refreshing swim; feel refreshed.  

#Goa #IslandTourism #wanderlust #IncredibleIndia",,144113158937441_1562096817139061,incredibleindia,"Cola Beach, Goa, is one of the less explored beaches in India. A distinctive feature of this calm and beautiful beach is the fresh water lagoon on its sea shore connected to the sea. 

Sip on tender coconut water or hit the beach for a refreshing swim; feel refreshed.  

#Goa #IslandTourism #wanderlust #IncredibleIndia ",Goa$$India$$Cola Beach
"Waking Up With #Kolkata: A breathtaking aerial video by Sandip De. 

Courtesy: Sandip De Photography",Enjoy the magnificent view of my city kolkata in one foggy winter morning. The aerial view has been captured using a small quadcopter with several safety ...,144113158937441_1558942680787808,incredibleindia,"Waking Up With #Kolkata: A breathtaking aerial video by Sandip De. 

Courtesy: Sandip De Photography Enjoy the magnificent view of my city kolkata in one foggy winter morning. The aerial view has been captured using a small quadcopter with several safety ...",
"Dawki, nestled between the India-Bangladesh border, is a charming town in West Jaintia Hills District of Meghalaya. A boat ride through the clear water of Dawki River is a must-do for all. 

#NorthEastIndia #Meghalaya #ParadiseUnexplored #Wanderlust #Nature #IncredibleIndia",,144113158937441_1558918357456907,incredibleindia,"Dawki, nestled between the India-Bangladesh border, is a charming town in West Jaintia Hills District of Meghalaya. A boat ride through the clear water of Dawki River is a must-do for all. 

#NorthEastIndia #Meghalaya #ParadiseUnexplored #Wanderlust #Nature #IncredibleIndia ",Dawki River$$West Jaintia Hills District of Meghalaya
"The #MehrangarhFort of Jodhpur was the spectacular backdrop for the prison scenes in the Batman movie, 'The Dark Knight Rises'. The rustic charm of the fort added character to Batman's dramatic escape from prison. 

#FilmTourism #Batman #TheDarkNightRises #IncredibleIndia",,144113158937441_1557758730906203,incredibleindia,"The #MehrangarhFort of Jodhpur was the spectacular backdrop for the prison scenes in the Batman movie, 'The Dark Knight Rises'. The rustic charm of the fort added character to Batman's dramatic escape from prison. 

#FilmTourism #Batman #TheDarkNightRises #IncredibleIndia ",Jodhpur
"Anandpur Sahib, widely known as 'the Holy City of Bliss', is one of the most significant places of worship for Sikhs. Located in the Rupnagar district of #Punjab, this sacred place evokes a sense of peace. #IncredibleIndia",,144113158937441_1556701277678615,incredibleindia,"Anandpur Sahib, widely known as 'the Holy City of Bliss', is one of the most significant places of worship for Sikhs. Located in the Rupnagar district of #Punjab, this sacred place evokes a sense of peace. #IncredibleIndia ",Rupnagar
"Pani Puri or 'Golgappa' is a delectable street snack much adored by all. 

The crispy hollow puri is filled with a mixture of flavoured water (pani), tamarind chutney, chilli, masala, potato, onion and chickpeas. This savoury treat is truly hard to resist. 

#IndianStreetFood #Foodlovers #GolGappa #TuesdayTreat",,144113158937441_1555813071100769,incredibleindia,"Pani Puri or 'Golgappa' is a delectable street snack much adored by all. 

The crispy hollow puri is filled with a mixture of flavoured water (pani), tamarind chutney, chilli, masala, potato, onion and chickpeas. This savoury treat is truly hard to resist. 

#IndianStreetFood #Foodlovers #GolGappa #TuesdayTreat ",
"One of the largest forts in Kerala, the Bekal Fort is a place of infinite charm. The fort has played a significant role in countless films.

The Tamil song 'Uyire' from the movie 'Bombay', and its Hindi and Telugu versions, are a splendid testimony to Mani Ratnam's unique directorial skills, the melodious composition of A.R.Rahman and the eternal allure of the Bekal Fort. 

#BekalFort #Kerala #FilmTourism #IncredibleIndia",,144113158937441_1553227131359363,incredibleindia,"One of the largest forts in Kerala, the Bekal Fort is a place of infinite charm. The fort has played a significant role in countless films.

The Tamil song 'Uyire' from the movie 'Bombay', and its Hindi and Telugu versions, are a splendid testimony to Mani Ratnam's unique directorial skills, the melodious composition of   the eternal allure of the Bekal Fort. 

#BekalFort #Kerala #FilmTourism #IncredibleIndia ",Kerala$$Bombay$$Bekal Fort
Witness the famous Lion Dance of Arunachal Pradesh and other traditions of northeast on Discovery Channel India tonight at 10PM #GoNorthEast #ParadiseUnexplored #IncredibleIndia,,144113158937441_1553216531360423,incredibleindia,Witness the famous Lion Dance of Arunachal Pradesh and other traditions of northeast on Discovery Channel India tonight at 10PM #GoNorthEast #ParadiseUnexplored #IncredibleIndia ,India$$Arunachal Pradesh
"Chand Baori, one of the largest stepwells in the world, is known for its marvellous architecture. 
 #architecture #heritage #Destinations2017 #Rajasthan #IncredibleIndia",,144113158937441_1552069594808450,incredibleindia,"Chand Baori, one of the largest stepwells in the world, is known for its marvellous architecture. 
 #architecture #heritage #Destinations2017 #Rajasthan #IncredibleIndia ",
"Thanumalayan Temple in #Suchindram has musical pillars exquisitely carved out of a single stone. Listen to it and believe in the unbelievable. 
#Heritage #Spiritual #TamilNadu #IncredibleIndia",,144113158937441_1551176184897791,incredibleindia,"Thanumalayan Temple in #Suchindram has musical pillars exquisitely carved out of a single stone. Listen to it and believe in the unbelievable. 
#Heritage #Spiritual #TamilNadu #IncredibleIndia ",
"Discover a new India that you have never experienced before. With Incredible India's innovative calendar for 2017, you can experience multiple destinations by scanning the calendar images using Blippar app.

Download the Blippar app, scan the image & #GoBeyond #IncredibleIndia",,144113158937441_1550313201650756,incredibleindia,"Discover a new India that you have never experienced before. With Incredible India's innovative calendar for 2017, you can experience multiple destinations by scanning the calendar images using Blippar app.

Download the Blippar app, scan the image & #GoBeyond #IncredibleIndia ",India
"Umananda Island or Peacock Island is the world’s smallest river island. The place resembles the feathers of peacock and hence the name ‘Peacock island’. 
#DidYouKnow #Brahmaputra #Guwahati #ParadiseUnexplored #IncredibleIndia",,144113158937441_1550267258322017,incredibleindia,"Umananda Island or Peacock Island is the worlds smallest river island. The place resembles the feathers of peacock and hence the name Peacock island. 
#DidYouKnow #Brahmaputra #Guwahati #ParadiseUnexplored #IncredibleIndia ",Peacock Island$$Umananda Island
"Lake Tso Pema in Mandi is a scene straight out of a beautiful landscape calendar. You have to see it to believe it. As the emerald waters of the lake meet the surrounding greenery, a whole new world opens up before your eyes. 

#Nature #Wanderlust #Mandi #HimachalPradesh #TravelTuesday #IncredibleIndia",,144113158937441_1549344091747667,incredibleindia,"Lake Tso Pema in Mandi is a scene straight out of a beautiful landscape calendar. You have to see it to believe it. As the emerald waters of the lake meet the surrounding greenery, a whole new world opens up before your eyes. 

#Nature #Wanderlust #Mandi #HimachalPradesh #TravelTuesday #IncredibleIndia ",Mandi$$Lake Tso Pema
Live sunrise from Kanyakumari. First sunrise of 2017. Happy New year,,144113158937441_1547118348636908,incredibleindia,Live sunrise from Kanyakumari. First sunrise of 2017. Happy New year ,Kanyakumari
"Hello! 2017. It’s a brand new year, and with it comes new promises, hopes and beautiful new beginnings. So, make your New Year celebrations extra special. 

#NewYear2017 #IncredibleIndia",,144113158937441_1541116175903792,incredibleindia,"Hello! 2017. Its a brand new year, and with it comes new promises, hopes and beautiful new beginnings. So, make your New Year celebrations extra special. 

#NewYear2017 #IncredibleIndia ",
