,id,message+desc,class_label,name
17,240054519398747_725302204207307,"2015 can't come here soon enough! The Department of Tourism launches a microsite to promote activities in the Philippines for the upcoming year! Click on the link to know more. 

http://manila.coconuts.co/2014/09/06/dot-targets-10-million-visitors-visit-philippines-year-2015To help reach its objective of 10-million tourists in the Philippines by 2015, the Department of Tourism has created a microsite where everyone from event organizers to tour agencies can register and promote their activities. The microsite—phl2015.itsmorefuninthephilippines.com/—is an easy-to-use pl…",,DOT targets 10-million visitors for Visit the Philippines Year 2015
18,114979501871035_462310567137925,"10 Ways to Have a Romantic Hong Kong Christmas

#9 Go back to make a wish at Tiffany Christmas, in case he didn’t get the hint the first time. 
http://bit.ly/129wI2S ",,10 Ways to Have a Romantic Hong Kong Christmas
19,340785907491_298341730189234,"We often get questions about FREE trips to Korea. Well, here's your chance! Don't pass up the chance to come to Korea & maybe even meet the Wonder Girls just because you're a little shy! (If you're really shy, wear a mask!ㅋㅋ)Join the Wonder Girls cover dance concert for a chance to win a FREE trip to Korea & meet the Wonder Girls! The contest, jointly sponsored by VisitKorea & JYJ, is being held in celebration of the release of K-pop sensation Wonder Girls’ 2nd album ‘Wonder World’ featuring the single ‘Be My Baby.’ The...",,FREE Trip to Korea! (Wonder Girls Cover Dance Contest)
20,225524117535380_1162587297162386,"[New] 10 Inconspicuous Places In Jurong To Have Your Passports On Standby For 

#2 and #4 will make your inner aunty squeal in delight. 

http://thesmartlocal.com/read/far-west-singaporeWest side, best side. Head to the far west to escape the craziness of city life. #7 lets you go on a pedal boat at only $2!",,10 Inconspicuous Places In Jurong To Have Your Passports On Standby For
21,340785907491_10151356817832492,"Did you find Sangju, Jeonju, and Namyangju in yesterday's word search puzzle?
These are just 3 of the 10 designated Slow Cities in Korea.

Another Slow City is Cheongsong, an area surrounded by dense  pine tree forests, in Gyeongsangbuk-do.
Find out more about Cheongsong's attractions here >>> http://bit.ly/X7que0 ",,Timeline Photos
22,225524117535380_1214365148651267,"10 Singapore Laws And Secrets Even Singaporeans Don't Know About

Figure out #10 with a magnifying glass!

http://thesmartlocal.com/read/national-secrets-singaporeThe national secrets that even born and bred Singaporeans don't know about. Figure out #10 with a magnifying glass!",,10 Singapore Laws And Secrets Even Singaporeans Don't Know About
23,225524117535380_1089889261098857,"[New] 16 Quirky Hobbies To Pick Up With Your BFF Instead Of Nua-ing On Weekends 

If you're not great at Yoga or Pilates, there's a 95.341% chance that you're secretly good at making latte art, reading the stars, and brewing your own booze. You just don't know it yet. 

Here're 16 hipster hobbies you never thought you'd find here! 

http://thesmartlocal.com/read/cool-hobbies-2016From picking up cheerleading to making your own perfumes, there will definitely be something fun for you to learn this summer!",,16 Quirky Hobbies To Pick Up With Your BFF Instead Of Nua-ing On Weekends
24,240054519398747_588684884535707,"Where is it? 
Danao Park, Bohol

What is it like?
The Danao Adventure Park offers eco-adventure tourism lovers another face of Bohol. Some of the many varied activities include kayaking, river trekking, rappelling, rock climbing, and visits to cultural heritage sites.

How to get there: 
Fly from Manila to Tagbilaran.

Or take the Roll-On Roll-Off (RORO) ferry from Cebu to Tagbilaran.

Or take a boat from Cebu or any of the major cities in Mindanao to Tagbilaran.

Then take a bus or van to Danao.

Fun Fact: 
The zipline in Danao is the Philippines's longest and tallest, running half a kilometer from one mountain to another. Only for the most hardcore adventurers, the zipline has been dubbed the ""sui-slide."" It's certainly not for the faint of heart.

Photo by/Headline by: 
Tourism Department Philippines/Rey Tiempo ",3,The Philippines's cover photo
25,240054519398747_588684884535707,"Where is it? 
Danao Park, Bohol

What is it like?
The Danao Adventure Park offers eco-adventure tourism lovers another face of Bohol. Some of the many varied activities include kayaking, river trekking, rappelling, rock climbing, and visits to cultural heritage sites.

How to get there: 
Fly from Manila to Tagbilaran.

Or take the Roll-On Roll-Off (RORO) ferry from Cebu to Tagbilaran.

Or take a boat from Cebu or any of the major cities in Mindanao to Tagbilaran.

Then take a bus or van to Danao.

Fun Fact: 
The zipline in Danao is the Philippines's longest and tallest, running half a kilometer from one mountain to another. Only for the most hardcore adventurers, the zipline has been dubbed the ""sui-slide."" It's certainly not for the faint of heart.

Photo by/Headline by: 
Tourism Department Philippines/Rey Tiempo ",3,The Philippines's cover photo
26,340785907491_10152861144762492,Korea's famous Baekje Kingdom is a long one filled with a rich history. Here are some ways to get some hands-on experience with Baekje's past -> http://bit.ly/1uHwHOx,,Photos from Korea Tourism Organization - VisitKorea's post
27,67558139928_10153698025339929,"The Sam Poo Kong Temple, also known as Gedung Batu (the Stone Building), is the oldest Chinese temple in Semarang, the capital of Central Java Province. #WonderfulIndonesia #SaptaNusantara http://ow.ly/UsBiDThe Sam Poo Kong Temple, also known as Gedung Batu (the Stone Building) is the oldest Chinese temple in Semarang",5,Wonderful Indonesia - The Sam Poo Kong Temple of Semarang
28,211783385560749_527909490614802,"Tea Time in Japan (Japanese Green Tea)
If you are looking for a place where you can take a rest during your trip, how about Japanese café and try green tea? Green tea is good for your health. For example, it hydrates your body, boosts your immunity and even helps your body recover from fatigue. If you have time, be sure to stop by a Japanese style café! 

Green tea: http://www.jnto.go.jp/eng/indepth/cultural/hj/matcha.html 
Sweets in Japan: http://www.jnto.go.jp/eng/attractions/dining/sweets/ ", ,Timeline Photos
29,340785907491_142246512510821,"It's almost the weekend everyone! Hopefully, we will be outside enjoying the cherry blossoms, but if you need any help during your travels, don't forget about the ""tt call center,"" the KTO's 24/7 travel helpline (02-1330 from your Korean cellphone). For those in Korea, it's the same cost as any local call, so you don't need to worry about any extra fees. Call the TIC ladies and they will do their best to help!*^^*Knowledgeable and helpful staff provide assistance in Korean, English, Japanese, or Chinese to ensure each caller has a worry-free travel experience. The KTO 1330 tt call center provides information and services for most regions of Korea as well as interpretation services.",,Official Site of Korea Tourism Org.: 1330 Information Centers
30,240054519398747_994046580666200,"Madrid Fusion Manila 2015 made a big impression on both culinary experts and enthusiasts everywhere.  Experience for yourself the greatest international gastronomy congress of the region this coming April with this year’s Madrid Fusion Manila 2016. Michelin-starred masters and recognized top chefs from around the world will be there to share their best techniques and practices. 

Learn more and register at www.madridfusionmanila.comAfter Madrid Fusion Manila, eating will never be the same Madrid Fusion came to Manila and has changed the way we appreciate food forever. Don’t miss your ch...",1,Madrid Fusion Manila 2016 | Fishball TVC
31,240054519398747_971699499567575,"Failure isn’t an option – but a necessity! To win a free trip back to the PH, we want to see your #photofails! You heard that right! Photobombers in the background, subjects with weird faces, they’re all welcome here! Just make sure they’re photos of your travels in the PH. Upload them on Instagram, Facebook or Twitter with #visitthephilippines2016 for a shot at coming back here! 

Visit http://www.itsmorefuninthephilippines.com for the full mechanics. Until January 15, 2016 only! ",,Timeline Photos
32,67558139928_10153607037869929,"Mahakarya Borobudur: “When History Comes to Life” will be held at the Aksobya Stage, the Borobudur Temple Compound on October 10, 2015 

http://indonesia.travel/news/detail/1830/mahakarya-borobudur-when-history-comes-to-life

#WonderfulIndonesia #PesonaIndonesia ",5,Timeline Photos
33,144113158937441_1223325457682867,"Jodhpur - A romantic journey into the past
---------------------------------------------------------------------

Located almost on the edge of the Thar Desert, the city of Jodhpur was founded in 1459 by Rao Jodha, the chief of the Rathore clan of Rajputs and was the capital of the State of Marwar. 

Jodhpur is also known as the Sun City because the sun shines brightly here every day of the year, and as Blue City since most houses in the old part of the city are painted blue.
 
The forts and palaces, temples and havelis, culture and tradition, spices and fabrics, colour and texture, a booming handicrafts industry, all add up to make this historic city worth a visit. 

- See more at: http://incredibleindia.org/index.php/travel/destination/jodhpur ",5,Timeline Photos
34,240054519398747_864013560336170,"On June 12, 1898, General Emilio Aguinaldo proclaimed the Philippines’ independence from Spain’s rule from the window of his house in Kawit, Cavite. This year, the historic Aguinaldo Shrine will feature video mapping projections recounting the story of our nation’s independence. Drop by the Aguinaldo Shrine grounds from today until June 15, anytime between 7:30 pm to 10:30 pm, and watch history come alive in a new light.  

Don’t forget to capture photos and videos of the monumental display of lights and sounds, to showcase that even Independence Day celebrations are more fun in the Philippines! #FilipinoShines ",2,Timeline Photos
35,225524117535380_1314041318683649,"You won't have to worry about starving at I Light Marina Bay! Just head over to GastroBeats, which features over 30 iconic food stalls for you to feast on, such as Bao Makers, Shiso Gourmet, Alter Ego and Skewer Bar. From Pizza Fries ($14) to Chicken Udon Gyoza ($8), you'll be spoiled for choice. Check out other fun-filled activities like the Silent Disco, Uncle Ringo's Fun Fair, Marina Waterfront Bazaar and more!

Operating Hours:
Sunday to Thursday, 5pm-11pm 
Friday & Saturday, 4pm-12pm

3 to 26 March 2017
Bayfront Event Space
Free admission

Never want to miss a post by us again?
Like TheSmartLocal.com   and set Notifications to ""All On""

Director: Gladys Ong I Models: Yin Yi & Adriel Nee ",,FOOD FIESTA AT GASTROBEATS @ i LIGHT MARINA BAY
36,340785907491_282395198459259,"Sorry to bother you again, but just a reminder that the Seoul Lantern Festival starts tomorrow! We have a photo album from last year's event too if you're curious. ;-)Seoul Festival to Embroider Cheonggyecheon with Splendid Lanterns",2,Official Site of Korea Tourism Org.: Seoul Lantern Festival on Cheonggyecheon
37,340785907491_10153682907767492,"#Antarctica Penguins have came to #Seoul! <("") <("")
There is currently a mass display of cute #penguins (not real, they're stuffed animals) at Kondae's #CommonGround now till this Sunday (Dec 6)! Don't miss this golden opportunity if you're on your #VisitKorea trip! Have any of you gone to this exhibition? :D

For directions, click here ☞ http://bit.ly/1G4h9kw ",2,Photos from Korea Tourism Organization - VisitKorea's post
38,240054519398747_545040008900195,"Would you live on this pretty little island even without electricity? Kiss your gadgets goodbye because it's nothing but clean air, fresh seafood and peace and quiet at Isla Naburot, Guimaras!  Share this with your friends who enjoy the simple life! 

Photo by Mica Ferrer ",,Timeline Photos
39,225524117535380_711420575612396,"Singapore Youths Swap Clothes With Their Elders. What happens next is pretty cool.

http://mustsharenews.com/local-youths-swap-clothes/Local photographer Qozop's 'Spring/Autumn' photo series is a thought-provoking one—he swapped the clothes of young people with their elders, and these ar",,Singapore Youths Swap Clothes With Their Elders. Here’s The Result.
40,240054519398747_845800745490785,"Want to blend in with the locals? Insert these Pinoy phrases into your conversations and impress your Pinoy friends!

http://matadornetwork.com/notebook/10-slang-phrases-youll-need-know-philippines/Son of a tofu! (Anak ng tokwa!) Here's the Filipino phrases you need to know before you go.",,10 slang phrases you’ll need to know in the Philippines
41,225524117535380_1292976237456824,"[New] 6 Sweet Burgers To Try In Singapore When Savoury Ones Get Too Mainstream

A juicy duck confit brioche burger and a grilled charcoal waffle burger with salted egg yolk sauce  - yes, this is THE list that will take you to burger heaven.

http://thesmartlocal.com/read/sweet-burgersBurgers can be desserts too - every burger on this list is made for the sweet-toothed. Donut halves replace the usual savory buns in #1.",1,6 Sweet Burgers To Try In Singapore When Savoury Ones Get Too Mainstream
42,225524117535380_1214128438674938,"[NEW] 12 Din Tai Fung Dishes That Are Worthy Contenders for the Xiao Long Bao Throne

XLB is great, but you've been missing out if you haven't tried these other dishes at Din Tai Fung.

http://thesmartlocal.com/read/din-tai-fung-2016When you think Din Tai Fung, you think of their mighty Xiao Long Bao. But a taste of the restaurant's 12 unsung heroes - juicy wantons to oozy custard buns - is the ultimate solution to your xiao long bao addiction.",1,12 Din Tai Fung Dishes That Are Worthy Contenders for the Xiao Long Bao Throne
43,225524117535380_858476004240185,"[New] 10 Best Stalls at Food Republic and Their Signature Dishes

Food Republic is there when you crave hawker food but not the Singapore heat. But there are so many stalls around. Which are the best? 

Here are the top 10 stalls and their best dishes, and the history behind these hawker favourites.

http://www.thesmartlocal.com/read/best-food-republic-stallsFood Republic is your go-to spot when you crave hawker food but not the heat. Here are their 10 best dishes, and the history behind these hawker favourites.",1,10 Best Stalls at Food Republic and Their Signature Dishes
44,240054519398747_455409374529926,"Spotlight: LEGAZPI CITY. This is the capital of Albay and home to one of the most popular tourist destinations in the country: Mayon Volcano. 

Known for its perfect cone, locals will tell you that the ""magic hour"" to photograph Mount Mayon is from 7 am to 8 am, as captured here by Adrian Tecson. 

Be a More Fun Advocate and share this photo with friends from abroad! ",,Timeline Photos
45,340785907491_10152378074872492,The newly-renovated Cheongwadae Sarangchae reopened on May 27. Visit the exhibits and try some hands-on activities. Find out more: http://bit.ly/1hbImVY,2,Timeline Photos
46,340785907491_10154477119542492,"We're now at #Line6 for our #SeoulSubwayTour series! From filming location of famous movie “Avengers"", to #KoreaMustGo100's #Bukhansan National Park, or even the upcoming #silvergrasses festival that will be hold at #HaneulPark! Where have YOU been on this line during your #VisitKorea trip? Share with us ^_^ 👇Travel to the past, present and future come together in places like the state-of-the-art digital media entertainment cluster and traditional markets reminiscent of the old days on this line! :D",,Seoul Subway Tour Line 6!
47,240054519398747_1054041281333396,"If you’re looking for a different adventure this month, head on down to Cebu where you can get a massage from giant pythons and jump from 20 foot high waterfalls! How’s that for an unforgettable summer? 

http://www.choosephilippines.com/do/adventures-and-sports/3948/must-try-adventures-cebu/ ",3,5 Must-Experience Adventures in the Queen City of the South
48,225524117535380_1254706991283749,"11 Boutique Hotels In Hong Kong To Lux Up Your Dim Sum Pilgrimage

Here are 11 boutique hotels that'll make your HK trip 100x more awesome.

http://thesmartlocal.com/read/hk-boutique-hotelsLooking to take your Hong Kong trip to the next level? Check into a chic boutique hotel - here are 11 that'll make your trip 100x more awesome.",4,11 Boutique Hotels In Hong Kong To Lux Up Your Dim Sum Pilgrimage
49,240054519398747_458607014210162,"Have you been to Nueva Ecija? Isabela? Lanao del Norte? Why not visit these provinces (and a whole lot more) and not just sightsee but be a part of the largest gathering of volunteers this year. Join the Bayani Challenge and share this post with all your friends!

Visit www.facebook.com/bayanichallenge  for more info and to sign up. ",,The Philippines's cover photo
50,240054519398747_459961160741414,"We could be heroes! 
The Bayani Challenge begins today! From  March 23- 27, it's a 5-day test of endurance, courage and love for country. 

For more information visit http://www.bayanichallenge2013.blogspot.com/ ",,The Philippines's cover photo
51,67558139928_10152786630539929,"Fort Marlborough http://www.indonesia.travel/en/destination/304/fort-marlborough #WonderfulIndonesiaFort Marlborough. The British or ‘Raffles’ Fort, was built between 1714 and 1719 and was famous as the second-strongest fort built by British in...",5,Wonderful Indonesia - Fort Marlborough
52,114979501871035_392202874138137,"Craving for that oh-so-good noodles? Visit the new restaurant Darrie-Go!-Noodles, featuring noodles in Chinese soup base, popular for their chicken broth, located at G/F, 256 Electric Road, North Point, HK. Darrie-Go!-Noodles promises you a unique noodle eating experience and the ultimate noodle-soup flavours! http://www.facebook.com/pages/%E5%A4%A7%E7%86%B1%E9%AB%98%E6%B9%AF%E9%BA%B5-Darrie-Go-Noodles/229768687080437開創高質素中國湯麵專門店之先河!  Pioneer of high quality Chinese noodle-soup restaurants!",1,大熱高湯麵 Darrie-Go!-Noodles
53,240054519398747_626156050788590,"Goodness, gracious -- great ball of fire! Where else can you find an awesome sunset? In Bagac, Bataan! Proof that you'll never run out of spectacular sunsets in the Philippines. 

Photo by Cecile Golez ",,Timeline Photos
54,67558139928_10154768752519929,"Yoga enthusiasts, try practicing your moves to release your stress in one of these amazing places in Lombok. #WonderfulIndonesia

Photo source Mandala Blue YogaYoga has been practiced for many hundreds of years, dating back to ancient times in India. Today, Yoga has become a lifestyle and health trend, now followed all over the world. The word Yoga is taken from Sanskrit, meaning “integration, or union”.",,6 Best Places to Practice Yoga in Lombok
55,225524117535380_770407759713677,"15 Incredible Malaysian Beaches to get to under $150 SGD!

There are 7 long weekends in 2015. Need a holiday, but can't travel far? Here are some gorgeous Malaysian beach getaways under 150 SGD just a short flight away.

Follow TheSmartLocal.com and never miss our best posts again!
--------

Note: I'm not sure why it says 0 SGD in the picture. I think it was because we intially put the $ sign and FB ignores it but we removed it and refreshed it with FB's debugger and it still can't work!

http://www.thesmartlocal.com/read/15-incredible-malaysian-beachesThere are 7 long weekends in 2015. Need a holiday, but can't travel far? Here are some gorgeous Malaysian beach getaways under 150 SGD just a short flight away.",3,15 Incredible Malaysian Beaches To Get To Under SGD 150
56,240054519398747_411034782300719,Agree or disagree: You know it's Christmas in the Philippines when you hear a Jose Mari Chan song on the radio (and I bet you know which song we're talking about!),,
57,1647170365552546_1650983168504599,"<Asean Night Bazaar in Hatyai, Thailand>

Do not miss out this #ShoppingParadise and #FoodParadise when you travel to Hatyai, Thailand!

Address: Chotwittayakul 4 Rd, Hat Yai, Thailand

Subscribe to our newsletter for early invite at https://tripviss.com
#TripViss #WithinYourReach #Travel ",2,Photos from Tripviss's post
58,340785907491_10154154610217492,"Today is Dano (端午), which falls on May 5th of the #lunar calendar every year! An annual #Danoje Festival is held at #Gangneung in #Gangwon-do, with lots of cultural programs and events put in place for both Koreans and #international visitors! Do you have a similar cultural festival in your country today? 🎭 O:) #단오 #VisitKorea

More info ☞ bit.ly/DanojeFest ",2,Photos from Korea Tourism Organization - VisitKorea's post
59,114979501871035_897904496911861,"Play time means picture time! Don’t forget to share your funtastic #HKShopEatPlay moment with @DiscoverHongKong on Instagram.
https://instagram.com/discoverhongkong ",,Timeline Photos
60,67558139928_10150358710724929,Dendeng Balado is just a few from the abundance richness of Padang Cuisine.,1,Timeline Photos
61,114979501871035_601746266527687,"Want to know what culinary destinations an American Michelin-starred chef visits while in #HongKong? Take a look at Chef David Myers' picks below!

For complete info on these HK culinary destinations visit: http://bit.ly/I0LPGn ",,Timeline Photos
62,144113158937441_1466500756698668,"Diwali, the festival of lights is a celebration that brings families and friends together. One of the biggest festivals in India. 

Wishing everyone #HappyDiwali ",2,Timeline Photos
63,67558139928_202168576576300,"Tidung is about a 3-hour ride away from Muara Angke, the port in North Jakarta via a slower, wooden boat or ferry. The ferry departs from Muara Angke to Tidung only once a day at 7:00a.m., so make sure you wake up early enough to get there on time! Alternatively, you can catch a speed boat from Ancol Marina Harbor, in which case Tidung would be just 1.5 hours away. Lodgings and amenities are found on the main island of Tidung Besar, while the smaller island is almost uninhabited and is mostly mangrove forest http://indonesia.travel/en/destination/728/pulau-tidung-weekend-get-away-in-jakarta-s-thousand-islandsLiving in the city of Jakarta, or any large metropolis for that matter, it’s easy to spend your weekends or holidays by just defaulting to what you always do, simply because you always do it.  Go to the mall, go shopping, hang out in the café, or maybe catch a movie in the cinema. All of this has be...",,"PULAU TIDUNG, weekend get-away in Jakarta’s Thousand Islands	    					 | Visit Indonesia - Official."
64,114979501871035_612607342108246,"A #hkxmas Wish List – Win a trip for 2 to Hong Kong!
Find details on how to win here: http://bit.ly/1fmtlvq ",,Timeline Photos
65,240054519398747_1004911622913029,"If only all Monday mornings were as peaceful as this! The Ambuklao Lake in Bokod, Benguet may be beautiful from above, but is even more stunning up close, as its clear waters provide most of the fish eaten in the area. Know some friends who could use some serenity right now? Tag them in this photo and spread the good vibes!  

Photo by Lee Custodio ",3,Timeline Photos
66,240054519398747_931714186899440,Last four hours before we officially close week two's theme for #TagTheFun photo contest. Share as many entries as you wish and get a chance to win premium items from the Tourism Promotions Board. Visit facebook.com/tpbphl for more details.,,Timeline Photos
67,211783385560749_1047289855343427,"Now becoming the best time to view cherry blossoms in Japan, we assume many of visitors have chance to go out for “Hanami”. Be sure to check out food stalls where you can enjoy casual gourmet at reasonable price!!

For more information:
http://www.jnto.go.jp/eng/attractions/index_spring.html
How to Hanami:
http://japan-magazine.jnto.go.jp/en/1202_sakurahanami.html ",3,Photos from Visit Japan International's post
68,340785907491_10151472472077492,"The Online Travel Education Program has resumed. 
The program is a free online course that teaches you all the essentials of travel & tourism in Korea. It’s great for travel agents looking to bolster their expertise, but anyone who’s interested in travel information about Korea is welcome to take it. More info >>> http://bit.ly/YkVaNt

At the end of the course you have the option to take a quiz and receive a certificate certifying you as a specialist! ",,Timeline Photos
69,114979501871035_534287409940240,"2013 Hong Kong Dragon Boat Carnival

More than 228,000 people were down in Tsim Sha Tsui enjoying the 2013 Hong Kong Dragon Boat Carnival this weekend.  From athletic action to live music , partying and fancy dress, check out the highlights in this video! http://bit.ly/19jBEsa ",2,2013 Hong Kong Dragon Boat Carnival
70,340785907491_382022857491,Rainy day in front of KTO Headquarters....This is where the magic happens.  :) hehe,,Timeline Photos
71,240054519398747_518161141588082,"""I take a lot of pride that I’m the first Fil-American head coach in any American sports league to win a championship"", says Miami Heats coach Erik Spoelstra. Mabuhay ka, Erik! Read on to learn more about this star NBA coach!

http://gulfnews.com/sport/basketball/miami-heat-coach-erik-spoelstra-proud-to-be-pinoy-1.1203158Spoelstra whose mother is a Filipina has led Miami to back-to-back titles",,Miami Heat coach Erik Spoelstra proud to be Pinoy
72,114979501871035_166168020085516,"Travel tip: Each season offers a variety of dishes to sample and wintertime is no exception. Try hotpots, claypots, grilled meals, and Hong Kong’s nourishing herbal treats. ",,Timeline Photos
73,225524117535380_1270785159675932,"Not often will you find unagi don, salmon mentaiko don and more at $12 NETT. Here's a Japanese restaurant for those who work in the CBD.Katanashi at Boat Quay serves unagi don, salmon mentaiko don and more for $12 during lunch on weekdays! Each don comes with miso soup and chawanmushi, and there's no GST or service charge here.  

Find out more in our full review:
http://eatbook.sg/katanashi/

Like Eatbook.sg for more food videos like this!

Director: Russ Tan | Writer: Daphne Tang",1,Eatbook.sg
74,225524117535380_1265491626871952,"[New] 10 Quick Health Hacks For Singaporeans Who Fall Sick Easily When Traveling

No one likes a downer when they travel - especially when someone gets the sickies. Get well ASAP with these lifehacks that you can easily fit into your bag!

http://thesmartlocal.com/read/travel-health-hacksNo one likes a downer when they travel - especially when someone gets the sickies! Get well ASAP with these hacks that won't leave you stuck in the hotel room wasting your hols away.",,10 Quick Health Hacks For Singaporeans Who Fall Sick When Traveling
