,id,message+desc,class_label,name
14,225524117535380_1222624307825351,"If you've not been to this ulu 11 story electronic warehouse, now's the time to visit because... FOOD! Indulge in an eating and shopping bonanza at a food festival that's happening only for 10 days!

From pasar malam favourites like the Ramly burger and Ondeh Ondeh to cafe type ""flower pot"" food, here's what to expect at this unique food festival + electronic store event.

Gain City's Food Festival will be on from 2nd Dec to 11th Dec 2016, from 11am – 9pm.
There are free shuttle buses to and from Yew Tee MRT Station every 8 minutes Choa Chu Kang MRT Station every 26 minutes

More info: 
http://thesmartlocal.com/read/gaincity-food-2016 ",1,The Gain City Food Festival Is Back!
15,67558139928_10151846531594929,"Beauties from 130 countries vie for Miss World 2013 Title in Bali
http://indonesia.travel/en/news/detail/1059/beauties-from-130-countries-vie-for-miss-world-2013-title-in-bali ",2,Miss World
16,144113158937441_1143546072327473,"Mizoram - A veritable treasure trove of natural beauty

Mizoram is veritable treasure trove of natural beauty with its endless variety of landscape, hilly terrains, meandering streams, deep gorges, and rich wealth of flora and fauna. Flanked by Bangladesh on the west and Myanmar on the east and south, Mizoram occupies an importance strategic position having a long international boundary of 722 km. Mizoram is one of India’s most sparsely populated states but has a dazzling mix of cross-cultural vibrancy. Renowned for their hospitality, Mizos are a close-knit society with no class distinction or discrimination on grounds of gender. The entire society is knitted together by a code of ethics -- 'Tlawmngaihna' -- an untranslatable term meaning that everyone has a duty to be hospitable kind, unselfish and helpful to others.

- See more at: http://www.incredibleindia.org/travel/destination/mizoram ",3,Photos from Incredible India's post
17,240054519398747_775084502562410,"Where is it? 
Boracay, Aklan

What is it like? 
While Filipinos typically celebrate Christmas at home, some get away from the maddening rush and escape to nearby beaches like Boracay. Resorts and hotels prepare Christmas buffets for guests on Christmas eve and Christmas day, so they won't miss the traditional Noche Buena (Christmas feast). This is why December is considered by resorts and airlines as peak season, and you have to book your tickets and room way in advance.

Fun Fact: 
Children from Boracay are expert sand-castle makers, and for a small token you can ask them to sculpt one in the shape of your name or your sweetheart's!

Photo by/Author: 
Tourism Department Philippines/Tin Sanchez ",2,The Philippines's cover photo
18,114979501871035_128506927284363,"Head straight to funky markets! These best illustrate Hong Kong's living culture. Mark your shopping destinations with this guide:
http://www.discoverhongkong.com/eng/shopping/street-markets.htmlExperience street market shopping in Hong Kong. Leave time for Western Market, Jardine's Crescent, Antique Street flea market on Hollywood Road, and Stanley Market on the south side of Hong Kong Island, and Kowloon's famous Temple Street Night Market, Jade Market and the ladies, sports, bird, flower...",2,"Shopping at Street Markets, Night Markets, Flea Markets - Hong Kong Shopping - Hong Kong Tourism Boa"
19,114979501871035_597483853620595,"Travel Smart

Do you tend to forget electrical adaptors when you travel?  The UK-style three-pronged plug is standard in #HongKong. And inexpensive adaptors are available at most convenience stores. See more here http://bit.ly/19mcFys ",,Timeline Photos
20,67558139928_10153578287614929,"Sumatra is the 6th largest island and also the 5th highest island in the world. It’s well-known for its rugged tropical terrain, wildlife and smoldering volcanoes. Fact that the equator crosses the island at its center on West Sumatera and Riau Provinces makes the climate of the island mostly tropical, hot and humid with lush tropical rain forest dominating the landscape.

To the north, the city of Banda Aceh, which was devastated by the 2004 tsunami, has a museum to commemorating the disaster. Whilst bustling Medan, the island’s largest city, is a diverse economic hub and gateway to North Sumatera.

Photo : Harau Valley, West Sumatera

#WonderfulIndonesia #PesonaIndonesia ",3,Timeline Photos
21,225524117535380_1218577688230013,"[New] 10 Unique HDB Blocks That Prove Our Homes Are More Than Grey Boxes Of Concrete

In our ever-dense concrete jungle, we seldom tend to stop and smell the roses - or rather, stop and stare at the towers of HDB flats looming above us. All the way from Whampoa to Clementi, here are 10 not-so-ordinary HDBs that will have you doing a double-take!

http://thesmartlocal.com/read/unique-hdb-blocksHidden amidst rows and rows of compartmentalised flats, are 10 HDB blocks that are unique and beautiful in their own right. #3 is the ONLY clover-shaped HDB block in Singapore, with stunning views of a reservoir.",4,10 Unique HDB Blocks That Prove Our Homes Are More Than Grey Boxes Of Concrete
22,240054519398747_1167726936631496,"It was cloudy for most of the night and I already gave up on shooting the milky way. But as was packing my stuff, I quickly glanced through the window of our homestay and it was beautiful. A small patch was clear and I immediately took this shot. A few minutes later the clouds started to settle again.
 
Words and Photo by @tugaff ",4,Timeline Photos
23,240054519398747_876420642428795,"Know anyone who’s Kapampangan? Here’s a helpful guide on understanding your friend. Don’t forget to share this with him/her! 

http://www.positivelyfilipino.com/magazine/10-things-you-need-to-know-about-kapampangansHow best to understand the natives of Pampanga Province.",,10 Things You Need to Know About Kapampangans
24,340785907491_122079287830308,"The Actor/Singer Rain (비) has been nominated for an MTV Movie Award ""Biggest Baddass Star"".  Be sure to vote for him for his role in Ninja Assassin! 

http://www.mtv.com/ontv/movieawards/2010/biggest-badass-star/ ",,
25,240054519398747_858085367595656,"There’s nothing more festive than a bunch of Filipinos getting together, and one thing’s for sure, there won’t be a shortage of food on the table! Here are some Filipino dishes (with recipes!) that are a sure-fire hit for any gathering! 

http://www.filipino-food-recipes.com/filipino-party-food.htmlWhat's in a Filipino party food menu? While white rice is the standard staple, a noodle or pancit dish is, sort of, required,",1,Filipino Party Food Ideas
26,114979501871035_951719864863657,"Hong Kong’s traditional red-sailed junk boat is a stunning way to see Victoria Harbour. See more of #HongKong on Instagram: www.instagram.com/discoverhongkong“The #AquaLuna, Hong Kong’s traditional red-sailed junk boat, is a stunning way to see Victoria Harbour 遊覽#維多利亞港，除了坐天星小輪，還可以試坐古老帆船。 #DiscoverHongKong…”",5,"Discover Hong Kong on Instagram: “The #AquaLuna, Hong Kong’s traditional red-sailed junk boat,..."
27,340785907491_10151182594227492,"Head out to Itaewon on this beautiful Saturday weather and join us today at the Itaewon Global Village Center Festival:  http://bit.ly/OuKtVo 
Cultural Parade at 3pm, Opening Ceremony at 5pm, and a special K-pop concert at 6:30pm featuring Sister, Lady Jane, and many others.
See you there! ",2,Timeline Photos
28,240054519398747_698324706905057,"Where else can you have a ""husband day care center""? Only in the Philippines! Check out these uniquely Pinoy things and let us know what you'd like to add to the list! 

http://www.buzzfeed.com/laraparker/things-youll-only-find-in-the-philippinesFind out what puts the the thrilla' in Manila.",4,24 Things You'll Only Find In The Philippines
29,114979501871035_788844681151177,"Hong Kong Skyline – Best Vantage Points
Take in the Christmas lights from the Tsim Sha Tsui Promenade (opposite the Nikko Hotel). Directions here: http://bit.ly/1yTuGoK ",,Timeline Photos
30,67558139928_10155046324849929,"Experience the green and fertile nature of Bali, and feel the charm and smiling warmth of the people of Bali.  King Salman Abdul Aziz Al Saud of Saudi Arabia will stay 6 days on Bali for a well deserved rest and holiday. Welcome to Bali Your Majesty King Salman and entourage! A warm welcome to Indonesia. #WonderfulIndonesia #PesonaKingSalmanUbud is a tranquil, culturally rich town in the heart of Bali Indonesia. Explore the exotic attractions of Ubud Bali and rejuvenate the spirit.",4,Ubud
31,340785907491_10150199444002492,"안녕하세요 여러분! How are you? There's so much going on these days! We have almost 55,000 fans now (감사합니다 - thank you!) so if we are unable to answer your question on Facebook (or don't see your comment!) please email us at english@knto.or.kr or call us (02-1330 from your Korean cellphone). We always love hearing from  you! *^^* ",,
32,340785907491_10151305936787492,"Tteokguk is a traditional Korean dish eaten during the celebration of the New Year. The chewy sliced rice cakes, called “tteok” in Korean, are said to resemble coins, thus ensuring a healthy and prosperous year to come. ",1,Korean Food and Snacks
33,211783385560749_474169872655431,"Photo of the day is Kappabashi Bridge at Kamikochi, Nagano pref.
The area is known as one of the most scenic spot in Japan, and you could enjoy its rich natural environment! The route to Kamikochi has closed during the winter, but it’s opened last Saturday! Opening Ceremony at Kappabashi bridge will be held on April 27th. From late May to early June, you could enjoy watching fresh green leaves. From July to August, various flowers bloom beautifully, and from early to late October, you can see beautiful autumn leaves. Make a trip plan in your favorite season!
  
Location details: http://www.jnto.go.jp/eng/location/regional/nagano/kamikouchi.html
Photo courtesy: ©Matsumoto city©JNTO ",3,Timeline Photos
34,340785907491_10152070802092492,"More events, promotions and discounts than ever before. Get all the information you need on the official website and make the best of the Korea Grand Sale 2014!
http://www.koreagrandsale.co.kr/en ",,Timeline Photos
35,225524117535380_1194350183986097,"10 Activities In Tokyo To Check Off Your List In 48 Hours

The wonderful world of Japan will never fail to impress its visitors and this list has all its best quirks for young travellers.

p.s FlyScoot flies to Tokyo from just $600+ SGD return!
http://makeabooking.flyscoot.com/Book

http://thesmartlocal.com/read/tokyo-48-hours-2016The weird and wonderful world of Japan will never fail to impress its visitors and this list has all its best quirks - a prison-themed restaurant, 3am shopping and an unsual Tonkotsu Ramen eatery.",1,10 Tokyo Activities For Young Tourists To Finish In 48 Hours
36,240054519398747_723912707679590,"Where is it? 
University of the Philippines, Diliman, Quezon City

What is it like?
Sorbetes, the traditional ice cream in the Philippines, is commonly peddled by men called “sorbeteros.” They push colorful carts and ring bells to signal their presence. The usual flavors include taro, cheese, and chocolate.

How to get there: 
Fly into Manila through one of more than 30 international airlines. You can also fly in from any major Philippine city.Or take a bus from any major city in Luzon.Or take a boat from any major Philippine port. Then take a taxi, jeepney or bus to Quezon City.

Fun Fact: 
Ice cream peddlers have become so popular in Filipino culture, that there's a popular song about them entitled “Mamang Sorbetero” (Mister Ice Cream Man).

Photo by/Author: 
Rizza Garcia/Brandon Dollente ",1,The Philippines's cover photo
37,240054519398747_723912707679590,"Where is it? 
University of the Philippines, Diliman, Quezon City

What is it like?
Sorbetes, the traditional ice cream in the Philippines, is commonly peddled by men called “sorbeteros.” They push colorful carts and ring bells to signal their presence. The usual flavors include taro, cheese, and chocolate.

How to get there: 
Fly into Manila through one of more than 30 international airlines. You can also fly in from any major Philippine city.Or take a bus from any major city in Luzon.Or take a boat from any major Philippine port. Then take a taxi, jeepney or bus to Quezon City.

Fun Fact: 
Ice cream peddlers have become so popular in Filipino culture, that there's a popular song about them entitled “Mamang Sorbetero” (Mister Ice Cream Man).

Photo by/Author: 
Rizza Garcia/Brandon Dollente ",1,The Philippines's cover photo
38,240054519398747_723912707679590,"Where is it? 
University of the Philippines, Diliman, Quezon City

What is it like?
Sorbetes, the traditional ice cream in the Philippines, is commonly peddled by men called “sorbeteros.” They push colorful carts and ring bells to signal their presence. The usual flavors include taro, cheese, and chocolate.

How to get there: 
Fly into Manila through one of more than 30 international airlines. You can also fly in from any major Philippine city.Or take a bus from any major city in Luzon.Or take a boat from any major Philippine port. Then take a taxi, jeepney or bus to Quezon City.

Fun Fact: 
Ice cream peddlers have become so popular in Filipino culture, that there's a popular song about them entitled “Mamang Sorbetero” (Mister Ice Cream Man).

Photo by/Author: 
Rizza Garcia/Brandon Dollente ",,The Philippines's cover photo
39,240054519398747_723912707679590,"Where is it? 
University of the Philippines, Diliman, Quezon City

What is it like?
Sorbetes, the traditional ice cream in the Philippines, is commonly peddled by men called “sorbeteros.” They push colorful carts and ring bells to signal their presence. The usual flavors include taro, cheese, and chocolate.

How to get there: 
Fly into Manila through one of more than 30 international airlines. You can also fly in from any major Philippine city.Or take a bus from any major city in Luzon.Or take a boat from any major Philippine port. Then take a taxi, jeepney or bus to Quezon City.

Fun Fact: 
Ice cream peddlers have become so popular in Filipino culture, that there's a popular song about them entitled “Mamang Sorbetero” (Mister Ice Cream Man).

Photo by/Author: 
Rizza Garcia/Brandon Dollente ",,The Philippines's cover photo
40,240054519398747_828228147248045,"Singer David Archuleta once did a cover of the popular classic ""Nandito Ako"", as well as another foreign celebrity! Can you guess who it is? See if you're right by clicking on the link. 

http://www.wheninmanila.com/10-amazing-non-filipino-performers-who-have-performed-filipino-songs/Original Pilipino Music (OPM) is a beloved treasure to the Philippines. Over the years, OPM has even managed to capture the hearts of some very talented (and internationally famous) non-Filipino performers across the globe. Here are 10 amazing non-Filipino performers who have recorded and/or perform…",,10 Amazing Non-Filipino Performers Who Have Performed Filipino Songs
41,225524117535380_842840472470405,"[New] 15 Signs You Grew Up as a Hawker Kid In Singapore

You may carry a Chanel but you’ll still bring it here for your favourite laksa. The heart does not forget. 

Here are 15 signs you grew up eating hawker food.

http://www.thesmartlocal.com/read/hawker-kidYou may carry a Chanel but you’ll still bring it here for your favourite laksa. The heart does not forget. Here are 15 signs you grew up eating hawker food.",1,15 Signs You Grew Up as a Hawker Kid In Singapore
42,340785907491_10152642427497492,"The Jinju Lantern Festival will light up the Namgang River from Oct 1 to 12. Find out more ▶ http://bit.ly/1fUM4iD

[ Photo by Andrew Risk | www.flickr.com/andrewrisk ] ",2,Timeline Photos
43,67558139928_10150294549439929,Try Banana 'Molen' as an appetizer before you eat the main course.,1,Timeline Photos
44,240054519398747_473892426014954,"Virac is the capital of the province of Catanduanes and is a gateway to many cultural and natural wonders of the country. There are airconditioned buses to Manila daily and two flights to and from Manila a day. Who has visited Virac before? What tourist spots do you suggest to visit? :D            

Photo taken from tripadvisor.com ",4,Timeline Photos
45,67558139928_10152884007334929,"Cendrawasih Bay National Park: Playground of the spotted Whaleshark http://indonesia.travel/en/destination/423/cendrawasih-bay-national-park-playground-of-the-spotted-whaleshark #WonderfulIndonesiaThe large Cendrawasih Bay National Park in the north of the island of Papua, otherwise known as Teluk Cenderawasih, includes Indonesia’s largest...",5,Wonderful Indonesia - Cendrawasih Bay National Park: Playground of the spotted Whaleshark
46,211783385560749_407194622686290,"Anyone who has seen this cute Doraemon train?
　Photo Courtesy: Lana Bergmann ",,Timeline Photos
47,107026329336542_1128754410497057,"The country's biggest shopping event offers mega shopping excitement and great entertainment.

Hurry....Sale ends on 31st August 2016.  ;)

#tmsingapore #1MMSSC ",2,Timeline Photos
48,240054519398747_551852244885638,"Wanna score a free trip to where it’s more fun? Click on the link and who knows? We might be seeing you soon, in one of our 7,100 islands! Good luck!Check out the Philippines' most vibrant travel highlights and go in the running to win a trip to see them yourself.",4,The Philippines: Come out to play
49,114979501871035_739020132800299,"A dizzying array of mooncake flavours, wondrous lanterns accentuating the glow of the full moon, spellbinding Fire Dragons winding through small streets…if you didn’t get a chance to take part in the Mid-Autumn Festival this year, mark your calendar to celebrate the next traditional festival here with the rest of metropolitan #HongKong. http://bit.ly/1ohYxi6 ",2,Photos from Discover Hong Kong's post
50,211783385560749_644528365619580,"Hamamatsu Festival will be held from 3rd to 5th of May, at Hamamatsu city, Shizuoka pref.
At the Nakajima Sand Dunes, you can experience kite flying (from 10:00 to 15:00) and enjoy watching kite battles.
The spectacular float parades will also take place in the main street of Hamamatsu City at night.
 
More details: http://www.jnto.go.jp/eng/location/spot/festival/hamamatsufes.html
Hamamatsu City: http://hamamatsu-daisuki.net/lan/en/
Photo courtesy: Shizuoka Prefecture Tourist Association ",2,Timeline Photos
51,340785907491_10152629682997492,"Changgyeongung Palace will be open at night from Sep 16 to 28, 2014. How to reserve tickets ▶ http://bit.ly/14cggnight ",2,Changgyeongung Palace at Night
52,225524117535380_1110067752414341,"Cheese ramen, lobster ramen, claypot ramen, FIRE ramen and more.[New] 10 Most Unique Ramen Bowls You Can Find In Singapore 

Lobster ramen, truffle ramen and RAMEN ON FIRE - literally. 

This is the go-to list the next time you've got cravings and you're bored of cha shu ramen. Here's where to eat em all.

http://eatbook.sg/unique-ramen-singapore/",1,Eatbook.sg
53,144113158937441_1209336489081764,"The Jewel in the ages of Time

https://youtu.be/ejVO2pCLO3MThe Jewel in the ages of Time",,The Jewel in the ages of Time
54,240054519398747_821174231286770,"Monday morning, Negros Occidental! When you start your week with a view like this in Sipalay, you never want it to end. 

Photo from jonas.ph ",4,Timeline Photos
55,340785907491_10154798521422492,"Forget the #winter cold as you zoom down snowy hilltops or glide gracefully across the ice with our list compilation of the #iceskating rinks & #snow sledding places in #Seoul Metropolitan Areas! Tag your friends whom you'd love to try this on your next #VisitKorea trip! 😍Besides skiing and snowboarding, ice skating and sledding are two of the most popular winter leisure activities, perfect for people of all ages.",5,Enjoy Ice Skating & Snow Sledding in Korea!
56,67558139928_10150304577639929,Tjampolay syrup is an excellent choice for a family gift from Cirebon.,1,Timeline Photos
57,240054519398747_1085146034889587,"The Voice Philippines Finalist (Season 1), Jessica Reynoso acted as a tour guide and ambassador last month to showcase the best of the Philippines to  a group of influencers from the US. Watch the cool video below to see some of the places they went.
 
Tag a friend who wants to experience why It's more fun in the Philippines.
 
#Itsmorefuninthephilippines #TourismPromotionsBoard #tpbgovph #philippines ",2,
58,144113158937441_1495637210451689,"Welcome to India's North East ~ #ParadiseUnexplored #ITM2016 #IncredibleIndiaThis is ""Paradise unexplored - North East"" by Incredible India on Vimeo, the home for high quality videos and the people who love them.",,Paradise unexplored - North East
59,67558139928_10151526910169929,"From 25th to 28th July 2013, the sparkling beauty of Sulawesi - one of the 5 main islands of Indonesia, will be revealed in the capital of North Sulawesi, Manado, at the Kemilau Sulawesi Exhibition VIII. Kemilau itself literally means “Sparks”; a perfect word to express the enchanting beauty that lies within all the provinces of Sulawesi. http://www.indonesia.travel/en/event/detail/679/kemilau-sulawesi-exhibition-viii-2013 ",2,Timeline Photos
60,340785907491_10151803442562492,"Incheon Bridge — at 송도 테크노파크 미추홀타워

Photo by John Steele 
Like his page at John Steele Photo

For more attractions in Incheon, and information about the city tour, go here http://bit.ly/18SSicl ",,Photos by John Steele
61,225524117535380_759197500834703,"11 Things Peter Lim Owns That Will Make You Jelly.

What Do You Buy For Christmas For The Man Who Owns Everything? 

Follow Mustsharenews.com  for more local news.

http://mustsharenews.com/jelly-peter-lim/What Do You Buy For Christmas For The Man Who Owns Everything?",2,11 Things Peter Lim Owns That Will Make You Jelly - MustShareNews.com
62,240054519398747_714650348605826,"Where is it?
Anilao, Batangas

What is it?
Funny how a dive site that has the Tagalog word of garbage for its name is one of the best dive spots in Anilao. A lot of interesting creatures can be spotted in Basura — octopuses, seahorses, tiny frogfishes, ghost pipefish, and tiny shrimps. This area is classified as a muck dive site, hiding all those species under a viscous sea of mud. Come to think of it, the name's making a little more sense now.

Fun Fact:
You can go for a diving expedition to a Spanish galleon which sank in 1620. Visibility is good, and the site is home to many beautiful fish and corals. Just ask your tour guides to show you the way.

Photo by / Headline by:
Kevin Palmer / Donna Dimayuga ",3,The Philippines's cover photo
63,225524117535380_1124794814274968,"[New] We Hiked Up The Dragon's Back Trail In Hong Kong And It Is Ubin On Steroids

The Dragon's Back Trail is an award-winning hiking trail in the middle of HK's city. The full hike lasts 6 hours, and you can even stop by a beautiful beach called Big Wave Bay on the way down. A great respite from the shopping and eating! 

http://thesmartlocal.com/read/dragons-back-trailDragon's Back Trail proves that Hong Kong is more than a foodie paradise. Read more about our hiking adventures!",3,We Hiked Up The Dragon's Back Trail In Hong Kong And It Is Ubin On Steroids
64,225524117535380_760716447349475,"SIA will honour erroneous sale of business-class tickets at economy-class fares in Australia.

Props to Singapore Airlines for the excellent handling of the situation. Lucky Australians will get business class tickets at economy prices!

http://www.straitstimes.com/news/asia/australianew-zealand/story/sia-says-will-honour-erroneous-sale-business-class-tickets-econSingapore Airlines (SIA) on Monday agreed to allow hundreds of passengers to fly business class after they purchased fares at economy-class prices in Australia following an embarrassing ticketing bungle.",,SIA will honour erroneous sale of business-class tickets at economy-class fares in Australia
65,114979501871035_1014388165263493,Insta-worthy barbecued pork buns in five seconds.,,gph.is
66,340785907491_10152348600617492,"SEOGWIPO PHOTOGRAPHY CONTEST
Submission date: June 1 to June 20, 2014
Maximum of four photos (11""×14"" prints in color or black-and-white)
How to submit: attach entry tag and fill out the application form

If you need an English version of the form, send us a Facebook Message.공모기간 : 2014년 6월 1일 ~ 6월20일 18:00시 도착분
응모자격 : 제한없음
출 품 수 : 1인 4점 이내(※출품료는 없음)
출품규격 : 칼라 및 흑백 11""×14""인화 후 제출
출품요령 : 신청서와 함께 작품뒷면에 출품표를 반드시 부착하여 제출할 것 
※신청서와 출품표는 서귀포시 홈페이지(http://www.seogwipo.go.kr) 핫알림방에서 다운로드",,제주특별자치도
67,240054519398747_537442139659982,"Who can relate to this? Aminin!
Photo from migsambo.tumblr.com ",,Timeline Photos
68,240054519398747_773974036006790,"Just how awesome is our country? Awesome enough for one foreigner to visit all of our 81 provinces! If he can do it, so can you! Read more about this amazing feat and share this with your travel buddies!   

http://www.pinasmuna.com/2014/11/foreigner-visited-all-81-philippine-provinces.htmlHi Edgar- WOW what an amazing story! Because of that we would like to challenge you to do the #phadventurechallenge with us! Please contact us on facebook: chasingwanderlust ph. travel on buddy!",2,Foreigner Visited all 81 Philippine Provinces
69,67558139928_10152552888129929,"This enchanting archipelago is one of the jewels of Central Sulawesi.

Stunning reefs, small isolated white sandy beaches, traditional fishermen village of a Bajau, verdant rainforest have left many a world weary travel searching for superlatives.

Good morning from Togean Islands! http://indonesia.travel/en/destination/321/togean-island ",,Timeline Photos
70,107026329336542_587765664595937,"This paradise is like a little heaven waiting to be discovered. It is hidden amidst the huge forest, with rustic architecture surrounded and a panoramic view of the evening sky. Philea Resort & Spa Ayer Keroh, Melaka offers peace, tranquillity and ultimate relaxation. 

#tmsingapore ",4,Accommodations
71,211783385560749_967430519996028,"Next winter, try using ""kairo"", a useful Japanese invention. They come in a variety of types and designs and make great souvenirs of Japan!

More Story; http://japan-magazine.jnto.go.jp/en/1512_kairo.html ",,Photos from Visit Japan International's post
72,225524117535380_613356772085444,"TheSmartLocal.com: A dog climbs, hugs and chews on it. What this cat does during this will amaze you.

Originally uploaded by 501krgan0404 ",,The cat is officially the coolest cat in the world.
73,340785907491_10151307802787492,"One of the popular snacks you will see around Korea during winter is the Bungeoppang (붕어빵). In Korean, bung'eo (붕어) means Carassius, a kind of fish, and ppang (빵) means bread. 

Here are some other winter food and snacks to warm you up during the cold weather >>> http://bit.ly/gMgp88 ",1,Korean Food and Snacks
74,67558139928_10153671214389929,"Experience body rafting and watertubing that are unique activities at this river as both experiences will navigate you through the beautiful clear blue water.

To know more about Citumang River and to include it in your Wish List, visit https://discover.indonesia.travel/ now!

The tranquillity of the river will take all the stress away!

#DiscoverWonderfulIndonesia ",3,Timeline Photos
75,67558139928_10150128877579929,Enjoy the magnificent Toraja wood carvings,,Timeline Photos
