,id,message+desc,class_label,name
41,225524117535380_514850345269421,"Morning Singapore! Travel idea of the day - Golden Bay, New Zealand. I'm on a horse.

Like TheSmartLocal.com for more daily morning travel inspiration!

#travel #beautiful #gorgeous #inspiration #newzealand ",,Timeline Photos
42,225524117535380_1129813543773095,"[New] New And Fun Things To Do In Sep 2016: Thai Pasar Malam & Late Night Farmers Market

F1 isn't the only thing that's buzzing in September. Bid  Tanjong Pagar Railway Station a very last farewell with a Thai market, or hit up Gillman Barracks again now that it has a spanking new Creamier outlet!

http://thesmartlocal.com/read/september-2016Step it up this September Source We’ve reached the last quarter of the year and we both know it’s time you’ve started completing those New Year Resolutions. From spending less time on FB to being more adventurous, we’ve got you covered with an eclectic range of activities. And who cares...",,New And Fun Things To Do In Sep 2016: Thai Pasar Malam & Late Night Farmers' Market
43,211783385560749_701724066566676,"In Okayama City, the world of Japan's famous folktale, ""Momotaro"" or the Peach Boy, remains alive as mysterious rituals, legendary shrines and specialties born from the folktale.
More story>http://japan-magazine.jnto.go.jp/en/special_okayamacity.html ",5.0,Photos from Visit Japan International's post
44,240054519398747_1075107252560132,"“Filipinos give—of themselves, of their time their money, their love—to others.” What other observations did TV host Anthony Bourdain have about Pinoys during the Manila episode of his show Parts Unknown? Read on! ",,"Anthony Bourdain's Manila Episode Of ""Parts Unknown"" Got Too Damn Real"
45,340785907491_10150372033457492,"We are heading off for the hallyu trip, and there's a special performance on train! ",5.0,Timeline Photos
46,225524117535380_937622386325546,"nan[New] 20 Famous Korean Food To Try When Visiting Seoul For The First Time 

Forget about Bibimbap and Tteokbokki. Time and tummy space are scarce resources on vacation, so here's THE LIST of must-try dishes to check off while in Korea. 

Follow TheSmartLocal.com and never miss our best posts again!

http://thesmartlocal.com/read/korean-food",1.0,TheSmartLocal.com
47,225524117535380_937622386325546,"nan[New] 20 Famous Korean Food To Try When Visiting Seoul For The First Time 

Forget about Bibimbap and Tteokbokki. Time and tummy space are scarce resources on vacation, so here's THE LIST of must-try dishes to check off while in Korea. 

Follow TheSmartLocal.com and never miss our best posts again!

http://thesmartlocal.com/read/korean-food",1.0,20 Famous Korean Food To Try When Visiting Seoul For The First Time
48,340785907491_10154511429297492,"Traveling on #budget? Here is our latest article on how you can enjoy #Seoul while maximizing the use of your #KoreanWon! If you have any other  #tips you'd love to share with fellow #VisitKorea travelers, feel free to comment below! 👇😤Traveling overseas may seem expensive, but it's also possible to enjoy a full vacation on a limited budget. Click on our article to find out how you can enjoy a variety of areas in Seoul for just $10 a person! ",4.0,Enjoy Seoul on a $10 Budget!
49,240054519398747_788784231192437,"Where is it?
Boracay, Aklan

How to Get There:
Fly from Manila to Caticlan. 

Or fly from Manila to Kalibo, then take a bus to Caticlan. 

Or take a boat from Manila to Caticlan.

What is it like?
When packing your bags for Boracay Island, shoes should be the least of your concerns. You'll be walking barefoot on the powder-fine sand most of the time. And sitting on it. And getting massages on it. You'll form quite an attachment to Boracay sand. Just please don't take any of it home! Leave the beach for others to enjoy.

Fun Fact:
Come dusk, young boys and girls take to the beach to begin sculpting impressive pieces of sand art. For a small fee, they can even personalize the sand art for you!

Photo by / Caption by:
Ryder Aquino / Nikki Golez ",4.0,The Philippines's cover photo
50,67558139928_10153725395724929,You don't have to dive to enjoy the beauty of Raja Ampat. #WonderfulIndonesia http://ow.ly/UXQs8,3.0,Timeline Photos
51,114979501871035_800845423284436,Is it 2015 yet where you are at? #HongKong is still abuzz after some amazing New Year fireworks! Here’s a sneak peek for ya. Happy New Year! http://bit.ly/1HYBPoJ,2.0,New Year．New World – Hong Kong Countdown
52,211783385560749_960415740697506,"The Hagoita-Ichi (Battledore Fair) is takes place at Sensoji Temple, Asakusa, Tokyo from December 17th to 19th. This is an annual fair held in its precincts at the end of the year. 
These Hagoita (Battledore) are used for good-luck charms for ornamental purposes, they are decorated with gorgeous pictures and accessories. The front of the Hagoita is designed with images of elegantly made-up Kabuki actors, popular celebrities, TV personalities, athletes or anime characters of the year.
Why don’t you visit and look around this lively fair.

Further Information; 
http://www.jnto.go.jp/eng/location/spot/festival/hagoitaichi.html
http://www.jnto.go.jp/eng/location/regional/tokyo/asakusa.html　
http://www.gotokyo.org/en/kanko/taito/event/hagoita.html ",2.0,Photos from Visit Japan International's post
53,240054519398747_533049306765932,"Now you see it, now you don't! Once the birds at Candaba, Pampanga, settle down, so does the sun. To see the wonder that is Candaba, take the North Luzon Expressway from Manila and check out the rich biodiversity of this swampland. Photo by Albert Labrador ",3.0,Timeline Photos
54,67558139928_10150110520069929,"When you come to Bali, please visit Lake Batur, Kintamani, Bali. We bet you will like it ",3.0,Timeline Photos
55,340785907491_10152590608692492,The 2014 Chuseok holiday schedule for major sites and shops can be found here → http://bit.ly/1AQ21QN,2.0,Timeline Photos
56,240054519398747_693726330698228,"Have you met Lang Dulay? She's known for her contributions in preserving the T'boli culture. Get to know more about this National Living Treasure by clicking on the link!     

http://www.pinoyadventurista.com/2014/05/lake-sebu-south-cotabato-lang-dulay-her-tnalak-and-tboli-weavers.htmlThank you for your comments! I may not seem to reply most of the time but rest assured, I read and appreciate all your comments. Salamat! :)",,"Pinoy Adventurista : LAKE SEBU: Lang Dulay, her T'nalak and the T'boli Dreamweavers"
57,67558139928_147392715308072,"Hi Indonesia, Let's share recommended National Parks in Indonesia. We're glad to invite you here! ",,
58,225524117535380_1198056233615492,"Tattoo Artists of Singapore & Questions You've Always Wanted To Ask Them

Meet Singapore's Tattoo Artists and how they think you see them. We speak to five tattoo artists in Singapore to discover the truth about their trade.

http://thesmartlocal.com/read/tattoo-artists-sgMeet Singapore's Tattoo Artists and how they think you see them. We speak to five tattoo artists in Singapore to discover the truth about their trade.",,Tattoo Artists of Singapore & Questions You've Always Wanted To Ask Them
59,240054519398747_1150260888378101,"It was a great weekend for a festival in Frankfurt, Germany last August 26-28 with the annual Museumsuferfest, a celebration of music, gastronomy and culture happening at the heart of the city. It’s More Fun In the Philippines was there to give out free trips to the country and provide an upbeat dance performance from the UP Street Dancers!

Check out photos from the event here: https://www.facebook.com/museumsuferfest/ ",2.0,Timeline Photos
60,67558139928_10153781119349929,"If Bali has a vibrant and sparkling tourist compound on its southern coast, their neighboring island of Lombok has something special on its southern shore as well. Interestingly, both share similar names: Kuta Beach. #WonderfulIndonesia http://ow.ly/VHlNf ",3.0,Timeline Photos
61,340785907491_10152790475997492,"This Seoul Timelapse/Hyperlapse took Noe Alonzo three years to make.
WATCH: http://youtu.be/CcEWqVnz6SEhttp://www.ROK-On.net http://www.facebook.com/Rokonlifeinsk Special thanks to Byulmaru for letting me use their music. Music: 별마루 - ""쥐불놀이"" Music: Byulmaru - ...",,Seoulites [ROK On!]
62,340785907491_409393787491,Lee Chung Yong scores to bring the score to 1-1.,,Timeline Photos
63,144113158937441_1103444053004342,"Gwalior - Legend has it that Gwalior was founded in 8th century AD by a chieftain known as Suraj Sen or Surya Sen of Kachwaha Rajput clan who,when struck by a deadly disease, was curd by a hermit-saint Gwalipa. As a mark of respect to the saint, he built the city of Gwalior after the name of the saint. 

Steeped in its past splendor it was ruled by several dynasties including the Pratiharas, Kachwahas and Tomars who have left imprints of their rule, in this city of outstanding palaces, sacred temples and glorious monuments. It is also the birthplace of great musician Tansen. 

- See more at: http://www.incredibleindia.org/en/travel/destination/gwalior ",5.0,Photos from Incredible India's post
64,340785907491_10151585110547492,What would make a great prize for our next contest/event?   You can also specify items in the comments below.,,
65,240054519398747_555877101149819,"Friends from abroad, get ready! It's time to start planning your trips for 2014 and Lonely Planet's listed down a famous Philippine destination as part of their top spots with value for money! Clue: it's all about the turquoise waters here!Read Lonely Planet’s best value travel destinations for 2014 by Lonely Planet",5.0,Lonely Planet’s best value travel destinations for 2014 - Lonely Planet
66,114979501871035_1087218027980506,"Go treasure hunting in the  flea markets, pre-war buildings and eateries of Sham Shui Po. http://bit.ly/29FHHiD_",5.0,Hong Kong Summer Fun : Sham Shui Po
67,211783385560749_1027787397293673,"""AEON MALL Tokoname"" is a hot and latest spot located close to the Chubu Centrair International Airport. The mall serves as a tourist information center, perfect for not only tourists but local residents, offering specialties and cultural experience as well as gourmet food and any kind of shopping item. 
Let’s explore the special features of the mall with Tokoname-based foreign potters.

More Story: http://japan-magazine.jnto.go.jp/en/special_aeon01.html ",5.0,Photos from Visit Japan International's post
68,211783385560749_830955766976838,"Today’s photos are plum-blossoms. Plum is called “Umé ” in Japanese.
In comparison with cherry blossoms, not so many people are thinking about plum blossoms, however you can recognize they are also so beautiful.
At the moment, there is the Plum Festival at Kairakuen Garden, Mito City, Ibaraki Prefecture until March 31st.

For further information, please check following URL;
http://japan-magazine.jnto.go.jp/en/1412_plumfestival.html
https://www.jnto.go.jp/eng/pdf/event/calendar_events_201503.pdf ",5.0,Photos from Visit Japan International's post
69,211783385560749_437570352982050,"Good morning! Cherry blossom is now blooming in Okinawa, southern part of Japan! Cherry blossom festival is now held in many places in Okinawa until early Feb.
Details: http://www.okinawastory.jp/en/special/sakura/index.html
Location details: http://www.jnto.go.jp/eng/location/regional/okinawa/ ",5.0,Timeline Photos
70,240054519398747_788532204550973,"When asked what makes the Philippines an amazing place to visit, we normally rank pretty high when it comes to beaches, food and the people! Got any more reasons why more people should visit us this year? Type them below! ",5.0,Timeline Photos
71,433618953473105_753443401490657,"Bair island, Southeast Maluku. ",3.0,Timeline Photos
72,340785907491_10153566937222492,"Instead of the usual #dakgalbi stir-fried on a huge hotplate, have you tried having it grilled on coals? To #cook the meat, we need to know that the fire is stronger in the center. Therefore we recommend to move the slices in the middle of the grid. Anyone #hungry right now? *Slurps* :D #불금 #TGIF #SeoulHungry ",,Sutbul Dakgalbi
73,240054519398747_1012087852195406,"If you haven’t been to the Philippines this video will make you wish you did. The good news is you can plan it this year! Let this video inspire you. Don’t forget to share with your friends!

https://vimeo.com/151288180In 2015, we went on a trip to the Philippines for about 3 weeks. Although we usually take longer for our trips, we enjoyed every bit of this tropical paradise on…",5.0,The Philippines 2015
74,340785907491_10151510956322492,"Traditional Korean ceramic tea bowls are called chasabal. Travel to the Mungyeyong Traditional Chasabal Festival 2013 to celebrate the beauty and history of chasabal, and try your hand at making and decorating these works of art perfected over the course of history. → http://bit.ly/10Sy699 ",2.0,Timeline Photos
75,240054519398747_167997443355913,"""The Philippines is one big dive site,"" says Benedict Reyes, president of the Philippine Association of Underwater Activities. Read more about it on the link below and tag your diver friends in the comment section!

http://www.abs-cbnnews.com%2Flifestyle%2F03%2F25%2F13%2Fph-hopes-become-asias-scuba-diving-capital&h=gAQGXdBNaMANILA, Philippines -- With nearly 500 unexplored dive sites, the Philippines could well become Asia’s scuba diving capital.",,PH hopes to become Asia's scuba diving capital
76,67558139928_10150338892164929,"Soto Bandung is a special soup from Bandung, West Java and it's something you have to try! ",1.0,Timeline Photos
77,240054519398747_1171634169574106,"Mt. Pulag has gotten a bad reputation for being too crowded but the National Park has improved the situation and worked on limiting the number of hikers to between 200-300 per day. In this picture, you can see a few hikers on top of peak 2, with the sea of clouds in the background. The playground of the gods actually felt like an actual playground where we could roam around without bumping onto other mountaineers!

If you do visit, please remember to #LeaveNoTrace! Ensure to use the established paths and avoid creating new ones. Also be respectful of other visitors by avoiding loud noises.

Words and Photo by @tugaff ",3.0,Timeline Photos
78,240054519398747_687357541335107,"What is it like? 
There are over 94 lakes in the Philippines. Resting in the craters of extinct volcanoes. Created by natural disasters like landslides or tectonic activity. Made by man as catch basins for dams. There are lakes for wakeboarding, swimming or going on romantic boat rides. 

Fun Fact: 
Laguna de Bay is the country’s largest lake. 

Photo by/Headline by: 
Raul Montifar/Rachel Teotico ",3.0,The Philippines's cover photo
79,240054519398747_742866089117585,"This November, Merrell is sending two lucky winners on a fun adventure up Mt. Apo, the highest mountain in the Philippines! Get a chance to win this trip and a pair of shoes by simply sharing on Facebook or tweeting! 

Click here for the easy mechanics and share with your mountain climbing buddies! 
https://www.facebook.com/MerrellPhilippines/photos/a.174011372641937.34974.172798332763241/789779731065095/?type=1&theater ",,Timeline Photos
80,240054519398747_911150268955832,"It’s not too late to pack your 2015 with amazing Philippine adventures! Click on this list of 10 Best Outdoor adventures in the Philippines and share with your friends!Here are the top 10 outdoor adventures in the Philippines for the first half of 2015 based on reviews on looloo, the #1 review site in the Philippines.",5.0,Top Ten Outdoor Adventures in the Philippines for Mid-2015
81,340785907491_10152320454492492,"""If I were to pick a favourite temple in Korea, it would be a tie between Tongdosa and Haedong Yonggungsa. While I love Tongdosa in the spring and fall for the leaves and blossoms, Haedong Yonggungsa is great all year round."" -- Jason Teale

Check out more photos of Yonggungsa from Jason's blog: http://jasonteale.com/blog/2014/02/haedong-younggunsa

[photo by Jason Teale Photography] ",5.0,Timeline Photos
82,240054519398747_724921567578704,"Sausage Fest! Just one of the many things that make Vigan City famous: the delectable Vigan Longganisa. Vote for Vigan now to be included in the Seven Wonders of the World Cities! https://www.new7wonders.com/en/cities  

Photo from philippinecuisine.blogspot.com. ",5.0,Timeline Photos
83,67558139928_10153734402014929,"Flores, the long island which located between Sumbawa and Timor, is crowded with volcanoes and mountains; dividing its area into several regions with distinct languages and traditions #WonderfulIndonesia http://ow.ly/UZGeA ",3.0,Timeline Photos
84,225524117535380_1208073545947094,"Have you tried these secret Starbucks drinks yet that aren't on the menu?

thesmartlocal.com/read/secret-menu-starbucksWe’ve snooped around for Starbucks hacks and interviewed many baristas for this list of Starbucks secret Menu drinks you never knew you could order.",,12 Starbucks Secret Menu Items To Order In Singapore REVEALED
85,240054519398747_959152490822276,"Paradise found! This postcard-like image was taken from Maira-ira cove in Pagudpud, Ilocos Norte. Also known as the “Blue Lagoon”, this spot is also popular with the surfers.

Photo taken by: Kerwin Refe ",3.0,Timeline Photos
