,id,message+desc,count_food,count_events,count_nature,count_accommodation,count_attraction,count_others,class_label
22782,114979501871035_564550760247238,"That’s Beth Mota (@MacBarbie07) standing in front of Hong Kong harbour. The YouTube sensation from California is in Asia’s world city. Check out the album to see what she gets up to. 
bit.ly/15dcyI6US teen YouTube star Beth Mota is visiting Hong Kong this week. Check out our Facebook page to see what she got up to! www.facebook.com/DiscoverHongKong",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22783,67558139928_10153655159509929,"Ada banyak hal yang bisa kita lakukan di Ruteng, salah satunya adalah menikmati keindahan gereja-gereja yang ada disana. Kapel atau Chapel Ruteng merupakan satu dari sekian banyak gereja disana. Kapel yang telah berumur puluhan tahun ini terletak di tengah kota. Selain memiliki dua menara yang menjulang, ruangan di kapel ini juga dipenuhi oleh tiang-tiang berseni. Suasana khidmat akan bisa kalian rasakan saat beribadah disini. http://www.indonesia.travel/sites/site/701/ruteng
#PesonaIndonesia",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22784,240054519398747_1004300082974183,"The “Rice Granary of the Philippines” is often overlooked as a travel destination, but one look at these photos of Nueva Ecija and you’ll be planning a trip there! Check it out and don’t forget to tag your friends who are always up for an adventure.  

 http://www.wheninmanila.com/unbelievable-travel-destinations-in-nueva-ecija-you-never-knew-existed/",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22785,240054519398747_676898382381023,"Where is it?
Boracay, Aklan

What is it?
The waters of White Beach in Boracay are great for skimboarding because of their gentle waves.

How to get there? 
Fly from Manila to Caticlan.

Or fly from Manila to Kalibo, then take a bus to Caticlan.

Or take a boat from Manila to Caticlan.

Fun Fact: 
Skimboarding was invented in California, when lifeguards needed a way to get across the beach quickly.

Photo by:/Headline by:
Donald Tapan/Meggy de Guzman",0.0,1.0,0.0,0.0,0.0,0.0,0.0
22786,114979501871035_313175142079863,"Forever 21 is now in Hong Kong! Don’t miss out on the latest trends and visit this budget-friendly fashionable shop for the young. 
http://www.forever21.com/Product/Main.aspx?br=f21",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22787,225524117535380_962224757198642,"[New episode + Christmas giveaway!] Find Out How Well We Really Know Christmas Carols When The Music Stops - Singaporeans Try: Episode 30

This Christmas, we invited Dee Kosh to play Don't Forget The Lyrics With us. Test how well you know your Christmas carols along with us!

Giveaway Time!

Two lucky viewers will stand a chance to win two different sets of toys for your loved ones - Set A is a set of My Little Pony toys and Set B is a Play-Doh + Monopoly Junior Set. To participate, all you need to do is:

1. Follow @Thesmartlocaltv on Instagram. 
2. Like and comment on this Instagram post (https://www.instagram.com/p/_jQYwyv4Y3/) with your favourite Christmas Memory!

The contest ends on the 25th of December 2015 and we'll announce the winners on the 28th of December. Good luck and Merry Christmas everyone!

http://thesmartlocal.com/read/sg-try-30If you've walked into any shopping centre in December, your ears would be ringing with Christmas carols. Now, we find out if we can remember the lyrics!",0.0,0.0,6.0,0.0,0.0,0.0,0.0
22788,240054519398747_973742906029901,"Our Visit the Philippines bus wraps are literally adding some color to the streets of London, as seen in this photo sent by Louison De Guzman. Seen any of our ads lately in your part of the world? Shoot them and send them via PM for a shot at being featured.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22789,225524117535380_945913118829806,"Singaporeans Try Chinese Medicine For The First Time

You don't have to wonder anymore if eating flying lizards have health benefits. We did the eating for you. R.I.P staff of TSL!

Subscribe to our YouTube channel and never miss an episode of ours again!
www.youtube.com/TheSmartLocal",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22790,211783385560749_512067902198961,"Summer Annual Event in Kyoto ~Hassaku~
Hassaku is an annual greeting event of Maiko and Geiko in Kyoto on August 1st in the morning. They visit their masters and faithful customers to give gratitude. You will be able to see them mainly around Gion, Pontocho, Kamishichiken, Miyagawacho districts on the day. It’s not too late to plan a trip to Kyoto yet! Have you ever seen Geiko and Maiko in beautiful Kimono?

About Maiko: http://www.jnto.go.jp/eng/indepth/cultural/hj/maiko.html 
Kyoto: http://www.jnto.go.jp/eng/indepth/scenic/sviewer/",0.0,0.0,1.0,0.0,0.0,0.0,0.0
22791,107026329336542_447647625290041,"For all you Mountain Climbers out there, The Yam Tuan Antah Challenge 2013 takes place on 27 January at Hutan Lipur Gunung Datuk,Rembau, Negeri Sembilan.

For details on how to participate in this challenge, simply log on to this link.Event : YAM TUAN ANTAH CHALLENGE 2013 Date : 27th January 2013 (Sunday) Venue : Hutan Lipur Gunung Datuk, Rembau, Negeri Sembilan Time : 8.00 am Closing date : 25th January 2013 (Friday) Please download entry form here>> Front Form | Form (Individu) | Form (Group)",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22792,340785907491_10151852169942492,Here's our list of festivals for Oct & Nov 2013 → http://bit.ly/1cbworw,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22793,114979501871035_192153187463391,"Celebrate Confucius Carnival 2011 this January 30, from 1-8 pm at the Pedestrian zones in Paterson Street and Great George Street, Causeway Bay!
Search events in Hong Kong.  Many seasonal events such as the Hong Kong Marathon, the Hong Kong Arts Festival, Rugby Sevens are huge in Hong Kong.  Discover the excitement that will happen in 2008. Get first hand information on upcoming events, events highlight and to search for your favourite event",0.0,0.0,1.0,0.0,0.0,0.0,0.0
22794,225524117535380_1169462989808150,"[Tickets Giveaway!] England Vs Germany Comes To Singapore!

The football legends may have retired, but they will lace up their boots again to battle at our very own National Stadium. And we're giving you tickets to see them! 

Simply:

1. Like NUEVO VINO on FB
2. Like and share this post, and comment below on which player you want to see in action and why. 

3 sets of Battle of Europe hospitality packages will be given away, each containing Nuevo Vino wines, match tickets and welcome party invitations. 

Contest ends on 26 October 2016 and the most creative answers win. 

http://thesmartlocal.com/read/battle-of-europeBattle of Europe 2016: England Masters vs Germany Masters One of the first football memories I’ve ever had was watching Teddy Sheringham poke in Manchester United’s equalizer against Bayern Munich in the 1999 Champions League Final. 10-year-old Me thought that was the most magical 3 minutes of my li...",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22795,144113158937441_1209334469081966,"Dwarka - Khushboo Gujarat Ki

https://youtu.be/fM_RDdA4OSkOne of India's holiest spiritual and religious sites",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22796,67558139928_10150143444914929,"Berikan kontribusi kalian dalam Earth Hour 2011. Mention foto kampanye
ke Indonesia.Travel. This Earth Hour, go beyond the hour!",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22797,114979501871035_1169664359735872,"You’ll want to take a photo of this one: stringy rainbow-coloured grilled cheese, available at the CCB (Asia) Hong Kong Wine & Dine Festival. http://bit.ly/2eBTnQO",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22798,240054519398747_654133717990823,"Where is it?
Puerto Pincesa, Palawan

How to Get There:
Fly into Puerto Princesa from Busuanga, Cebu, Davao, Iloilo or Manila. 

What is it?
Fly into Puerto Princesa from Busuanga, Cebu, Davao, Iloilo or Manila. 

Fun Fact:
Fish don't just randomly join a group. Like people, they pick who to hang out with – who their mates will be. And generally, they like large shoals with fish who are healthy and resemble their appearance. This is because a fish that stands out will be easy prey.

Photo by / Headline by:
Tourism Department Philippines / Tin Sanchez",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22799,340785907491_292811977415623,BIG NEWS!! Are you a native English speaker in Korea looking for a job? We will soon have an opening here at VisitKorea! Please check the link for details.*^^*English Editor wanted at Visitkorea.or.kr,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22800,225524117535380_1097811116973338,"11 NEW Fun-Filled Activities In Singapore To Bond With Your Kiddos In 2016

If you're looking for a brand new family friendly place to bring your kids out, look no further! Check out #2 to get the most adorable shots of your child.

p.s The Singapore Food Festival this year features The 50 Cents Fest! Chinatown Food Street will turn the clock back 60 years and be transformed into a haven for street food.

Here's why you need to attend the food festival of the year with your kiddos, ENDING THIS WEEKEND!

http://thesmartlocal.com/read/kid-activities-2016If you're looking for a brand new family friendly place to bring your kids out, look no further! Check out #2 to get the most adorable shots of your child.",1.0,0.0,1.0,0.0,0.0,0.0,0.0
22801,114979501871035_158824547530459,See last Saturday's Visa go Surprises promo! Last chance to be part of the Visa go event on Aug 27! So mark your calendars and make it to WTC Mall!Visa go Surprises 18 June -- 27 August (Every Saturday) Shop and pay with your Visa card and you could get 'mobbed' with extra rewards! A flash mob will visi...,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22802,225524117535380_1216843338403448,"[New] 15 Runs in 2017 Of All Types To Join At BIG Discounted Rates

You can kickstart your fitness goals for next year by signing up for U Sports' U Run All Access package, where you join 3 different runs at way lower prices.

http://thesmartlocal.com/read/u-run-2017A normal run costs more than $50 but with the U Sports U-Run-All Access package, you get to score 3 runs of your choice at discounted rates! Read on to see the 15 you can join.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22803,240054519398747_475582995845897,"Nag-simba na ba kayo? Take a look at this YouTube video by UNESCO TV and NHK about four of our Baroque churches. Press like and share if you love our cultural heritage!

http://www.youtube.com/watch?v=blE8P-A27VEThese four churches, the first of which was built by the Spanish in the late 16th century, are located in Manila, Santa Maria, Paoay and Miag-ao. Their uniqu...",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22804,67558139928_10153137732584929,"Dalam rangka mempromosikan Indonesia kepada masyarakat Jepang, khususnya Tokyo, KBRI Tokyo bersama Garuda Indonesia Tokyo untuk pertama kalinya menggelar perhelatan Indonesia Galore di ASEAN Japan Center, Tokyo, 14-16 Maret 2015. Disamping pameran lukisan dan fotografi, Indonesia Galore juga memperkenalkan aneka kuliner Indonesia seperti rendang, jajanan pasar, serta minuman kopi Indonesia.  http://ow.ly/KdClu",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22805,144113158937441_1323261544355924,"If you are a wildlife enthusiast, this is just the right opportunity for you. Head to the Tadoba-Andhari Tiger Reserve, one of the largest and oldest national parks in Maharashtra, for an up close and personal encounter with some of the fiercest animals on the planet. A popular tiger reserve, Tadoba Andhari is home to an abundant species of flora and fauna. So, pack your bags and get set for a scenic trek at Tadoba; your gateway to the wild, wild world.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22806,107026329336542_197605623611945,"Calling all Laksa lovers out there...
Did you know?
There are 8 varieties of Laksa in Malaysia. 
Can you name them? (p/s: Melaka is not in the list)....",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22807,240054519398747_1086235744780616,"Just like any other regions in the Philippines, Socksargen takes pride of its beautiful destinations not everyone is familiar about. Check out this 2-minute video showing the rich biodiversity and culture of SOX and consider it your next destination to visit! #itsmorefuninthePhilippines",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22808,225524117535380_944492272305224,"Gudetama is Conquering Hong Kong's Dim Sum Icon, One Har Gao At A Time

And that is the reason we are flying to Hong Kong today! OMG you must see these if you haven't already!

http://eatbook.sg/gudetama-hong-kong/Heard about the new Gudetama cafe in Hong Kong? Here's a further peek at some of their dishes! Dim Sum has never been this adorable!",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22809,240054519398747_1044783698925821,"As Filipino cuisine gains popularity in the west, TV program Foodways features an introduction to experiencing Filipino eats. Karaoke and drinks included. Click on the link to watch and share with your friends!

https://www.zagat.com/b/9-filipino-dishes-you-need-to-knowAt the center of intercontinental trade routes for millennia, the island nation of the Philippines has been a melting pot for much of its history, and nowhere is that more evident than in its cuisine. With Chinese, Malay, Spanish and even Mexican influences, Filipino fare is wholly ...",0.0,1.0,0.0,0.0,0.0,0.0,0.0
22810,67558139928_10152485757039929,Indonesia to revitalize and promote wealth of Traditional Spa Treatments http://indonesia.travel/en/news/detail/1303/indonesia-to-revitalize-and-promote-wealth-of-traditional-spa-treatments,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22811,240054519398747_532176270186569,"This stunning photo of the San Juanico Bridge was shared to us by Ato Rosario. The San Juanico Bridge is the longest bridge in the Philippines and connects the two provinces of Samar and Southern Leyte. Connections. More Fun in the Philippines! The San Juanico Bridge, is an arch-shaped truss bridge in the Philippines stretching from Samar to Leyte crossing the San Juanico Strait. It is part of the Pan-Philippine Highway. It is the longest bridge in the Philippines spanning a body of water with a length of 2.16 kilometers (1.34 mi) . It is considered one of the most beautifully-designed bridges in Philippines, having been designed by renowned architect Juanito Isko Balunbalunan, a once obscure architect from Tacloban City until the completion of the bridge and the fame for which it was later known. The bridge is supported by 43 spans rising 41 meters above the sea. It has a large arch beneath which allows boats to pass. It was designed by engineer Arvin Valderama and Christian Meynard Barnal and constructed over San Juanico Strait from Cabalawan, Tacloban City to the municipality of Santa Rita, Samar in 1969. It was completed in 1973.",0.0,0.0,0.0,0.0,5.0,0.0,0.0
22812,107026329336542_882281465144354,"NEW 'kid on the Block' :
A soft opening was launched recently at The Imperial Heritage Hotel, Melaka. To enquire on rates & make a booking, 
email to reservations@imperialheritage.com.my 

site: http://www.imperialheritage.com.my/

#theimperialheritagemelaka #tmsingapore #myfest2015 #melaka",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22813,107026329336542_126131424092699,"Write-up on Sari Pacifica Hotel, Resort & Spa properties.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22814,240054519398747_724921264245401,"Just another Lazi Day at the Lazi Convent, Siquijor! Also known as the San Isidro Labrador Convent, it's said to be the largest Catholic convent in Asia. 

Photo by Instagram user Emil Maranon/@13thfool",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22815,240054519398747_592120290858833,"Where is it?
Ternate, Cavite

How to Get There:
Take a bus to Cavite from Cubao or Pasay.

What is it?
It only takes a day to hike Mt. Pico de Loro. Though it's only 664 meters above sea level, the trail to the summit is difficult, but rewarding. Nestled in Ternate, it offers a view of mountainous landscapes and nearby islands. The best part is it’s only three hours away from Manila.

Fun Fact:
During the Spanish era, Mount Pico de Loro was a Filipino rebel’s camp and watch tower.

Photo by / Headline by:
Mary Naomi Gail Malones / Rachel Teotico",0.0,2.0,0.0,0.0,0.0,0.0,0.0
22816,433618953473105_532379696930363,"Ora Beach, Maluku

© RAISA",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22817,340785907491_10151476410307492,"Donghaksa Temple is the largest center of study for female monks in Korea.  In the spring, many visitors come to the temple to see the cherry blossom tunnel, a 3km pathway from Bakjeongja three-way intersection to the Donghaksa Temple. More info >>> http://bit.ly/10nj1wV

Photo: Cristina Bassi",0.0,1.0,0.0,0.0,1.0,0.0,0.0
22818,340785907491_419237447491,Hanjeongsik at restaurant called Hyangnamu in Chungju City,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22819,240054519398747_540281462709383,"What's a Philippine adventure without trying the street food? Wheninmanila sums up the 12 street food essentials! Warning: you might get hungry. Foodie friends, get ready! 

http://www.wheninmanila.com/the-dirty-dozen-top-12-must-try-street-foods-in-manila/When In Manila, or in any city, the true flavor and character of the locale can be seen on the streets; from the street parties, the street vendors, the street traffic and most of all, the street food! You’ll only really find the true essence of a town by emerging yourself in the culture and…",1.0,0.0,0.0,0.0,0.0,0.0,0.0
22820,67558139928_10152490402229929,"Selamat senin pagi, selamat beraktivitas, dan selamat merencanakan untuk liburan selanjutnya :)

Sudah ada rencana mau kemana? Yuk cek semua destinasi Indonesia disini! http://indonesia.travel/id/destination/search/Destinasi di Indonesia",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22821,225524117535380_900531573367961,"15 Popular Singapore Dating Places From The Past And Their Modern Day Equivalents

Tired of the classic movie+dinner date? Look to the past for fresh dating ideas. Learn how our parents did it and impress your special someone on your next date!

http://www.thesmartlocal.com/read/paktor-past-presentTired of the classic movie+dinner date? Look to the past for fresh dating ideas. Learn how our parents did it and impress your special someone on your next date!",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22822,225524117535380_1033957760025341,"[NEW] We Sat Down With Bella Koh And Found Out How Her Mother's Cooking Shaped Her Past, Present and Future

Mother's Day is not just a yearly excuse to take your mum out for a fancy dinner. We sit down with Bella Koh and her mum to find out what Mother's Day means to her.

Plus, find out a fuss free way to help make this a Mother's Day your mum will never forget! 

http://thesmartlocal.com/read/bella-koh-interviewMother's Day is not a yearly excuse to take your mum out for a fancy dinner. We sit down with Bella Koh and her mum to find out what Mother's Day means to her.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22823,114979501871035_743772655658380,"Is there such a thing as a neighbourhood that houses all parts imaginable for DIY accessories? Look no further – Beads Street, Button Street and Ribbon Streets, all here in #ShamShuiPo: http://bit.ly/1uM5UUf",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22824,297751913699970_523186514489841,"Got only 36 hours in Beijing? The New York Times - Travel tells you exactly where to go and what to doSoaking up street life in the city’s remaining hutong neighborhoods, among their alleys, temples and traditional dining spots.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22825,67558139928_10151936726874929,Di tempatku juga terdapat sebuah pulau yang disebut Pulau Kelapa #with #whereAmI,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22826,114979501871035_960945443941099,"Enjoy up to 25% off hotel bookings at Eaton Hong Kong, 20% off buffets at Café Rivoli and HK$50 handset accessories vouchers from mobile service provider CSL during Hong Kong WinterFest! More e-coupon offers here: http://bit.ly/1NWVHkSEnjoy great value on your trip to Hong Kong with discounts and offers on flights, accommodation, tours, dining, shopping and attractions.",0.0,0.0,0.0,1.0,0.0,0.0,0.0
22827,225524117535380_234692366669287,"Check out xine's review of Standard Chartered Marathon Singapore in our review of the day!

""I started running marathons years ago and Stanchart, being my first marathon, pretty much ruined the dream. To be fair, I must have been expecting too much after reading many virgin marathon experiences from around the world. I read about marathon comradeship, about long stretches of relative isolation then finding a fellow runner and an encouraging friend to keep pace with. That was not what I experienced...""

http://www.thesmartlocal.com/sg/events-exhibitions/3387-standard-chartered-marathon-singaporeStandard Chartered Marathon Singapore Info & Reviews from local experts in Singapore - The Standard Chartered Marathon Singapore (SCMS) is organised by the Singapore Sports Council (SSC), and is held on every first Sunday of December.",0.0,0.0,2.0,0.0,0.0,0.0,0.0
22828,340785907491_10152268498947492,"Get a tax refund on your hotel stay! 
Find out how here: http://bit.ly/1qf5hQm",0.0,0.0,0.0,1.0,0.0,0.0,0.0
22829,225524117535380_1122141507873632,"French cuisine under a HDB block. Yea, this is the place with the coffee in an ice-cream cone!Coffees can't get anymore hipster than this one served in a waffle cone. Builders At Sims is a French-inspired cafe in the Aljuned heartlands that has tasty and affordable mains.

Find out the full address and more in our review: 
http://eatbook.sg/builders-sims-review/

Follow Eatbook.sg for more food videos like this!

Model: Averlynn Lim",1.0,0.0,0.0,0.0,0.0,0.0,0.0
22830,433618953473105_502812293220437,"Plaosan temple, Central Java..

Admin #RI_1",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22831,297751913699970_574627222679103,"Are you also a big Panda Bear fan? Then come visit these adorable animals at Chengdu where the foot of Mt. Futou serves as the world's largest habitat for Panda Bears. 

And what's more, you can get up close and personal with them by going on one of China's Panda Bear Tours, while experiencing a wonderful nature adventure! #pandabears #pandas #cuteness #tourism",0.0,1.0,0.0,0.0,0.0,0.0,0.0
22832,340785907491_10153820308597492,"Looking for something #unique and #relaxing to do over #Seollal holidays? A ""Special Seollal #Templestay Program"" will be held from February 5 to February 10 for participants of all ages, at 10 participating #temples throughout #Korea! :D

More info ☞ bit.ly/SeollalTempleStay",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22833,225524117535380_882312225189896,"10 Singapore Restaurants That Offer SO MUCH MORE Than Just Food

Most Singaporeans won\'t know how much these eateries do for society. Here are 10 food places with meaningful causes worth supporting. Be part of the solution :)

http://www.thesmartlocal.com/read/food-with-a-causeMost Singaporeans won\'t know how much these eateries do for society. Here are 10 food places with meaningful causes worth supporting. Be part of the solution :)",2.0,0.0,0.0,0.0,0.0,0.0,0.0
22834,240054519398747_934260929978099,"Last 2 days before the end of #TagTheFun's second week theme --- SPORTS, ADVENTURE & ECOTOURISM. Submit as many entries as you wish and get a chance to win amazing prizes! 
For more information, read the full mechanics here: facebook.com/notes/854528534665243/",0.0,0.0,1.0,0.0,0.0,0.0,0.0
22835,240054519398747_931053183632207,"It’s Friday! Time to unwind! And we couldn’t find a more relaxing photo than this one shot in Oslob, Cebu, by Pinoy Travel Freak. Send us your photos, videos or blog posts via PM and we might show them here!",0.0,0.0,1.0,0.0,0.0,0.0,0.0
22836,67558139928_315275045213204,"Tour de Singkarak 2012From 4 to 10 June 2012, Tour de Singkarak 2012 will take some of the world’s renowned cyclists over an 800-kilometer route traversing the most scenic landscapes of West Sumatra’s countryside.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22837,240054519398747_969822386421953,"It’s a new day and a new year! Let this photo from the Akiki Trail of Mt. Pulag inspire you as you plan new adventures for 2016. Thanks to Glenda Baldonado for sharing this with us. If you’ve got your own PH photos to share, send them over and we might feature them here!",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22838,114979501871035_584582901577357,"Need a reason to visit Hong Kong? Fodor’s gives you seven! http://bit.ly/15ZAm2iCome for the art and the views, but stay for the fantastic food, strong drinks, and swanky stays. Hong Kong should be at the top of your travel wishlist right now. Here's why.",0.0,0.0,0.0,1.0,0.0,0.0,0.0
22839,225524117535380_1314466195307828,"This stall at Maxwell Food Centre sells five types of noodles at $1 per portion! The portions are not big, but you can add another $0.50 to make it a filling one. Get sides such as seaweed chicken and fried prawns to go with your noodles! 

Find out more details in our full review:
http://eatbook.sg/china-street-rickshaw-noodles/

Like Eatbook.sg for more food videos like this!

Director: Sean Foo | Writer: Charlene Goh",1.0,0.0,0.0,0.0,0.0,0.0,0.0
22840,340785907491_10153147962662492,"#SeoulLand Character Festival 2015! 
Joining in the festive mood, SeoulLand's Spring festival with fun cartoon characters is ongoing now through June 7, 2015! Visitors will be greeted by tulips, pansies and marigolds of every color along the tulip street! Also, 10 different rides & attractions will be redecorated with the theme of popular Korean cartoon characters, including Larva! *yay*

For more info, click here ☞ http://bit.ly/1DXfN90

#서울랜드 #SpringFestival #VisitKorea",0.0,0.0,1.0,0.0,0.0,0.0,0.0
22841,340785907491_10150360576282492,Kimchi festival: http://english.visitkorea.or.kr/enu/SI/SI_EN_3_2_1.jsp?cid=697371 .,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22842,340785907491_10152611857827492,Get ready for the Busan Grand Sale 2014 by getting your discount coupons here → http://bit.ly/1oGAWa9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22843,144113158937441_1379062898775788,How tribes in one of the wettest places on Earth use tree roots to make crossings that can carry more than 50 people at once #Meghalaya #IncredibleIndiaKhasi Tribe communities living deep inside the valleys of Meghalaya in north east India use the tangle of new growth to form crossings over the many rivers and streams in the area.,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22844,144113158937441_1375045199177558,"Howrah Railway Station is the oldest railway station and the largest railway complex in India. With 23 platforms, it is one of the busiest railway stations in the country in terms of passenger volume per day. The #Howrah railway station also has the distinction of being the railway station with the highest train-handling capacity.",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22845,67558139928_10151360091869929,Don't forget to visit #Indonesia's Booth #755 at The New York Times Travel Show Jan 18-20 #WonderfulIndonesia http://www.nyttravelshow.com,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22846,340785907491_10152497447017492,"Listen to some calming melodies at Changgyeonggung Palace. The concerts will be taking place every Saturday morning in August.
Find out more → http://bit.ly/1ndeURp",0.0,0.0,0.0,0.0,0.0,1.0,0.0
22847,67558139928_10153371660629929,"Kalimantan pada Pesta Kesenian Bali 2015, Keindahan yang Mempesona di Taman Balai Budaya #artcentre #pesonaindonesia #wonderfulindonesia",0.0,0.0,0.0,0.0,0.0,1.0,0.0
